time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
531.000,2.469,7.301,0.360,2.100,2.860,312.000,6.200,0.360
1446.000,2.500,6.716,0.450,1.600,1.420,74.000,5.400,1.160
1120.000,2.633,6.355,0.070,0.400,1.470,83.000,9.200,1.400
879.000,2.401,6.959,0.220,0.400,1.680,126.000,3.200,3.000
1300.000,2.361,6.178,0.240,1.300,2.190,402.000,0.900,2.040
2861.000,2.690,5.222,0.230,0.900,2.760,539.000,1.600,1.490
266.000,2.768,6.867,0.630,1.900,4.330,421.000,3.000,0.300
136.000,2.915,6.433,0.280,1.000,2.980,3.000,6.400,3.010
5543.000,2.800,6.780,0.040,0.600,0.030,7.000,7.900,2.220
2920.000,2.577,5.701,0.270,0.600,4.120,505.000,0.200,0.450
305.000,2.725,7.148,0.240,0.100,2.110,223.000,10.900,2.430
1495.000,2.810,6.702,0.290,1.400,2.930,39.000,6.400,2.970
1227.000,2.737,6.865,0.130,2.000,2.280,412.000,3.700,2.410
1163.000,2.710,7.043,0.200,0.400,1.450,174.000,14.400,2.040
2302.000,2.704,7.071,0.360,3.600,4.100,186.000,7.100,0.900
214.000,2.770,6.347,0.560,0.600,0.980,152.000,7.400,2.140
1453.000,2.573,6.910,0.300,0.000,1.790,102.000,7.300,2.060
8705.000,2.410,6.486,0.260,0.900,1.820,105.000,2.200,4.070
1774.000,2.578,5.598,0.290,1.000,4.530,421.000,0.800,0.060
115.000,2.850,7.004,0.560,1.400,5.040,410.000,4.100,0.400
3295.000,2.593,5.924,0.350,0.800,4.030,414.000,0.200,0.500
3124.000,2.461,5.198,0.170,1.100,2.700,418.000,1.400,2.650
1574.000,2.479,6.559,0.530,3.200,3.560,449.000,0.200,0.590
1536.000,2.490,6.562,0.160,1.300,1.860,52.000,11.400,3.910
86.000,2.750,6.690,0.460,2.500,3.940,407.000,4.000,0.150
1851.000,2.689,7.064,0.230,4.300,4.080,414.000,2.500,0.500
1463.000,2.471,6.135,0.000,2.400,4.730,196.000,5.200,5.980
2370.000,3.024,6.673,0.070,0.300,2.010,331.000,6.200,0.830
1033.000,2.886,7.123,0.280,0.700,3.160,253.000,9.300,0.710
1218.000,2.608,6.744,0.100,0.700,0.110,149.000,16.300,2.140
3206.000,2.607,6.206,0.100,0.800,0.630,52.000,6.600,3.260
1583.000,2.853,6.545,0.290,0.200,3.400,211.000,9.200,0.950
5321.000,2.614,7.040,0.020,0.700,0.250,103.000,7.600,2.350
910.000,2.608,6.066,0.210,0.600,1.230,432.000,2.100,3.740
3137.000,3.030,6.840,0.020,1.200,2.950,87.000,4.200,2.210
1016.000,2.688,5.713,0.200,0.400,0.630,460.000,0.500,3.620
2553.000,2.730,7.073,0.160,0.200,1.680,210.000,6.600,1.610
7803.000,2.584,6.947,0.000,1.100,4.410,167.000,4.100,4.850
3002.000,2.720,5.890,0.210,0.000,2.970,218.000,7.100,3.430
1242.000,2.131,7.024,0.200,0.100,1.200,24.000,7.300,3.230
2847.000,2.406,7.071,0.220,1.600,2.950,406.000,5.500,0.180
2435.000,2.750,7.185,0.240,1.400,3.380,412.000,2.300,0.280
1769.000,3.000,6.390,0.400,1.500,3.440,322.000,7.500,0.900
5758.000,2.315,6.701,0.500,0.900,2.700,340.000,8.200,1.230
3401.000,2.583,7.159,0.150,0.800,3.380,428.000,7.300,0.180
4437.000,2.839,7.313,0.340,3.000,4.150,282.000,6.600,0.150
5909.000,2.332,6.234,0.230,0.100,3.560,446.000,0.400,1.160
5654.000,2.600,7.266,0.320,1.400,4.790,365.000,11.400,0.670
5477.000,2.480,6.259,0.240,1.500,5.430,106.000,3.500,3.690
1849.000,2.520,6.339,0.140,0.000,1.360,16.000,6.200,2.240
2503.000,2.438,6.326,0.180,0.200,2.210,101.000,2.100,2.280
867.000,2.528,6.887,0.000,1.600,1.940,52.000,4.600,2.000
251.000,2.448,5.487,0.180,0.200,3.950,445.000,0.800,1.150
1180.000,2.420,6.483,0.230,1.500,3.460,401.000,4.600,0.950
1544.000,2.430,6.901,0.100,0.200,1.040,33.000,8.700,2.540
2030.000,2.670,6.840,0.460,1.100,4.190,442.000,3.100,0.700
1281.000,2.619,7.062,0.170,0.700,1.820,233.000,7.700,0.840
4206.000,2.658,6.631,0.270,0.200,0.130,61.000,5.900,2.150
1459.000,2.385,5.224,0.200,1.000,4.190,569.000,0.500,0.460
1535.000,2.196,6.879,0.570,2.500,4.010,411.000,0.200,0.660
1233.000,2.532,6.415,0.170,1.600,1.440,427.000,2.900,2.720
6110.000,2.620,6.732,0.420,1.600,2.930,425.000,1.400,0.680
1101.000,2.591,6.892,0.000,0.900,2.540,37.000,8.100,3.500
1266.000,2.690,5.523,0.250,0.000,4.790,712.000,0.700,0.860
1292.000,2.311,5.848,0.160,0.300,3.560,424.000,0.500,1.590
1419.000,2.526,5.719,0.280,0.400,4.010,405.000,0.300,0.420
4579.000,2.709,6.348,0.220,0.700,4.770,449.000,2.600,0.920
6968.000,2.617,7.199,0.240,3.300,4.760,439.000,7.500,0.190
94.000,2.820,6.577,0.180,0.300,1.040,229.000,5.900,0.810
1448.000,2.790,5.902,0.160,2.400,4.250,490.000,1.700,1.340
2874.000,2.544,6.717,0.260,0.600,2.920,73.000,5.800,2.210
12036.000,2.375,6.881,0.090,0.200,1.230,257.000,5.200,2.420
1526.000,2.510,6.383,0.500,3.000,4.350,454.000,1.200,0.560
1359.000,2.599,6.965,0.120,0.200,1.630,2.000,5.300,2.830
1060.000,2.642,6.281,0.210,0.400,0.990,152.000,7.100,2.130
3349.000,2.566,5.295,0.250,0.500,4.530,617.000,0.100,0.160
3086.000,2.630,6.452,0.130,2.100,4.350,409.000,1.600,0.520
4146.000,2.627,5.542,0.230,0.200,4.450,427.000,0.900,0.170
1150.000,2.660,6.891,0.220,0.700,2.620,285.000,5.700,1.140
7451.000,2.495,7.380,0.300,1.500,4.150,438.000,2.100,0.750
2251.000,2.535,7.111,0.550,2.000,3.550,432.000,3.000,0.890
1315.000,2.480,7.239,0.420,0.900,2.930,293.000,6.900,0.720
157.000,2.536,6.685,0.260,0.200,3.090,120.000,6.200,0.350
11198.000,2.635,7.382,0.330,1.300,3.660,420.000,5.700,0.520
2534.000,2.590,6.246,0.300,1.800,4.500,408.000,3.600,0.100
4319.000,2.670,6.234,0.230,0.100,3.570,34.000,6.400,2.050
1312.000,2.640,7.212,0.260,1.400,4.230,348.000,7.400,1.440
1536.000,2.565,6.492,0.080,1.400,2.730,10.000,8.800,4.440
1420.000,2.780,6.568,0.010,0.300,2.780,171.000,6.100,2.780
2716.000,2.507,6.844,0.310,0.300,0.990,202.000,10.800,1.670
6687.000,2.476,6.752,0.290,0.100,0.570,295.000,11.500,4.710
2935.000,2.590,7.339,0.260,3.400,2.790,441.000,2.600,0.770
1742.000,2.663,6.712,0.100,0.500,1.120,100.000,3.000,3.000
1226.000,2.087,6.059,0.280,0.300,2.810,226.000,5.700,2.070
2155.000,2.532,5.731,0.240,1.000,3.360,622.000,1.100,0.960
405.000,2.840,6.432,0.030,0.600,1.150,79.000,1.900,2.640
1676.000,2.526,7.144,0.170,0.700,2.420,249.000,5.700,1.190
1316.000,2.587,6.104,0.290,0.200,4.930,460.000,0.800,0.000
10078.000,2.584,7.228,0.050,0.500,0.600,198.000,8.600,2.340
1666.000,2.517,7.084,0.520,2.000,3.990,406.000,0.400,0.450
256.000,2.456,7.249,0.320,2.500,3.060,430.000,7.100,0.370
312.000,2.620,6.655,0.070,1.700,1.070,389.000,6.800,1.130
63.000,2.790,6.833,0.190,0.500,1.750,351.000,7.700,0.810
1513.000,2.549,6.724,0.180,0.000,0.970,83.000,10.500,2.680
1151.000,2.614,6.557,0.030,0.300,2.140,131.000,3.200,1.530
1540.000,2.552,6.698,0.320,0.800,0.460,423.000,6.300,0.550
1063.000,2.658,6.738,0.330,5.500,3.410,446.000,2.600,0.550
1723.000,2.386,6.750,0.370,3.600,2.730,402.000,1.200,0.400
174.000,2.989,7.002,0.080,2.900,1.290,77.000,6.400,1.270
1317.000,2.470,6.929,0.150,0.600,0.360,365.000,16.200,1.260
7195.000,2.538,6.386,0.120,0.100,0.130,69.000,6.000,3.210
1585.000,2.577,6.332,0.340,1.100,3.910,413.000,0.500,0.310
2519.000,2.280,5.907,0.430,1.200,4.350,415.000,1.500,0.090
1326.000,2.740,6.607,0.210,0.100,1.290,108.000,6.000,0.740
1724.000,2.527,7.118,0.320,2.800,4.680,429.000,3.300,0.020
8840.000,2.925,7.121,0.060,1.200,1.110,308.000,9.200,1.410
4572.000,2.880,5.494,0.210,0.700,3.790,738.000,0.500,1.410
1700.000,2.480,6.500,0.170,1.600,1.000,32.000,1.800,0.910
1381.000,2.208,6.585,0.520,1.000,4.340,409.000,0.700,0.120
5594.000,2.592,6.688,0.280,3.000,2.130,171.000,6.000,1.350
43.000,2.636,6.957,0.300,1.800,4.300,409.000,3.700,0.220
1312.000,2.561,6.733,0.270,3.000,3.960,408.000,3.800,0.310
1614.000,2.545,6.134,0.490,2.200,4.480,444.000,1.100,0.470
1427.000,2.560,5.745,0.270,1.300,2.920,561.000,0.500,1.320
5424.000,2.521,7.008,0.470,2.100,4.500,425.000,2.400,0.780
3908.000,2.180,6.916,0.190,2.200,2.870,301.000,6.300,2.040
1533.000,2.594,6.345,0.280,3.300,3.950,441.000,0.800,0.370
2836.000,2.890,6.030,0.230,0.200,4.000,601.000,1.600,3.130
215.000,2.604,6.552,0.030,0.900,1.900,48.000,12.000,3.770
1201.000,2.401,6.571,0.290,0.400,1.240,187.000,2.800,1.710
1622.000,2.656,6.215,0.010,1.200,3.290,137.000,2.200,2.650
2953.000,2.494,6.394,0.850,5.700,4.530,502.000,0.100,0.240
873.000,2.376,6.353,0.280,0.000,0.870,430.000,2.300,1.570
3211.000,2.435,7.264,0.180,0.900,1.020,201.000,6.800,2.090
908.000,2.404,5.721,0.240,0.200,3.990,511.000,0.000,1.020
1548.000,2.505,6.697,0.030,1.100,2.640,169.000,4.200,2.690
3929.000,2.286,7.034,0.260,0.200,3.470,284.000,6.000,1.180
5384.000,2.554,7.131,0.250,5.200,3.720,280.000,3.000,0.160
2251.000,2.210,5.873,0.180,0.600,2.250,631.000,0.300,3.960
4277.000,3.051,7.108,0.290,1.700,3.990,407.000,2.800,0.460
3345.000,2.590,6.250,0.180,0.000,2.050,155.000,0.900,0.770
2453.000,2.807,5.387,0.310,0.100,3.540,412.000,0.000,0.030
1628.000,2.509,6.598,0.210,1.700,3.200,230.000,0.600,2.580
140.000,2.643,6.884,0.240,0.300,1.960,247.000,13.000,4.310
1312.000,2.349,6.125,0.230,2.300,4.630,426.000,1.700,0.360
1368.000,2.624,6.646,0.110,1.400,0.710,137.000,6.000,1.580
3066.000,2.745,7.179,0.280,1.000,2.040,286.000,8.200,1.710
158.000,2.836,5.684,0.310,1.000,4.270,456.000,0.600,1.070
1141.000,2.604,6.533,0.190,1.200,0.340,3.000,6.200,2.060
3144.000,2.585,7.036,0.580,1.900,2.230,152.000,9.300,2.860
4752.000,2.404,5.776,0.240,0.000,4.980,469.000,0.900,0.290
529.000,2.789,6.936,0.280,0.800,1.020,153.000,5.800,2.500
129.000,2.720,5.700,0.190,0.600,3.050,650.000,0.900,2.020
1746.000,2.476,6.168,0.310,0.200,4.100,485.000,0.100,0.250
1296.000,2.570,6.390,0.470,0.800,0.230,134.000,6.600,0.400
60.000,2.586,6.371,0.060,2.000,0.820,65.000,6.400,3.290
1302.000,2.750,7.124,0.310,1.100,2.880,394.000,5.700,0.710
1712.000,2.648,6.622,0.340,0.600,0.480,414.000,6.100,1.260
4346.000,2.860,5.614,0.220,0.400,3.460,696.000,0.100,2.430
2387.000,2.490,5.902,0.140,0.600,4.010,405.000,0.500,1.600
104.000,2.770,5.796,0.280,1.000,3.610,412.000,0.100,2.670
7678.000,2.742,6.119,0.430,2.800,2.810,106.000,4.100,0.640
1999.000,2.667,7.086,0.130,0.800,0.160,247.000,10.800,1.630
1269.000,2.288,7.138,0.150,0.200,2.610,235.000,5.200,1.320
7472.000,2.568,6.874,0.290,0.700,3.420,240.000,7.500,3.100
2075.000,2.597,5.850,0.260,0.600,4.640,543.000,1.000,0.170
1406.000,2.599,7.059,0.290,0.100,1.980,298.000,6.900,0.400
1044.000,2.373,6.798,0.130,0.300,2.810,235.000,7.800,1.670
1044.000,2.680,6.888,0.240,1.000,3.840,282.000,7.700,0.210
2849.000,2.418,6.345,0.100,1.000,0.800,60.000,9.100,4.130
79.000,2.812,5.953,0.230,1.100,3.690,483.000,1.000,0.920
1430.000,2.260,5.393,0.220,0.700,3.400,702.000,0.400,1.810
864.000,2.468,6.742,0.010,0.600,1.060,57.000,3.800,3.350
5848.000,2.649,5.865,0.160,0.700,2.900,141.000,1.400,3.810
1648.000,2.667,6.822,0.130,0.300,0.370,234.000,8.800,2.700
202.000,2.359,5.538,0.230,0.100,4.470,573.000,0.400,0.220
897.000,2.239,6.900,0.360,3.000,3.670,409.000,0.500,0.760
1255.000,2.390,6.586,0.160,0.200,0.080,171.000,7.500,2.130
13.000,2.572,5.312,0.020,2.000,1.610,313.000,6.600,3.660
1794.000,2.750,7.196,0.240,0.300,1.380,241.000,7.000,1.980
1409.000,2.372,7.243,0.350,0.700,1.710,341.000,14.100,2.120
1681.000,2.481,6.369,0.380,1.900,1.190,1.000,5.700,0.370
1521.000,2.564,7.029,0.210,0.100,1.850,220.000,7.300,1.090
2695.000,2.650,6.609,0.010,0.400,2.440,145.000,1.700,2.140
2317.000,2.550,6.819,0.250,2.600,4.100,403.000,2.700,0.100
1575.000,2.568,5.474,0.210,1.000,3.450,431.000,1.300,0.910
1428.000,2.614,6.900,0.110,0.100,1.190,100.000,3.600,3.110
1345.000,2.610,7.174,0.280,0.200,2.740,285.000,11.200,0.140
2004.000,2.445,6.574,0.290,2.500,3.380,339.000,7.200,0.860
1634.000,2.370,6.962,0.120,0.300,1.110,222.000,12.000,2.240
1747.000,2.332,6.264,0.310,0.100,3.590,445.000,0.500,0.540
1161.000,2.810,6.188,0.240,1.800,2.650,439.000,0.800,1.560
4390.000,2.860,6.113,0.220,0.300,1.130,457.000,3.600,2.510
144.000,3.000,5.940,0.250,0.000,4.900,451.000,0.100,0.590
1285.000,2.523,5.561,0.240,0.100,4.360,443.000,0.900,1.270
218.000,2.460,6.982,0.250,2.600,3.710,421.000,5.300,0.540
1526.000,2.498,6.937,0.040,0.600,0.210,124.000,10.800,3.370
1665.000,2.502,6.670,0.190,0.600,0.620,176.000,8.900,3.220
1086.000,2.750,6.298,0.250,0.600,3.420,282.000,9.600,1.320
185.000,2.593,7.018,0.230,2.200,4.700,404.000,4.000,0.390
1371.000,2.573,6.233,0.130,1.500,0.480,435.000,2.300,2.130
16162.000,2.566,7.013,0.200,0.500,1.280,213.000,8.000,1.140
114.000,2.589,7.022,0.040,0.600,1.610,75.000,3.500,4.610
3973.000,2.681,6.301,0.180,0.100,3.620,478.000,1.500,1.560
1575.000,2.675,6.787,0.170,0.300,0.300,187.000,6.300,1.470
1325.000,2.747,6.404,0.030,1.200,3.010,231.000,4.200,3.280
1432.000,2.810,6.700,0.190,0.200,3.490,245.000,7.200,1.530
2094.000,2.567,5.830,0.250,0.200,0.690,534.000,1.200,2.190
2924.000,2.655,5.686,0.230,0.800,1.660,457.000,0.600,1.150
1897.000,2.341,6.552,0.220,1.800,4.320,337.000,5.700,0.010
1370.000,2.692,6.121,0.150,0.200,1.150,67.000,6.200,2.730
117.000,2.770,5.496,0.140,0.600,2.300,700.000,0.600,1.880
5630.000,2.466,5.990,0.130,0.800,1.530,69.000,7.400,1.940
1413.000,2.681,6.670,0.240,1.800,3.400,256.000,5.800,0.270
1045.000,2.610,7.007,0.410,0.200,2.590,76.000,7.600,1.520
1003.000,2.796,6.750,0.290,2.000,3.660,171.000,5.800,0.510
1524.000,2.643,6.608,0.360,0.900,0.890,218.000,8.400,2.760
1448.000,2.710,5.854,0.220,1.400,3.260,611.000,1.900,1.750
993.000,2.694,5.684,0.380,1.300,6.520,137.000,12.000,1.490
1320.000,2.760,5.745,0.130,0.400,0.180,4.000,5.800,2.190
1300.000,2.698,5.859,0.240,0.200,4.840,418.000,0.300,0.310
357.000,2.788,7.358,0.310,3.900,3.040,454.000,2.500,0.630
4315.000,2.660,6.375,0.020,0.600,0.380,138.000,6.200,2.300
1680.000,2.786,5.302,0.220,0.100,3.600,446.000,0.700,0.060
1366.000,2.383,6.785,0.420,2.800,5.110,427.000,1.400,0.180
8439.000,2.698,6.695,0.130,1.600,7.710,185.000,0.300,0.290
1179.000,2.826,5.330,0.200,0.900,4.090,532.000,0.800,1.350
489.000,2.130,5.627,0.360,0.200,5.190,406.000,0.200,0.170
1486.000,2.591,5.637,0.140,1.000,1.780,514.000,2.600,1.270
1573.000,2.578,6.406,0.180,0.400,1.190,248.000,4.200,2.360
1452.000,2.558,6.584,0.520,2.400,1.760,56.000,5.100,3.230
950.000,2.286,7.291,0.160,0.600,2.460,273.000,9.800,0.810
1917.000,2.486,6.576,0.140,0.500,0.930,42.000,4.100,3.340
1734.000,2.870,6.983,0.410,2.500,5.360,433.000,12.700,0.160
1246.000,2.656,6.467,0.200,0.500,0.040,122.000,6.600,3.750
703.000,3.059,7.048,0.420,0.500,1.350,201.000,5.500,1.560
1312.000,2.573,7.108,0.480,2.200,3.650,406.000,8.500,0.470
2827.000,2.601,7.114,0.160,1.600,2.990,360.000,6.100,1.220
6971.000,2.642,6.748,0.150,1.100,1.200,267.000,1.600,2.390
1378.000,2.716,7.169,0.050,3.100,1.170,270.000,7.100,1.150
3134.000,2.796,6.320,0.380,0.000,3.300,224.000,5.800,1.400
2898.000,2.618,6.525,0.300,1.300,3.020,106.000,6.100,1.670
1947.000,2.840,7.070,0.240,0.400,3.810,245.000,8.100,2.810
1978.000,2.290,5.924,0.120,0.700,2.450,195.000,4.700,4.120
2699.000,2.650,7.383,0.220,0.600,3.530,309.000,5.800,1.010
1750.000,2.574,6.159,0.440,2.500,4.390,412.000,0.200,0.540
6365.000,2.368,6.920,0.350,0.700,2.570,358.000,6.200,0.610
338.000,2.637,6.945,0.310,1.000,3.930,207.000,6.200,0.160
2749.000,2.710,5.883,0.040,1.700,5.710,716.000,3.200,5.530
7654.000,2.328,6.751,0.160,0.200,2.150,198.000,6.200,0.890
2457.000,2.762,6.412,0.820,2.800,4.800,254.000,0.100,1.410
4584.000,2.805,6.094,0.140,0.900,1.740,196.000,7.000,2.340
1504.000,2.382,6.717,0.210,0.100,1.070,111.000,2.800,0.720
2854.000,2.946,6.338,0.040,0.700,0.190,143.000,5.800,1.950
856.000,2.581,6.656,0.130,0.100,0.340,0.000,6.700,2.580
1101.000,2.646,6.302,0.240,0.000,0.740,205.000,5.700,2.120
2925.000,2.909,7.134,0.270,1.500,3.690,408.000,6.200,0.000
1583.000,2.574,6.894,0.310,1.400,1.900,439.000,8.400,0.610
4566.000,2.522,6.907,0.320,0.800,1.880,327.000,8.000,0.780
768.000,2.562,6.056,0.320,1.200,3.990,474.000,0.700,0.400
2073.000,2.493,6.876,0.410,2.400,4.710,408.000,2.300,0.360
5606.000,2.512,6.819,0.330,1.200,0.770,44.000,7.900,1.960
1269.000,2.578,6.726,0.170,0.400,0.740,188.000,6.300,1.640
1498.000,2.807,6.972,0.140,1.800,1.210,252.000,8.300,0.450
1579.000,2.576,6.405,0.110,0.300,1.670,118.000,2.300,1.290
5693.000,2.618,7.322,0.160,0.800,2.660,338.000,9.400,0.590
1089.000,2.867,6.718,0.520,3.800,4.820,96.000,3.000,0.920
4577.000,2.720,6.358,0.020,1.800,2.770,103.000,3.500,3.940
939.000,2.532,7.351,0.590,2.400,4.200,464.000,6.200,0.470
78.000,2.617,6.245,0.270,1.200,2.300,115.000,7.200,2.070
1196.000,2.384,6.775,0.580,2.000,3.980,430.000,3.600,0.620
1365.000,2.810,7.055,0.300,0.200,3.410,278.000,5.700,1.090
1469.000,2.710,6.318,0.110,0.200,0.950,1.000,6.000,2.240
48.000,2.444,6.604,0.550,2.100,1.530,1.000,4.100,0.050
1513.000,2.544,7.344,0.240,0.200,2.790,410.000,10.500,1.320
1283.000,2.595,6.536,0.170,1.100,1.620,8.000,4.300,4.510
1721.000,2.920,6.060,0.200,0.700,4.260,622.000,0.800,2.130
1228.000,2.527,7.104,0.270,3.300,3.500,303.000,6.700,1.610
1149.000,2.413,6.650,0.140,0.600,0.080,286.000,13.700,2.580
498.000,2.454,6.554,0.110,0.000,1.470,93.000,3.700,2.070
144.000,2.808,5.752,0.120,0.700,1.450,409.000,2.300,2.190
183.000,2.810,7.250,0.190,1.500,2.360,441.000,4.000,0.870
1386.000,2.638,7.255,0.300,1.000,0.050,185.000,8.900,3.840
6157.000,2.837,6.237,0.730,5.200,7.130,443.000,3.000,1.120
3006.000,2.561,6.549,0.380,2.400,4.380,422.000,1.800,0.550
1492.000,2.810,5.377,0.230,0.800,2.460,619.000,0.500,1.120
1723.000,2.625,7.010,0.150,0.300,8.570,24.000,3.900,4.210
1820.000,2.550,6.583,0.270,1.000,2.310,493.000,1.600,2.850
1137.000,2.250,6.020,0.310,0.100,3.820,677.000,0.100,0.750
1415.000,2.560,6.442,0.220,1.600,2.960,287.000,6.600,1.930
1835.000,2.865,6.952,0.170,1.600,2.870,208.000,6.600,0.400
2511.000,2.668,6.637,0.200,2.300,2.590,256.000,6.800,1.760
1525.000,2.870,6.443,0.010,0.700,0.760,198.000,5.900,1.720
2682.000,2.388,7.329,0.280,0.200,3.330,392.000,6.600,0.850
1474.000,2.838,6.698,0.170,3.500,1.790,270.000,5.700,0.690
1229.000,2.630,7.148,0.010,0.600,0.550,186.000,6.800,2.230
287.000,2.652,6.747,0.320,2.800,3.260,405.000,1.900,0.250
5255.000,2.688,6.437,0.130,0.200,0.930,101.000,7.000,2.060
1288.000,2.510,7.393,0.300,2.700,3.770,447.000,3.800,0.330
1315.000,2.395,6.946,0.010,1.000,7.850,265.000,4.900,2.180
1839.000,2.484,6.293,0.190,0.300,3.200,295.000,6.600,1.240
2658.000,2.543,6.955,0.250,2.500,4.260,443.000,4.100,0.930
826.000,2.454,6.316,0.260,1.400,1.440,427.000,0.900,1.750
1120.000,2.690,5.491,0.220,0.300,1.360,422.000,0.200,2.260
746.000,2.720,6.331,0.190,1.800,0.160,8.000,6.400,3.100
1613.000,2.603,7.365,0.040,0.100,2.090,202.000,10.100,2.390
4100.000,2.954,6.450,0.260,1.100,2.270,154.000,6.900,1.740
3867.000,2.600,7.323,0.170,0.200,0.000,252.000,14.800,3.660
1465.000,3.010,6.426,0.010,0.900,1.200,53.000,6.500,3.040
871.000,2.590,7.064,0.100,2.200,2.260,312.000,12.800,1.110
1685.000,2.940,7.036,0.300,0.200,1.100,175.000,13.400,1.210
2379.000,2.377,7.253,0.040,0.500,3.070,165.000,6.800,2.090
68.000,2.495,6.676,0.460,0.600,4.240,203.000,6.100,0.180
511.000,2.672,6.449,0.360,1.200,4.150,405.000,2.400,0.170
894.000,2.485,6.668,0.540,1.200,4.720,447.000,2.200,0.700
5482.000,2.470,6.987,0.340,2.200,4.180,442.000,5.400,0.580
2891.000,2.580,6.882,0.390,1.300,3.870,425.000,2.000,0.490
651.000,2.623,6.600,0.100,0.200,0.920,58.000,2.100,2.090
1866.000,2.670,5.951,0.250,0.200,4.380,434.000,0.800,0.200
2438.000,2.976,7.072,0.020,0.600,1.900,255.000,18.300,3.620
1881.000,2.838,5.420,0.310,0.000,4.870,418.000,0.200,0.150
1822.000,2.614,6.348,0.320,0.800,4.460,446.000,0.000,0.070
1871.000,2.612,5.999,0.090,0.200,1.300,105.000,5.900,2.090
2861.000,2.642,7.101,0.510,1.800,4.530,466.000,9.100,0.140
1607.000,2.615,5.418,0.150,0.500,1.020,105.000,1.100,1.530
38.000,2.520,6.857,0.490,0.900,3.700,426.000,4.400,0.310
10108.000,2.658,7.161,0.370,1.600,1.240,291.000,8.100,0.220
1152.000,2.730,7.331,0.180,0.300,2.220,93.000,9.400,4.390
898.000,2.414,7.167,0.060,0.500,0.950,256.000,9.200,2.500
1257.000,2.386,6.372,0.310,2.200,3.260,32.000,3.700,0.110
1672.000,2.752,5.953,0.230,1.100,0.590,137.000,0.700,5.670
1730.000,2.421,6.303,0.250,0.800,0.060,419.000,0.400,0.950
4492.000,2.550,6.284,0.390,1.500,5.420,393.000,6.100,0.000
1439.000,2.657,6.366,0.090,0.800,0.890,95.000,6.400,1.290
2451.000,2.645,7.095,0.220,2.600,4.500,417.000,3.200,0.720
2038.000,2.620,6.304,0.070,0.500,2.540,223.000,6.200,0.460
98.000,2.840,5.622,0.250,0.900,4.300,626.000,0.100,2.230
80.000,2.426,6.900,0.300,3.000,4.000,414.000,3.500,0.370
3813.000,2.379,6.729,0.300,0.700,1.450,304.000,10.600,2.230
1346.000,2.815,7.179,0.220,1.200,3.880,362.000,5.700,0.190
4503.000,2.566,6.595,0.380,0.100,0.040,69.000,8.900,2.520
2487.000,2.703,6.976,0.070,1.400,5.080,156.000,3.300,4.440
4335.000,2.400,6.045,0.410,0.400,3.990,392.000,6.800,0.760
2836.000,2.643,6.329,0.150,1.500,3.550,393.000,7.300,1.830
1889.000,2.710,5.516,0.240,0.200,5.110,552.000,0.800,0.090
2123.000,2.644,5.925,0.040,0.100,1.450,135.000,6.800,2.200
1493.000,2.619,6.972,0.240,2.200,3.890,428.000,1.900,0.700
1245.000,2.502,6.442,0.240,0.800,1.710,1.000,14.800,3.040
1622.000,2.742,6.971,0.070,0.300,1.680,403.000,8.300,1.060
3972.000,2.724,7.054,0.180,1.000,3.010,410.000,4.400,1.100
1081.000,2.692,7.282,0.040,1.100,1.530,220.000,5.700,4.800
1272.000,2.620,6.331,0.220,0.600,3.580,672.000,0.800,2.380
897.000,2.415,6.659,0.290,0.500,6.460,300.000,3.100,4.280
196.000,2.429,5.606,0.340,0.200,5.090,506.000,1.000,0.210
1609.000,2.774,5.726,0.080,1.800,1.390,10.000,0.700,5.420
1411.000,2.756,6.987,0.150,0.900,3.490,444.000,3.700,0.060
1934.000,2.393,6.838,0.250,0.600,2.560,361.000,5.800,0.980
522.000,2.858,6.446,0.610,2.400,3.590,456.000,1.500,0.790
8809.000,2.575,6.270,0.330,1.100,2.800,416.000,1.500,0.260
913.000,2.479,6.993,0.340,2.700,2.570,336.000,7.200,1.490
1789.000,2.580,6.435,0.290,2.900,4.070,422.000,3.200,0.220
2596.000,2.230,5.223,0.190,0.200,4.360,474.000,0.300,0.900
1632.000,2.690,6.945,0.200,0.500,3.320,321.000,6.300,1.270
783.000,2.832,6.653,0.220,0.200,1.110,284.000,7.700,1.730
2807.000,2.703,6.476,0.420,1.900,5.130,327.000,9.600,2.550
1376.000,2.590,7.180,0.120,1.400,2.330,96.000,5.700,4.900
2777.000,2.626,6.706,0.160,0.200,1.160,201.000,6.500,1.910
5789.000,2.895,6.844,0.220,0.700,3.340,160.000,7.600,1.590
1082.000,2.374,7.193,0.270,1.500,1.690,363.000,8.800,1.560
1589.000,2.867,6.330,0.370,2.100,3.600,411.000,0.000,0.400
1288.000,2.607,6.767,0.190,0.200,1.900,276.000,6.100,0.840
1543.000,2.650,6.526,0.510,1.500,3.020,458.000,0.000,0.650
111.000,2.686,6.990,0.320,1.600,3.380,377.000,10.100,0.140
473.000,2.630,5.748,0.290,1.900,4.440,720.000,0.400,0.720
1705.000,2.650,7.205,0.120,0.800,3.370,389.000,5.900,0.140
268.000,2.663,6.996,0.470,1.600,1.120,330.000,12.200,2.640
564.000,2.638,6.007,0.320,0.000,4.190,409.000,0.600,0.820
