bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,ca_time,ym_time,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,YM Humidity,YM Temperature,CA_cav_dia,CA_void_cav,CA_cav_depth,Ca_void_mem,CA_overlap_min,CA_overlap_max,YM_void_mem,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac hoj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/M],t on 10/5 mM glu/lac [s],Lav O2 - Hoj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
,27017,R28941,932-029,18-03-2021 01:20,19-03-2021 12:22,Glu,1,1,1501,2.87,30.25,27.05,6.103,28.52,26.49,1178.31,18.943,60.588,28.308,105.109,173.43,27.589,Approved,22.32,2.01,10.6,40.17,38.99,304,6.2,-1.18,21,12.08,-0.14,0.01
,27978,R29453,932-029,20-04-2021 11:36,21-04-2021 10:22,Glu,3,4,1731,2.426,30.61,27.16,6.502,27.71,26.68,1176.52,26.22,59.59,30.672,131.24,178.486,33.111,Approved,19.23,2.07,11.0,40.56,39.21,532,8.5,-1.35,21,7.73,-0.05,0.01
,27471,R29180,932-029,31-03-2021 23:08,01-04-2021 16:14,Glu,8,16,773,2.413,31.9,26.08,5.791,28.44,26.29,1174.95,22.181,58.666,25.933,68.245,178.486,28.651,Approved,22.65,2.07,11.5,41.03,40.6,451,5.7,-0.43,21,7.12,-0.11,0.01
,28329,R29674,932-029,02-05-2021 08:58,03-05-2021 15:22,Glu,8,14,1354,2.538,29.44,26.26,5.962,28.81,25.8,1164.02,23.657,58.233,30.009,79.155,174.142,32.28,Approved,22.27,2.04,10.8,40.71,40.34,747,4.9,-0.37,22,8.42,-0.49,-0.01
,27921,R29414,932-029,18-04-2021 09:56,19-04-2021 16:44,Glu,8,12,2142,2.429,29.39,26.54,6.372,28.59,26.19,1175.01,23.74,61.38,27.87,110.241,209.984,30.549,Approved,21.95,2.01,10.7,40.65,39.85,398,8.7,-0.8,32,7.78,-0.11,-0.04
,27832,R29379,932-029,15-04-2021 14:42,16-04-2021 08:28,Glu,2,12,1315,2.328,30.35,27.34,6.327,27.44,26.73,1165.33,25.808,61.125,32.79,116.095,168.865,35.644,Approved,22.48,2.07,12.3,40.26,39.87,540,6.6,-0.39,21,7.75,0.15,0.04
,28227,R29626,932-029,27-04-2021 10:00,29-04-2021 09:14,Glu,3,12,1577,2.15,32.25,26.63,6.24,28.33,26.01,1167.77,28.635,60.115,32.269,136.489,178.486,35.786,Approved,22.53,1.98,9.5,39.96,39.39,436,5.9,-0.57,21,7.23,-0.2,-0.01
,28390,R29701,932-029,03-05-2021 07:24,04-05-2021 04:38,Glu,1,8,835,2.603,29.63,26.95,6.692,28.64,26.73,1185.08,24.047,59.8,30.255,105.541,174.142,32.549,Approved,21.63,2.02,13.4,40.07,39.52,341,6.2,-0.55,32,9.97,-0.06,0.02
,27404,R29132,932-029,30-03-2021 11:32,31-03-2021 17:18,Glu,1,1,1974,2.456,32.09,27.04,6.304,28.25,26.52,1171.09,23.604,63.876,29.562,137.203,211.081,31.725,Approved,22.68,2.15,10.9,38.22,36.72,294,7.6,-1.5,32,8.63,-0.55,-0.21
,28333,R29678,932-029,03-05-2021 11:22,04-05-2021 17:02,Glu,8,16,1895,2.23,33.6,25.85,5.86,28.22,26.28,1172.88,24.49,58.836,31.678,131.926,211.081,34.16,Approved,22.87,2.04,9.6,39.91,39.05,895,5.5,-0.86,21,6.28,-0.05,0.02
,27777,R29342,932-029,13-04-2021 07:20,13-04-2021 23:22,Glu,3,3,1565,2.404,33.48,26.77,6.073,32.71,24.09,1186.83,25.357,57.137,31.538,131.926,211.081,34.887,Approved,25.52,2.02,10.2,41.2,39.49,925,5.6,-1.71,21,8.76,-0.55,-0.04
,27407,R29135,932-029,29-03-2021 14:50,30-03-2021 10:32,Glu,1,12,2573,2.151,30.93,26.86,5.715,29.33,25.57,1170.77,24.015,63.779,30.2,110.818,205.804,32.027,Approved,22.63,2.07,10.2,39.74,38.35,525,6.2,-1.39,20,10.0,-0.15,0.01
,27894,R29406,932-029,15-04-2021 18:10,16-04-2021 07:44,Glu,2,12,1440,2.175,31.09,27.34,6.251,28.2,26.51,1180.55,22.691,62.699,30.688,47.476,211.005,29.16,Approved,22.58,2.07,9.6,40.56,39.95,506,6.2,-0.61,21,7.03,-0.03,0.04
,28278,R29641,932-029,27-04-2021 18:50,28-04-2021 08:44,Glu,3,1,2420,2.628,32.91,25.69,6.361,27.75,26.35,1185.19,24.329,58.076,31.173,121.372,184.696,33.344,Approved,22.48,2.0,9.7,39.94,38.91,331,7.3,-1.03,35,7.62,-0.31,-0.05
,27752,R29317,932-029,12-04-2021 12:14,13-04-2021 04:04,Glu,8,14,2746,2.206,32.22,26.24,5.864,28.94,25.98,1179.71,24.227,60.692,28.181,115.491,183.736,31.965,Approved,25.62,2.05,10.2,40.77,39.48,698,5.6,-1.29,21,9.57,-0.41,0.04
,28191,R29591,932-029,26-04-2021 11:56,27-04-2021 15:06,Glu,2,3,1928,2.268,31.4,26.93,6.201,28.02,26.29,1171.32,21.597,60.22,31.08,115.62,173.43,30.091,Approved,22.17,1.98,10.2,39.42,37.23,449,7.1,-2.19,31,9.99,-0.07,-0.01
,27163,R29000,932-029,22-03-2021 12:48,23-03-2021 03:36,Glu,3,2,532,2.256,27.58,28.59,6.074,27.58,26.84,1163.77,24.303,64.862,29.883,89.71,174.142,33.281,Approved,22.08,2.03,10.5,40.93,39.88,421,5.7,-1.05,32,8.86,-0.28,-0.06
,27781,R29346,932-029,13-04-2021 17:08,14-04-2021 19:34,Glu,1,13,2393,2.478,33.41,26.88,6.093,28.69,26.89,1191.08,26.15,61.376,32.845,142.48,205.804,35.526,Approved,22.38,1.93,12.1,41.44,40.55,437,5.9,-0.89,31,8.91,-0.07,0.01
,28129,R29565,932-029,24-04-2021 15:08,26-04-2021 16:54,Glu,8,11,1597,2.546,28.28,27.12,6.078,28.77,26.31,1163.43,22.62,65.434,32.722,115.62,189.196,31.253,Approved,22.88,1.96,10.1,40.04,38.59,460,6.1,-1.45,21,10.09,-0.42,-0.08
,28234,R29633,932-029,28-04-2021 11:44,29-04-2021 08:24,Glu,8,8,1904,2.168,32.89,26.29,6.138,27.68,26.75,1179.84,26.006,57.133,32.961,116.095,168.865,36.428,Approved,22.33,1.97,10.1,39.08,37.44,487,7.9,-1.64,32,9.02,-0.72,-0.03
,27524,R29213,932-029,02-04-2021 14:24,06-04-2021 15:26,Glu,1,6,2026,2.576,29.85,25.8,5.959,28.0,25.99,1161.5,22.559,59.006,26.526,120.741,209.984,27.816,Approved,22.53,2.03,11.5,40.74,39.97,389,6.6,-0.77,31,3.5,-0.07,0.04
,28223,R29622,932-029,27-04-2021 08:46,28-04-2021 06:20,Glu,8,15,2962,2.5,32.72,26.65,5.892,26.77,26.91,1173.59,27.085,61.027,33.633,142.48,179.419,36.457,Approved,22.58,2.03,9.2,40.12,39.32,516,5.5,-0.8,21,6.18,-0.3,-0.03
,27784,R29349,932-029,13-04-2021 22:50,15-04-2021 13:32,Glu,2,14,1798,2.441,31.09,26.95,6.387,27.38,26.89,1184.29,25.567,60.763,32.121,100.264,184.696,35.168,Approved,22.52,1.98,11.3,40.76,39.42,564,7.6,-1.34,21,8.77,-0.09,-0.04
,27502,R29191,932-029,01-04-2021 10:44,06-04-2021 12:00,Glu,2,5,3167,2.309,32.39,27.09,5.71,27.51,26.77,1167.96,21.332,59.438,28.742,100.227,211.005,27.525,Approved,21.15,2.09,10.6,41.46,41.02,499,5.1,-0.44,21,10.76,-0.3,-0.07
,27771,R29336,932-029,13-04-2021 04:14,13-04-2021 18:46,Glu,8,3,2095,2.235,34.96,26.19,5.866,27.56,26.19,1170.26,24.768,63.358,28.802,94.493,178.486,33.441,Approved,21.78,2.05,10.5,40.64,38.76,486,5.4,-1.88,21,10.65,-0.08,0.03
,27971,R29446,932-029,20-04-2021 08:38,20-04-2021 22:40,Glu,3,3,1039,2.141,31.68,26.26,5.86,29.92,25.29,1189.38,21.454,59.145,28.021,105.503,211.005,28.775,Approved,21.9,2.13,9.7,39.25,37.94,640,6.5,-1.31,20,11.02,-0.3,0.05
,27886,R29398,932-029,15-04-2021 16:00,16-04-2021 07:06,Glu,2,4,2065,2.265,31.11,27.49,6.352,27.86,26.88,1175.83,22.105,57.517,30.306,110.778,211.005,28.674,Approved,22.48,2.0,10.4,40.97,39.58,342,9.4,-1.39,36,11.28,-0.14,-0.01
,27709,R29292,932-029,08-04-2021 14:12,09-04-2021 10:16,Glu,3,1,1486,2.44,32.25,25.92,6.134,28.47,26.86,1164.85,24.701,61.529,28.827,20.998,199.484,30.312,Approved,22.18,2.07,11.9,40.87,39.53,533,6.9,-1.34,32,2.38,-0.05,0.01
,27881,R29393,932-029,15-04-2021 04:22,16-04-2021 03:44,Glu,8,7,1305,2.489,31.72,27.49,5.968,26.91,26.88,1162.36,20.828,60.565,30.322,105.109,189.196,29.965,Approved,22.38,1.91,10.8,41.4,40.9,211,5.1,-0.5,41,8.73,-0.19,-0.02
,27689,R29272,932-029,11-04-2021 15:14,12-04-2021 22:48,Glu,8,10,1695,2.52,32.52,25.07,5.649,28.67,26.29,1172.08,21.664,60.919,30.79,68.321,189.196,29.176,Approved,19.4,1.98,11.2,41.12,40.82,493,5.2,-0.3,21,10.39,-0.05,0.01
,27945,R29438,932-029,18-04-2021 15:14,20-04-2021 06:46,Glu,2,14,1360,2.4,31.41,25.53,5.912,27.34,26.77,1162.24,21.416,59.625,31.035,99.853,178.685,30.69,Approved,25.02,2.03,10.5,40.9,40.55,271,5.3,-0.35,31,10.5,-0.37,0.05
,28026,R29482,932-029,22-04-2021 01:10,22-04-2021 16:36,Glu,2,15,1122,2.434,30.67,27.11,6.57,28.35,26.28,1170.78,27.488,58.257,31.452,73.494,173.236,34.237,Approved,19.27,2.08,11.1,41.0,40.24,566,5.5,-0.76,21,8.64,0.0,0.05
,28221,R29620,932-029,27-04-2021 12:42,29-04-2021 17:10,Glu,2,14,428,2.532,34.24,25.57,6.059,29.13,25.71,1161.05,22.616,63.852,34.151,126.131,178.685,32.89,Approved,22.05,2.04,9.9,40.56,39.95,725,5.8,-0.61,21,10.34,-0.28,-0.1
,27831,R29378,932-029,17-04-2021 17:12,19-04-2021 12:52,Glu,2,11,2617,2.526,30.29,25.82,5.923,28.28,26.1,1160.03,25.012,61.58,29.195,115.491,178.486,32.334,Approved,22.42,2.08,11.4,40.67,40.03,703,5.4,-0.64,21,7.73,0.01,0.01
,28282,R29645,932-029,28-04-2021 08:38,29-04-2021 03:26,Glu,3,14,1355,2.249,30.08,27.32,6.168,28.44,26.4,1172.24,23.74,64.121,32.085,121.328,211.005,31.394,Approved,22.57,2.02,9.3,40.29,40.22,640,5.7,-0.07,21,7.15,-0.25,0.0
,28336,R29681,932-029,29-04-2021 05:26,04-05-2021 14:20,Glu,8,6,3519,2.276,32.81,26.06,6.011,28.1,26.36,1155.32,25.419,56.763,32.044,110.818,205.804,33.326,Approved,21.77,2.04,10.9,39.54,38.45,446,6.0,-1.09,21,6.98,0.01,0.05
,27599,R29233,932-029,06-04-2021 17:50,09-04-2021 05:20,Glu,2,10,1227,2.733,33.92,26.51,6.037,27.06,27.04,1154.15,20.533,62.859,30.22,136.642,189.196,29.051,Approved,21.85,2.06,11.5,40.4,39.49,440,7.7,-0.91,31,2.9,-0.06,0.0
,28459,R29752,932-029,03-05-2021 13:32,05-05-2021 13:32,Glu,8,10,2606,2.041,33.41,25.3,6.056,27.78,26.66,1173.38,20.86,55.5,31.424,131.386,210.218,30.109,Approved,24.98,2.0,9.8,40.37,39.28,514,6.4,-1.09,21,7.99,-0.49,-0.03
,27707,R29290,932-029,12-04-2021 07:24,12-04-2021 21:04,Glu,3,15,513,2.335,30.02,26.58,6.235,27.76,26.56,1174.47,24.755,59.396,28.549,110.241,178.486,31.213,Approved,25.45,2.05,10.2,40.93,39.86,632,6.3,-1.07,22,8.99,-0.47,0.01
,27408,R29136,932-029,29-03-2021 15:18,30-03-2021 11:12,Glu,2,15,1688,2.407,31.08,27.11,5.52,28.23,26.42,1201.8,19.555,52.204,28.116,99.853,173.43,25.84,Approved,19.68,1.99,10.4,41.1,40.69,420,6.2,-0.41,21,11.24,-0.49,-0.05
,27586,R29220,932-029,06-04-2021 09:24,07-04-2021 05:50,Glu,2,9,2188,2.594,33.67,25.43,5.822,27.56,26.58,1189.15,23.014,59.683,28.734,126.649,174.142,30.744,Approved,22.48,2.06,11.1,41.14,40.55,392,5.2,-0.59,32,11.99,-0.03,0.01
,28295,R29658,932-029,28-04-2021 23:36,29-04-2021 14:32,Glu,8,16,652,2.41,30.57,27.56,6.143,27.51,26.81,1181.19,21.292,56.132,31.576,99.853,162.919,30.205,Approved,22.53,2.05,10.1,40.3,39.76,524,5.6,-0.54,21,9.83,-0.2,-0.02
,28290,R29653,932-029,29-04-2021 01:04,03-05-2021 22:22,Glu,3,1,2503,2.429,33.62,25.99,5.699,27.22,26.58,1178.85,25.038,59.196,31.144,121.372,174.142,33.224,Approved,22.65,2.05,11.6,40.57,40.24,261,4.7,-0.33,36,10.89,-0.07,0.01
,27601,R29235,932-029,06-04-2021 18:36,07-04-2021 16:50,Glu,8,6,2197,2.455,33.4,26.7,6.027,27.9,26.84,1149.87,22.368,63.283,26.601,136.489,209.984,29.288,Approved,22.45,1.97,10.2,40.56,40.27,263,5.8,-0.29,36,10.17,0.11,0.08
,27215,R29034,932-029,24-03-2021 09:40,26-03-2021 01:30,Glu,1,1,1087,2.791,33.65,24.53,6.261,26.69,27.18,1156.86,21.624,60.949,26.955,125.99,209.984,28.999,Approved,22.33,2.07,10.7,41.23,40.74,338,6.2,-0.49,32,9.19,-0.15,0.0
,27670,R29253,932-029,08-04-2021 01:40,08-04-2021 22:24,Glu,2,7,1488,2.367,31.11,27.02,6.038,26.64,27.39,1165.63,22.128,62.524,30.661,94.952,211.005,28.911,Approved,22.25,2.08,10.6,41.09,39.86,470,5.1,-1.23,21,10.12,-0.06,0.01
,27965,R29440,932-029,20-04-2021 12:56,21-04-2021 16:24,Glu,8,4,1528,2.232,33.63,25.53,5.627,28.49,26.17,1155.69,20.827,61.474,30.365,115.62,204.962,30.784,Approved,18.93,1.98,10.1,40.69,39.87,643,5.0,-0.82,20,8.58,-0.1,0.01
,27939,R29432,932-029,19-04-2021 08:28,19-04-2021 21:58,Glu,8,1,1048,2.574,28.59,27.35,6.377,27.44,26.4,1178.81,21.879,59.766,30.004,121.328,211.005,29.491,Approved,21.87,1.96,10.3,40.12,40.09,381,6.3,-0.03,32,6.93,-0.22,-0.02
,27310,R29093,932-029,25-03-2021 10:22,29-03-2021 16:52,Glu,8,3,1780,2.336,33.4,25.22,5.674,28.35,26.22,1165.72,20.432,58.502,29.742,105.109,194.452,27.677,Approved,21.75,2.06,10.2,40.98,39.38,828,6.0,-1.6,6,10.44,-0.11,0.03
,27605,R29239,932-029,06-04-2021 21:12,08-04-2021 22:12,Glu,8,8,1467,2.492,32.76,26.91,5.695,27.66,27.0,1156.74,22.518,60.763,26.663,131.24,194.235,30.207,Approved,22.23,2.01,10.6,41.1,40.4,480,4.9,-0.7,21,8.38,-0.05,0.02
,27316,R29099,932-029,28-03-2021 12:14,01-04-2021 15:28,Glu,8,9,919,2.366,29.34,26.61,5.488,28.33,26.38,1199.78,20.941,60.688,28.656,94.952,211.005,27.138,Approved,22.67,2.06,11.6,40.0,39.14,345,6.4,-0.86,31,9.82,-0.1,0.02
,27499,R29188,932-029,06-04-2021 12:04,07-04-2021 17:40,Glu,1,10,2351,2.24,31.53,26.95,5.324,27.59,26.95,1171.98,22.42,58.762,26.058,125.99,188.985,28.946,Approved,22.33,1.98,10.5,40.85,40.12,484,5.1,-0.73,20,9.11,-0.02,0.07
,28290,R29653,932-029,29-04-2021 01:02,03-05-2021 22:18,Glu,2,1,2515,2.295,34.05,25.69,5.746,27.96,26.38,1178.18,25.189,58.586,31.734,105.541,168.865,34.145,Approved,22.63,2.03,10.6,40.52,40.0,313,4.2,-0.52,31,9.18,-0.04,0.03
,27424,R29152,932-029,31-03-2021 20:54,01-04-2021 19:18,Glu,3,16,732,2.194,32.61,25.32,6.295,31.13,24.46,1160.71,21.244,64.935,30.267,110.364,178.685,28.339,Approved,22.68,2.01,11.1,40.47,39.88,367,7.1,-0.59,32,8.65,-0.44,-0.17
,27714,R29297,932-029,12-04-2021 08:54,12-04-2021 23:00,Glu,3,6,614,2.289,28.86,27.28,6.05,28.59,26.13,1175.16,21.843,59.196,30.174,121.328,211.005,29.422,Approved,19.3,1.94,11.0,40.53,39.47,247,6.8,-1.06,50,9.81,-0.28,0.0
,27834,R29381,932-029,17-04-2021 15:52,19-04-2021 12:20,Glu,3,11,3115,2.439,27.88,27.21,6.64,28.89,26.12,1166.17,22.762,60.002,31.667,110.778,211.005,31.021,Approved,21.87,2.01,10.6,39.97,37.24,486,9.7,-2.73,31,8.27,-0.24,-0.03
,27663,R29246,932-029,07-04-2021 02:34,08-04-2021 23:32,Glu,1,3,1533,2.584,35.16,24.72,5.774,27.17,27.26,1179.86,22.959,58.582,27.451,110.241,199.484,29.707,Approved,22.35,1.99,10.1,41.14,40.26,573,4.7,-0.88,21,9.47,-0.04,0.01
,28142,R29578,932-029,24-04-2021 16:14,26-04-2021 10:28,Glu,1,9,1041,2.538,30.29,25.78,5.451,30.17,25.57,1185.48,24.773,57.951,31.377,0.0,168.865,32.838,Approved,22.73,2.07,9.9,40.16,38.15,681,5.2,-2.01,21,10.02,-0.4,-0.09
,27827,R29374,932-029,14-04-2021 04:24,14-04-2021 19:06,Glu,3,14,2143,2.569,33.52,26.35,6.582,27.39,26.91,1164.77,25.915,62.234,32.931,137.203,184.696,35.487,Approved,22.35,2.05,12.8,40.86,40.74,484,6.8,-0.12,31,7.16,-0.13,-0.09
,27504,R29193,932-029,01-04-2021 05:02,06-04-2021 05:24,Glu,2,2,6235,2.466,33.01,25.32,6.011,27.98,26.66,1155.27,19.899,60.619,29.373,126.131,189.196,29.803,Approved,17.02,2.03,11.1,40.76,40.4,589,4.6,-0.36,21,10.3,-0.25,-0.01
,28228,R29627,932-029,26-04-2021 22:06,28-04-2021 19:38,Glu,1,16,783,2.475,33.13,26.58,6.785,28.89,26.19,1169.12,23.684,59.727,34.906,136.642,189.196,33.934,Approved,24.82,2.05,10.3,40.75,40.91,420,5.5,0.16,32,7.16,-0.13,0.0
,27306,R29089,932-029,28-03-2021 14:48,29-03-2021 20:50,Glu,8,2,632,2.266,31.48,25.48,6.503,27.75,26.36,1162.23,21.032,59.225,29.349,105.503,211.005,28.594,Approved,25.15,2.01,9.9,40.49,39.33,278,8.0,-1.16,32,11.46,0.0,0.02
,27524,R29213,932-029,02-04-2021 14:30,06-04-2021 15:36,Glu,3,8,2024,2.414,30.99,25.22,6.267,28.28,26.12,1174.82,22.718,58.769,26.569,99.742,209.984,26.97,Approved,22.37,2.05,13.1,40.51,39.59,298,9.4,-0.92,44,4.38,-0.09,0.0
,27063,R28963,932-029,21-03-2021 07:48,22-03-2021 22:38,Glu,3,11,1704,2.334,27.68,27.21,5.867,27.76,26.43,1172.44,20.946,58.579,28.225,89.677,211.005,29.178,Approved,22.3,2.02,9.8,40.77,38.95,549,4.7,-1.82,21,10.92,-0.07,-0.01
,28034,R29490,932-029,21-04-2021 10:20,22-04-2021 13:32,Glu,3,9,1191,2.019,31.56,27.18,6.104,28.17,26.4,1166.78,19.916,56.854,25.666,100.264,211.081,28.627,Approved,22.17,1.99,12.1,40.82,39.83,396,7.8,-0.99,32,8.43,-0.11,0.06
,27308,R29091,932-029,29-03-2021 11:34,31-03-2021 18:08,Glu,1,1,2031,2.515,30.37,27.07,5.731,29.78,25.39,1183.99,23.041,59.114,27.496,115.491,183.736,28.602,Approved,26.28,2.07,11.2,39.91,38.62,591,6.3,-1.29,21,8.61,-0.1,0.01
,27421,R29149,932-029,30-03-2021 14:18,07-04-2021 00:36,Glu,3,6,2136,2.476,33.43,26.28,6.67,27.34,26.72,1159.25,23.335,64.019,27.886,99.742,199.484,29.535,Approved,21.22,2.02,11.5,39.48,39.13,290,8.2,-0.35,35,1.8,-0.01,-0.01
,27476,R29185,932-029,01-04-2021 01:54,06-04-2021 02:02,Glu,1,9,6718,2.494,30.34,27.14,5.516,27.85,26.7,1166.3,22.855,58.825,28.687,105.541,205.804,31.54,Approved,21.13,2.1,10.4,40.97,40.2,531,5.2,-0.77,21,10.48,-0.08,0.02
,27740,R29305,932-029,11-04-2021 12:06,12-04-2021 16:32,Glu,3,1,1229,2.515,29.73,26.47,5.863,30.47,25.04,1167.72,24.322,59.254,30.447,110.818,179.419,34.46,Approved,22.03,2.14,10.2,39.97,37.75,782,6.5,-2.22,21,9.43,-0.03,0.01
,27500,R29189,932-029,01-04-2021 00:36,01-04-2021 16:32,Glu,3,16,850,2.419,30.96,26.82,5.929,28.49,26.22,1162.28,23.342,62.575,29.528,84.432,184.696,31.656,Approved,22.72,2.12,10.5,39.55,38.42,510,8.3,-1.13,21,8.64,-0.42,-0.17
,27466,R29175,932-029,31-03-2021 14:34,01-04-2021 10:48,Glu,2,2,1101,2.508,30.94,26.28,5.858,27.81,26.26,1177.19,24.466,63.031,28.67,94.493,209.984,28.405,Approved,22.67,2.13,10.7,39.51,37.77,268,7.1,-1.74,35,12.52,-0.46,-0.2
,28393,R29704,932-029,02-05-2021 12:46,04-05-2021 10:24,Glu,1,10,2307,2.525,29.7,26.84,5.895,27.53,26.88,1172.12,24.938,64.76,28.092,94.493,173.236,32.281,Approved,24.9,2.03,10.2,41.55,40.91,700,4.4,-0.64,21,9.43,-0.24,0.04
,27872,R29384,932-029,15-04-2021 19:26,16-04-2021 09:00,Glu,1,15,826,2.626,33.28,26.38,6.36,26.99,27.05,1164.12,26.052,59.952,30.907,110.241,178.486,32.21,Approved,22.42,1.94,11.3,40.99,40.7,270,6.0,-0.29,36,8.23,-0.2,-0.03
,27519,R29208,932-029,06-04-2021 03:20,07-04-2021 21:22,Glu,8,7,1532,2.532,30.79,27.65,5.6,27.17,26.81,1172.69,22.108,58.183,32.382,115.62,168.174,30.854,Approved,22.52,2.0,9.9,40.98,39.93,510,5.2,-1.05,21,12.54,-0.19,-0.02
,27661,R29244,932-029,06-04-2021 21:48,07-04-2021 19:00,Glu,2,6,2780,2.606,34.52,25.71,5.38,27.75,26.77,1162.15,23.871,60.379,30.569,137.203,200.527,33.116,Approved,22.55,2.02,9.7,40.59,39.79,425,5.5,-0.8,21,11.4,-0.01,0.04
,27587,R29221,932-029,06-04-2021 10:16,08-04-2021 03:54,Glu,2,15,1867,2.392,34.15,25.39,6.025,27.98,26.75,1178.24,20.315,60.334,29.205,126.131,204.962,28.4,Approved,22.42,2.07,11.2,41.54,40.77,432,5.4,-0.77,21,9.46,-0.04,0.01
,27878,R29390,932-029,15-04-2021 03:22,16-04-2021 04:46,Glu,3,5,2016,2.18,31.87,27.56,6.223,30.49,25.64,1172.69,23.083,60.123,31.909,116.053,211.005,30.5,Approved,22.55,2.02,10.1,41.33,40.62,480,5.0,-0.71,21,8.48,-0.04,0.04
,28201,R29601,932-029,26-04-2021 21:14,28-04-2021 17:54,Glu,2,12,2632,2.526,31.87,27.62,6.293,27.95,26.59,1179.81,23.229,54.569,27.425,120.741,199.484,30.275,Approved,18.8,2.04,10.9,41.06,40.2,360,6.2,-0.86,32,7.39,-0.13,-0.05
,27341,R29102,932-029,25-03-2021 12:04,26-03-2021 04:54,Glu,2,11,826,2.703,31.65,26.58,5.884,26.97,26.95,1169.84,21.387,58.376,25.818,99.742,188.985,27.672,Approved,25.05,1.97,9.8,40.87,40.4,318,6.4,-0.47,32,8.05,0.01,0.04
,27216,R29035,932-029,24-03-2021 21:10,25-03-2021 17:40,Glu,8,15,1453,2.262,31.85,26.17,5.985,27.83,26.52,1170.42,20.579,59.181,27.91,116.053,211.005,26.565,Approved,23.37,1.91,11.6,40.19,39.16,283,6.7,-1.03,36,9.51,-0.11,0.02
,28411,R29722,932-029,04-05-2021 06:00,05-05-2021 14:20,Glu,8,8,495,2.541,34.39,26.89,5.706,30.39,24.97,1182.91,23.251,56.516,27.415,120.741,183.736,30.154,Approved,22.43,1.97,10.0,40.15,38.58,559,5.5,-1.57,21,7.85,-0.05,0.0
,27762,R29327,932-029,13-04-2021 12:34,14-04-2021 16:38,Glu,2,12,661,2.558,34.91,25.98,6.494,27.65,26.66,1164.99,21.659,64.303,31.304,120.875,189.196,29.749,Approved,21.88,2.07,10.7,41.08,40.58,453,5.8,-0.5,21,8.0,-0.06,0.0
,27072,R28972,932-029,18-03-2021 09:36,19-03-2021 11:18,Glu,3,4,659,2.06,32.3,26.45,5.15,27.83,26.88,1171.17,25.551,76.82,29.885,120.741,183.736,30.69,Approved,22.28,2.02,11.0,41.8,41.09,548,5.6,-0.71,21,12.9,-0.17,0.01
,27462,R29171,932-029,31-03-2021 19:40,06-04-2021 06:40,Glu,2,6,6874,2.437,32.62,25.55,6.355,27.81,26.35,1167.18,24.727,65.03,29.194,89.243,209.984,30.265,Approved,26.17,2.09,11.6,41.05,40.69,200,6.0,-0.36,76,9.69,-0.08,0.04
,28089,R29525,932-029,22-04-2021 07:24,23-04-2021 11:16,Glu,3,6,611,2.29,33.16,27.02,6.467,27.31,26.73,1159.31,23.286,61.414,31.948,137.153,211.005,33.389,Approved,22.22,2.01,9.7,41.12,40.48,702,5.3,-0.64,20,6.95,-0.61,-0.23
,27449,R29158,932-029,30-03-2021 17:18,31-03-2021 11:02,Glu,2,13,2475,2.475,33.09,26.31,6.215,27.26,27.02,1161.65,23.925,61.939,30.181,126.649,174.142,31.633,Approved,26.27,1.99,12.6,40.77,40.48,312,7.0,-0.29,31,8.52,-0.13,0.0
,27743,R29308,932-029,11-04-2021 08:22,12-04-2021 11:46,Glu,8,6,1636,2.63,28.22,27.0,5.931,26.87,26.54,1162.6,23.999,60.177,30.137,100.264,184.696,33.974,Approved,19.45,2.01,10.4,40.62,39.44,891,4.9,-1.18,20,8.66,-0.05,-0.11
,27264,R29065,932-029,25-03-2021 05:14,30-03-2021 06:40,Glu,2,6,3627,2.572,33.28,25.98,5.565,28.02,26.68,1171.93,24.572,59.017,28.643,131.24,178.486,29.654,Approved,25.07,2.02,9.3,40.29,39.76,587,6.7,-0.53,21,10.3,0.08,0.1
,27474,R29183,932-029,01-04-2021 01:48,01-04-2021 18:16,Glu,8,7,959,2.514,30.61,27.11,5.309,28.92,25.99,1160.95,22.232,61.911,26.41,125.99,209.984,27.643,Approved,22.62,2.05,11.0,40.83,40.52,480,5.0,-0.31,21,8.45,-0.1,0.02
,28192,R29592,932-029,26-04-2021 11:26,27-04-2021 07:28,Glu,1,5,1832,2.463,32.14,26.01,6.196,28.82,26.05,1160.46,24.661,63.089,31.398,126.649,179.419,34.731,Approved,24.82,2.08,10.3,40.74,39.98,523,5.8,-0.76,21,7.85,-0.23,0.0
,28227,R29626,932-029,27-04-2021 10:14,29-04-2021 09:34,Glu,8,5,1572,2.321,31.87,26.89,6.385,27.43,26.52,1175.42,27.355,55.857,31.751,115.491,183.736,35.03,Approved,22.62,2.0,9.3,40.86,40.2,799,4.9,-0.66,21,5.76,-0.17,-0.02
,27517,R29206,932-029,05-04-2021 22:44,07-04-2021 05:16,Glu,2,11,2221,2.342,28.22,26.98,6.003,27.85,26.73,1172.59,25.668,58.683,30.542,125.99,199.484,32.281,Approved,22.33,2.05,10.4,40.89,40.42,544,5.4,-0.47,21,9.41,-0.08,0.01
