time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
8668.000,2.632,6.916,0.000,0.840,0.000,2.000,0.173,0.474,0.433,0.589,0.426,0.095
2714.000,2.475,6.712,0.000,0.700,2.000,2.000,0.227,0.456,0.462,0.564,0.087,0.110
1758.000,2.950,6.636,0.000,0.590,3.000,4.000,0.114,0.018,0.309,0.417,0.328,0.027
5927.000,2.664,6.709,0.000,0.690,2.000,0.000,0.065,0.105,0.138,0.261,0.224,0.668
824.000,2.660,7.081,0.000,0.600,3.000,0.000,0.114,0.018,0.317,0.232,0.454,0.440
1449.000,2.532,7.216,0.000,1.000,0.000,4.000,0.189,0.561,0.205,0.540,0.967,0.126
3353.000,2.495,6.648,0.000,0.630,3.000,3.000,0.168,0.140,0.289,0.541,0.115,0.229
853.000,2.376,5.823,0.000,0.690,2.000,0.000,0.124,0.123,0.075,0.203,0.388,0.610
8848.000,2.570,6.534,0.000,0.680,2.000,2.000,0.141,0.386,0.508,0.511,0.142,0.061
277.000,2.750,6.242,0.000,0.670,2.000,3.000,0.114,0.298,0.433,0.588,0.077,0.173
3029.000,2.637,6.286,0.000,0.720,2.000,0.000,0.022,0.175,0.048,0.528,0.148,0.684
1233.000,2.430,6.787,0.000,0.530,1.000,0.000,0.103,0.053,0.051,0.024,0.421,0.437
1727.000,2.741,6.852,0.000,0.840,0.000,2.000,0.200,0.649,0.476,0.610,0.284,0.073
2626.000,2.487,6.355,0.000,0.760,2.000,3.000,0.173,0.158,0.434,0.662,0.104,0.018
21.000,2.633,6.841,0.000,0.760,2.000,0.000,0.049,0.246,0.490,0.027,0.251,0.733
7093.000,2.377,6.144,0.000,0.640,3.000,0.000,0.059,0.281,0.131,0.098,0.339,0.533
2566.000,2.428,7.167,0.000,0.770,2.000,3.000,0.178,0.053,0.593,0.517,0.235,0.061
1209.000,2.810,7.316,0.000,0.690,2.000,2.000,0.119,0.246,0.579,0.346,0.388,0.056
754.000,2.982,7.302,0.000,0.780,2.000,4.000,0.168,0.175,0.408,0.556,0.421,0.267
858.000,2.950,5.438,0.000,0.770,2.000,3.000,0.135,0.158,0.489,0.709,0.005,0.296
1717.000,2.531,7.207,0.000,0.690,2.000,2.000,0.184,0.333,0.470,0.528,0.197,0.075
1466.000,2.516,5.554,0.000,0.980,0.000,0.000,0.005,0.211,0.060,0.097,0.973,0.512
4980.000,2.619,5.957,0.000,0.940,0.000,3.000,0.141,0.105,0.475,0.898,0.060,0.184
1481.000,3.053,6.996,0.000,0.710,2.000,2.000,0.173,0.228,0.517,0.515,0.235,0.048
3063.000,2.848,6.451,0.000,1.000,0.000,3.000,0.005,0.298,0.998,0.464,0.115,0.537
3149.000,2.765,6.674,0.000,0.750,2.000,2.000,0.238,0.246,0.482,0.565,0.230,0.013
193.000,2.524,5.986,0.000,0.610,3.000,3.000,0.168,0.140,0.363,0.520,0.066,0.211
2772.000,2.760,7.108,0.000,0.710,2.000,2.000,0.211,0.404,0.429,0.565,0.164,0.085
3167.000,2.328,6.961,0.000,0.840,0.000,2.000,0.189,0.807,0.404,0.556,0.197,0.145
7788.000,2.688,6.582,0.000,0.610,3.000,2.000,0.114,0.351,0.565,0.200,0.350,0.203
7011.000,2.627,6.913,0.000,0.660,2.000,1.000,0.189,0.246,0.602,0.267,0.339,0.022
3198.000,2.590,6.595,0.000,0.700,2.000,2.000,0.135,0.509,0.515,0.520,0.082,0.100
637.000,2.516,5.455,0.000,0.980,0.000,3.000,0.184,0.000,0.533,0.930,0.016,0.010
3236.000,2.750,6.449,0.000,0.550,3.000,4.000,0.157,0.053,0.355,0.276,0.377,0.262
1879.000,2.690,6.572,0.000,0.720,2.000,0.000,0.070,0.140,0.058,0.052,0.563,0.633
1472.000,2.780,6.683,0.000,0.590,3.000,4.000,0.108,0.053,0.112,0.434,0.317,0.284
7547.000,2.700,5.897,0.000,0.520,1.000,0.000,0.130,0.053,0.315,0.024,0.361,0.407
1411.000,2.710,6.888,0.000,0.670,2.000,2.000,0.146,0.474,0.355,0.522,0.175,0.086
1791.000,2.428,7.232,0.000,0.920,0.000,2.000,0.665,0.561,0.386,0.348,0.044,0.239
4498.000,2.732,6.436,0.000,1.000,0.000,0.000,0.016,0.175,0.294,0.341,0.322,0.998
5996.000,2.547,5.605,0.000,0.540,1.000,4.000,0.097,0.140,0.238,0.333,0.339,0.306
3987.000,2.606,6.323,0.000,0.510,1.000,4.000,0.184,0.211,0.195,0.300,0.317,0.151
2077.000,2.600,6.748,0.000,0.520,1.000,0.000,0.054,0.175,0.219,0.116,0.399,0.404
1866.000,2.700,6.970,0.000,0.500,1.000,4.000,0.135,0.105,0.153,0.272,0.344,0.259
1503.000,2.422,6.313,0.000,0.750,2.000,0.000,0.049,0.000,0.043,0.203,0.694,0.588
1338.000,2.610,7.031,0.000,0.810,0.000,4.000,0.054,0.088,0.110,0.421,0.749,0.299
4752.000,2.770,6.968,0.000,0.610,3.000,4.000,0.103,0.123,0.439,0.390,0.377,0.179
4323.000,2.318,6.915,0.000,0.580,3.000,0.000,0.114,0.088,0.218,0.292,0.415,0.404
3416.000,2.567,6.946,0.000,0.770,2.000,4.000,0.124,0.228,0.348,0.564,0.415,0.017
6741.000,2.540,6.513,0.000,0.770,2.000,0.000,0.059,0.105,0.175,0.003,0.311,0.734
95.000,2.435,6.143,0.000,0.710,2.000,3.000,0.103,0.333,0.333,0.649,0.066,0.385
217.000,2.669,5.950,0.000,0.630,3.000,0.000,0.103,0.053,0.012,0.085,0.536,0.527
1738.000,2.817,6.646,0.000,0.420,4.000,4.000,0.065,0.175,0.019,0.228,0.317,0.218
108.000,2.612,6.188,0.000,0.720,2.000,0.000,0.005,0.105,0.231,0.476,0.240,0.663
2509.000,2.459,6.695,0.000,0.670,2.000,2.000,0.108,0.544,0.295,0.427,0.333,0.033
398.000,2.311,6.231,0.000,0.700,2.000,3.000,0.059,0.298,0.399,0.503,0.104,0.606
31.000,2.550,6.235,0.000,0.540,1.000,4.000,0.086,0.070,0.057,0.327,0.410,0.251
6074.000,2.625,6.166,0.000,0.440,1.000,0.000,0.130,0.175,0.137,0.036,0.082,0.384
3244.000,2.150,6.426,0.000,0.810,0.000,2.000,0.146,0.298,0.607,0.616,0.066,0.058
1408.000,2.486,6.821,0.000,0.620,3.000,0.000,0.103,0.211,0.212,0.281,0.284,0.522
1270.000,2.530,5.475,0.000,0.580,3.000,3.000,0.114,0.018,0.240,0.551,0.016,0.178
1790.000,2.936,6.061,0.000,0.490,1.000,1.000,0.270,0.263,0.307,0.279,0.148,0.168
5699.000,2.547,6.108,0.000,0.510,1.000,4.000,0.189,0.053,0.347,0.196,0.344,0.238
1247.000,2.604,6.628,0.000,0.780,2.000,4.000,0.022,0.193,0.485,0.338,0.650,0.472
1551.000,2.635,7.112,0.000,0.600,3.000,4.000,0.232,0.035,0.321,0.344,0.377,0.078
2559.000,2.498,6.929,0.000,0.820,0.000,0.000,0.022,0.211,0.180,0.008,0.492,0.757
1096.000,2.575,6.014,0.000,0.840,0.000,0.000,0.076,0.053,0.127,0.190,0.519,0.764
4731.000,2.546,6.389,0.000,0.650,3.000,3.000,0.151,0.140,0.459,0.523,0.055,0.106
6214.000,2.663,6.363,0.000,0.330,4.000,0.000,0.043,0.070,0.033,0.079,0.317,0.236
1666.000,2.510,6.051,0.000,0.400,4.000,0.000,0.114,0.193,0.142,0.156,0.115,0.317
3296.000,2.533,6.906,0.000,0.600,3.000,4.000,0.151,0.000,0.341,0.402,0.372,0.035
1729.000,2.640,6.743,0.000,0.410,4.000,4.000,0.114,0.175,0.118,0.006,0.344,0.176
84.000,2.402,6.732,0.000,0.720,2.000,0.000,0.086,0.281,0.240,0.171,0.044,0.694
4414.000,2.598,5.905,0.000,0.910,0.000,1.000,0.086,0.281,0.909,0.332,0.022,0.100
1557.000,2.452,5.926,0.000,0.650,3.000,3.000,0.124,0.281,0.456,0.532,0.027,0.118
2396.000,2.447,5.990,0.000,0.890,0.000,2.000,0.200,0.895,0.548,0.338,0.027,0.042
971.000,2.589,7.165,0.000,0.690,2.000,3.000,0.254,0.193,0.450,0.524,0.137,0.103
14613.000,2.677,6.923,0.000,0.440,1.000,4.000,0.070,0.018,0.277,0.255,0.328,0.181
294.000,2.546,5.759,0.000,0.860,0.000,2.000,0.054,0.544,0.855,0.126,0.027,0.115
1817.000,2.750,6.031,0.000,0.560,3.000,0.000,0.135,0.018,0.215,0.096,0.393,0.455
1558.000,2.503,7.299,0.000,0.700,2.000,0.000,0.097,0.035,0.060,0.166,0.492,0.618
2893.000,2.553,6.735,0.000,0.730,2.000,2.000,0.227,0.281,0.559,0.513,0.033,0.043
892.000,2.815,6.417,0.000,0.670,2.000,0.000,0.059,0.123,0.006,0.017,0.579,0.578
1444.000,2.320,6.357,0.000,0.690,2.000,0.000,0.022,0.263,0.104,0.102,0.503,0.561
1705.000,2.574,6.563,0.000,0.730,2.000,2.000,0.270,0.439,0.429,0.570,0.153,0.110
1524.000,2.654,6.733,0.000,0.690,2.000,4.000,0.254,0.246,0.078,0.412,0.355,0.336
4797.000,2.614,6.448,0.000,0.470,1.000,0.000,0.011,0.088,0.268,0.028,0.350,0.400
2739.000,2.337,5.927,0.000,0.710,2.000,3.000,0.157,0.123,0.523,0.546,0.005,0.153
1726.000,2.712,6.501,0.000,0.980,0.000,2.000,0.205,0.965,0.420,0.610,0.186,0.073
65.000,2.573,7.069,0.000,0.690,2.000,3.000,0.222,0.158,0.366,0.536,0.208,0.120
4730.000,2.664,6.120,0.000,0.810,0.000,3.000,0.168,0.123,0.525,0.730,0.000,0.005
136.000,2.720,6.773,0.000,0.750,2.000,0.000,0.103,0.035,0.169,0.120,0.486,0.666
7520.000,2.493,6.472,0.000,0.830,0.000,1.000,0.070,0.368,0.830,0.163,0.016,0.050
156.000,2.599,7.021,0.000,0.470,1.000,4.000,0.097,0.053,0.202,0.283,0.355,0.125
1108.000,2.823,7.153,0.000,0.730,2.000,0.000,0.108,0.105,0.331,0.342,0.459,0.591
1090.000,2.775,6.472,0.000,0.790,2.000,2.000,0.292,0.754,0.638,0.054,0.169,0.163
1521.000,2.600,6.361,0.000,0.420,4.000,4.000,0.124,0.018,0.277,0.210,0.366,0.066
1508.000,2.458,6.601,0.000,0.820,0.000,2.000,0.276,0.667,0.565,0.571,0.251,0.025
4082.000,2.667,6.599,0.000,0.480,1.000,4.000,0.211,0.281,0.183,0.077,0.317,0.118
4921.000,2.541,6.098,0.000,0.880,0.000,3.000,0.157,0.193,0.417,0.816,0.093,0.193
531.000,2.469,7.301,0.000,0.620,3.000,2.000,0.195,0.368,0.334,0.398,0.339,0.060
1446.000,2.500,6.716,0.000,0.520,1.000,4.000,0.243,0.281,0.166,0.094,0.295,0.193
1120.000,2.633,6.355,0.000,0.510,1.000,4.000,0.038,0.070,0.172,0.106,0.503,0.233
879.000,2.401,6.959,0.000,0.540,1.000,0.000,0.119,0.070,0.196,0.161,0.175,0.498
1300.000,2.361,6.178,0.000,0.590,3.000,3.000,0.130,0.228,0.256,0.513,0.049,0.339
2861.000,2.690,5.222,0.000,0.730,2.000,3.000,0.124,0.158,0.322,0.688,0.087,0.248
266.000,2.768,6.867,0.000,0.760,2.000,2.000,0.341,0.333,0.505,0.537,0.164,0.050
136.000,2.915,6.433,0.000,0.610,3.000,0.000,0.151,0.175,0.348,0.004,0.350,0.500
5543.000,2.800,6.780,0.000,0.460,1.000,0.000,0.022,0.105,0.004,0.009,0.432,0.369
2920.000,2.577,5.701,0.000,0.730,2.000,3.000,0.146,0.105,0.481,0.644,0.011,0.075
305.000,2.725,7.148,0.000,0.670,2.000,4.000,0.130,0.018,0.246,0.284,0.596,0.404
1495.000,2.810,6.702,0.000,0.640,3.000,0.000,0.157,0.246,0.342,0.050,0.350,0.493
1227.000,2.737,6.865,0.000,0.660,2.000,3.000,0.070,0.351,0.266,0.526,0.202,0.400
1163.000,2.710,7.043,0.000,0.800,2.000,4.000,0.108,0.070,0.169,0.222,0.787,0.339
2302.000,2.704,7.071,0.000,0.770,2.000,2.000,0.195,0.632,0.478,0.237,0.388,0.150
214.000,2.770,6.347,0.000,0.600,3.000,4.000,0.303,0.105,0.114,0.194,0.404,0.355
1453.000,2.573,6.910,0.000,0.500,1.000,0.000,0.162,0.000,0.209,0.130,0.399,0.342
8705.000,2.410,6.486,0.000,0.710,2.000,0.000,0.141,0.158,0.212,0.134,0.120,0.676
1774.000,2.578,5.598,0.000,0.710,2.000,3.000,0.157,0.175,0.529,0.537,0.044,0.010
115.000,2.850,7.004,0.000,0.790,2.000,2.000,0.303,0.246,0.588,0.523,0.224,0.066
3295.000,2.593,5.924,0.000,0.670,2.000,3.000,0.189,0.140,0.470,0.528,0.011,0.083
1574.000,2.479,6.559,0.000,0.710,2.000,2.000,0.286,0.561,0.415,0.573,0.011,0.098
1536.000,2.490,6.562,0.000,0.790,2.000,0.000,0.086,0.228,0.217,0.066,0.623,0.650
86.000,2.750,6.690,0.000,0.710,2.000,2.000,0.249,0.439,0.460,0.519,0.219,0.025
1851.000,2.689,7.064,0.000,0.770,2.000,2.000,0.124,0.754,0.476,0.528,0.137,0.083
1463.000,2.471,6.135,0.000,1.000,0.000,0.000,0.000,0.421,0.552,0.250,0.284,0.993
2370.000,3.024,6.673,0.000,0.580,3.000,4.000,0.038,0.053,0.235,0.422,0.339,0.138
1033.000,2.886,7.123,0.000,0.600,3.000,4.000,0.151,0.123,0.369,0.323,0.508,0.118
1218.000,2.608,6.744,0.000,0.890,0.000,4.000,0.054,0.123,0.013,0.190,0.891,0.355
3206.000,2.607,6.206,0.000,0.590,3.000,0.000,0.054,0.140,0.074,0.066,0.361,0.542
1583.000,2.853,6.545,0.000,0.570,3.000,4.000,0.157,0.035,0.397,0.269,0.503,0.158
5321.000,2.614,7.040,0.000,0.490,1.000,0.000,0.011,0.123,0.029,0.131,0.415,0.390
910.000,2.608,6.066,0.000,0.710,2.000,0.000,0.114,0.105,0.144,0.551,0.115,0.621
3137.000,3.030,6.840,0.000,0.450,1.000,0.000,0.011,0.211,0.344,0.111,0.230,0.367
1016.000,2.688,5.713,0.000,0.710,2.000,0.000,0.108,0.070,0.074,0.587,0.027,0.601
2553.000,2.730,7.073,0.000,0.480,1.000,4.000,0.086,0.035,0.196,0.268,0.361,0.267
7803.000,2.584,6.947,0.000,0.820,0.000,0.000,0.000,0.193,0.515,0.213,0.224,0.806
3002.000,2.720,5.890,0.000,0.670,2.000,0.000,0.114,0.000,0.347,0.278,0.388,0.570
1242.000,2.131,7.024,0.000,0.620,3.000,0.000,0.108,0.018,0.140,0.031,0.399,0.537
2847.000,2.406,7.071,0.000,0.680,2.000,2.000,0.119,0.281,0.344,0.518,0.301,0.030
2435.000,2.750,7.185,0.000,0.630,3.000,3.000,0.130,0.246,0.394,0.526,0.126,0.047
1769.000,3.000,6.390,0.000,0.670,2.000,4.000,0.216,0.263,0.401,0.411,0.410,0.150
5758.000,2.315,6.701,0.000,0.730,2.000,4.000,0.270,0.158,0.315,0.434,0.448,0.204
3401.000,2.583,7.159,0.000,0.750,2.000,4.000,0.081,0.140,0.394,0.546,0.399,0.030
4437.000,2.839,7.313,0.000,0.690,2.000,2.000,0.184,0.526,0.484,0.360,0.361,0.025
5909.000,2.332,6.234,0.000,0.630,3.000,3.000,0.124,0.018,0.415,0.569,0.022,0.193
5654.000,2.600,7.266,0.000,0.820,0.000,4.000,0.173,0.246,0.559,0.466,0.623,0.111
5477.000,2.480,6.259,0.000,0.720,2.000,0.000,0.130,0.263,0.634,0.135,0.191,0.613
1849.000,2.520,6.339,0.000,0.440,1.000,0.000,0.076,0.000,0.159,0.020,0.339,0.372
2503.000,2.438,6.326,0.000,0.410,4.000,0.000,0.097,0.035,0.258,0.129,0.115,0.379
867.000,2.528,6.887,0.000,0.480,1.000,0.000,0.000,0.281,0.226,0.066,0.251,0.332
251.000,2.448,5.487,0.000,0.660,2.000,3.000,0.097,0.035,0.461,0.568,0.044,0.191
1180.000,2.420,6.483,0.000,0.660,2.000,2.000,0.124,0.263,0.404,0.511,0.251,0.158
311.000,2.340,6.138,0.000,1.000,0.000,0.000,0.054,0.105,0.620,0.425,0.055,1.000
1544.000,2.430,6.901,0.000,0.500,1.000,0.000,0.054,0.035,0.121,0.042,0.475,0.422
2030.000,2.670,6.840,0.000,0.740,2.000,3.000,0.249,0.193,0.489,0.564,0.169,0.116
1281.000,2.619,7.062,0.000,0.510,1.000,4.000,0.092,0.123,0.212,0.297,0.421,0.140
4206.000,2.658,6.631,0.000,0.460,1.000,0.000,0.146,0.035,0.015,0.078,0.322,0.357
1459.000,2.385,5.224,0.000,0.780,2.000,3.000,0.108,0.175,0.489,0.726,0.027,0.076
1535.000,2.196,6.879,0.000,0.700,2.000,2.000,0.308,0.439,0.468,0.524,0.011,0.110
1233.000,2.532,6.415,0.000,0.650,3.000,3.000,0.092,0.281,0.168,0.545,0.158,0.452
6110.000,2.620,6.732,0.000,0.650,3.000,3.000,0.227,0.281,0.342,0.542,0.077,0.113
1101.000,2.591,6.892,0.000,0.650,3.000,0.000,0.000,0.158,0.296,0.047,0.443,0.581
1266.000,2.690,5.523,0.000,0.950,0.000,3.000,0.135,0.000,0.559,0.908,0.038,0.143
1292.000,2.311,5.848,0.000,0.610,3.000,3.000,0.086,0.053,0.415,0.541,0.027,0.264
1419.000,2.526,5.719,0.000,0.650,3.000,3.000,0.151,0.070,0.468,0.517,0.016,0.070
4579.000,2.709,6.348,0.000,0.750,2.000,3.000,0.119,0.123,0.557,0.573,0.142,0.153
6968.000,2.617,7.199,0.000,0.860,0.000,2.000,0.130,0.579,0.555,0.560,0.410,0.032
94.000,2.820,6.577,0.000,0.460,1.000,4.000,0.097,0.053,0.121,0.292,0.322,0.135
1448.000,2.790,5.902,0.000,0.740,2.000,2.000,0.086,0.421,0.496,0.625,0.093,0.223
2874.000,2.544,6.717,0.000,0.490,1.000,0.000,0.141,0.105,0.341,0.093,0.317,0.367
12036.000,2.375,6.881,0.000,0.510,1.000,0.000,0.049,0.035,0.144,0.328,0.284,0.402
1526.000,2.510,6.383,0.000,0.740,2.000,2.000,0.270,0.526,0.508,0.579,0.066,0.093
1359.000,2.599,6.965,0.000,0.520,1.000,0.000,0.065,0.035,0.190,0.003,0.290,0.470
1060.000,2.642,6.281,0.000,0.500,1.000,0.000,0.114,0.070,0.116,0.194,0.388,0.354
3349.000,2.566,5.295,0.000,0.840,0.000,3.000,0.135,0.088,0.529,0.787,0.005,0.027
3086.000,2.630,6.452,0.000,0.680,2.000,2.000,0.070,0.368,0.508,0.522,0.087,0.086
4146.000,2.627,5.542,0.000,0.700,2.000,3.000,0.124,0.035,0.519,0.545,0.049,0.028
1150.000,2.660,6.891,0.000,0.530,1.000,4.000,0.119,0.123,0.306,0.364,0.311,0.189
7451.000,2.495,7.380,0.000,0.690,2.000,3.000,0.162,0.263,0.484,0.559,0.115,0.125
2251.000,2.535,7.111,0.000,0.730,2.000,2.000,0.297,0.351,0.414,0.551,0.164,0.148
1315.000,2.480,7.239,0.000,0.630,3.000,4.000,0.227,0.158,0.342,0.374,0.377,0.120
157.000,2.536,6.685,0.000,0.430,4.000,4.000,0.141,0.035,0.361,0.153,0.339,0.058
11198.000,2.635,7.382,0.000,0.720,2.000,2.000,0.178,0.228,0.427,0.536,0.311,0.086
2534.000,2.590,6.246,0.000,0.710,2.000,2.000,0.162,0.316,0.525,0.520,0.197,0.017
4319.000,2.670,6.234,0.000,0.490,1.000,0.000,0.124,0.018,0.417,0.043,0.350,0.341
1312.000,2.640,7.212,0.000,0.690,2.000,4.000,0.141,0.246,0.494,0.444,0.404,0.239
1536.000,2.565,6.492,0.000,0.800,2.000,0.000,0.043,0.246,0.319,0.013,0.481,0.738
1420.000,2.780,6.568,0.000,0.540,1.000,0.000,0.005,0.053,0.324,0.218,0.333,0.462
2716.000,2.507,6.844,0.000,0.650,3.000,4.000,0.168,0.053,0.116,0.258,0.590,0.277
6687.000,2.476,6.752,0.000,0.950,0.000,0.000,0.157,0.018,0.067,0.376,0.628,0.782
2935.000,2.590,7.339,0.000,0.710,2.000,2.000,0.141,0.596,0.326,0.562,0.142,0.128
1742.000,2.663,6.712,0.000,0.520,1.000,0.000,0.054,0.088,0.131,0.128,0.164,0.498
1226.000,2.087,6.059,0.000,0.540,1.000,4.000,0.151,0.053,0.328,0.288,0.311,0.344
2155.000,2.532,5.731,0.000,0.830,0.000,3.000,0.130,0.175,0.392,0.793,0.060,0.159
405.000,2.840,6.432,0.000,0.440,1.000,0.000,0.016,0.105,0.134,0.101,0.104,0.439
1676.000,2.526,7.144,0.000,0.490,1.000,4.000,0.092,0.123,0.282,0.318,0.311,0.198
1316.000,2.587,6.104,0.000,0.770,2.000,3.000,0.157,0.035,0.575,0.587,0.044,0.000
10078.000,2.584,7.228,0.000,0.550,3.000,0.000,0.027,0.088,0.070,0.253,0.470,0.389
1666.000,2.517,7.084,0.000,0.680,2.000,2.000,0.281,0.351,0.466,0.518,0.022,0.075
256.000,2.456,7.249,0.000,0.770,2.000,2.000,0.173,0.439,0.357,0.548,0.388,0.061
312.000,2.620,6.655,0.000,0.660,2.000,4.000,0.038,0.298,0.125,0.496,0.372,0.188
63.000,2.790,6.833,0.000,0.640,3.000,4.000,0.103,0.088,0.204,0.448,0.421,0.135
1513.000,2.549,6.724,0.000,0.610,3.000,0.000,0.097,0.000,0.113,0.106,0.574,0.445
1151.000,2.614,6.557,0.000,0.320,4.000,0.000,0.016,0.053,0.250,0.167,0.175,0.254
1540.000,2.552,6.698,0.000,0.710,2.000,4.000,0.173,0.140,0.054,0.540,0.344,0.091
1063.000,2.658,6.738,0.000,0.960,0.000,2.000,0.178,0.965,0.398,0.569,0.142,0.091
1723.000,2.386,6.750,0.000,0.650,3.000,2.000,0.200,0.632,0.319,0.513,0.066,0.066
174.000,2.989,7.002,0.000,0.660,2.000,4.000,0.043,0.509,0.151,0.098,0.350,0.211
1317.000,2.470,6.929,0.000,0.910,0.000,4.000,0.081,0.105,0.042,0.466,0.885,0.209
7195.000,2.538,6.386,0.000,0.580,3.000,0.000,0.065,0.018,0.015,0.088,0.328,0.533
1585.000,2.577,6.332,0.000,0.650,3.000,3.000,0.184,0.193,0.456,0.527,0.027,0.051
2519.000,2.280,5.907,0.000,0.700,2.000,3.000,0.232,0.211,0.508,0.529,0.082,0.015
1326.000,2.740,6.607,0.000,0.370,4.000,4.000,0.114,0.018,0.151,0.138,0.328,0.123
1724.000,2.527,7.118,0.000,0.750,2.000,2.000,0.173,0.491,0.546,0.547,0.180,0.003
8840.000,2.925,7.121,0.000,0.640,3.000,4.000,0.032,0.211,0.130,0.393,0.503,0.234
4572.000,2.880,5.494,0.000,0.960,0.000,3.000,0.114,0.123,0.442,0.941,0.027,0.234
1700.000,2.480,6.500,0.000,0.320,4.000,1.000,0.092,0.281,0.117,0.041,0.098,0.151
1381.000,2.208,6.585,0.000,0.710,2.000,3.000,0.281,0.175,0.506,0.522,0.038,0.020
5594.000,2.592,6.688,0.000,0.660,2.000,2.000,0.151,0.526,0.249,0.218,0.328,0.224
43.000,2.636,6.957,0.000,0.700,2.000,2.000,0.162,0.316,0.502,0.522,0.202,0.037
1312.000,2.561,6.733,0.000,0.710,2.000,2.000,0.146,0.526,0.462,0.520,0.208,0.051
1614.000,2.545,6.134,0.000,0.740,2.000,2.000,0.265,0.386,0.523,0.566,0.060,0.078
1427.000,2.560,5.745,0.000,0.750,2.000,3.000,0.146,0.228,0.341,0.716,0.027,0.219
5424.000,2.521,7.008,0.000,0.730,2.000,2.000,0.254,0.368,0.525,0.542,0.131,0.130
3908.000,2.180,6.916,0.000,0.660,2.000,4.000,0.103,0.386,0.335,0.384,0.344,0.339
1533.000,2.594,6.345,0.000,0.700,2.000,2.000,0.151,0.579,0.461,0.562,0.044,0.061
2836.000,2.890,6.030,0.000,0.840,0.000,3.000,0.124,0.035,0.467,0.767,0.087,0.520
215.000,2.604,6.552,0.000,0.740,2.000,0.000,0.016,0.158,0.222,0.061,0.656,0.626
1201.000,2.401,6.571,0.000,0.400,4.000,0.000,0.157,0.070,0.145,0.239,0.153,0.284
1622.000,2.656,6.215,0.000,0.490,1.000,0.000,0.005,0.211,0.384,0.175,0.120,0.440
2953.000,2.494,6.394,0.000,1.000,0.000,2.000,0.459,1.000,0.529,0.640,0.005,0.040
873.000,2.376,6.353,0.000,0.610,3.000,3.000,0.151,0.000,0.102,0.548,0.126,0.261
3211.000,2.435,7.264,0.000,0.520,1.000,4.000,0.097,0.158,0.119,0.256,0.372,0.347
908.000,2.404,5.721,0.000,0.720,2.000,3.000,0.130,0.035,0.466,0.652,0.000,0.169
1548.000,2.505,6.697,0.000,0.510,1.000,0.000,0.016,0.193,0.308,0.216,0.230,0.447
3929.000,2.286,7.034,0.000,0.560,3.000,4.000,0.141,0.035,0.405,0.362,0.328,0.196
5384.000,2.554,7.131,0.000,0.930,0.000,2.000,0.135,0.912,0.434,0.357,0.164,0.027
2251.000,2.210,5.873,0.000,0.880,0.000,3.000,0.097,0.105,0.263,0.805,0.016,0.658
4277.000,3.051,7.108,0.000,0.660,2.000,2.000,0.157,0.298,0.466,0.519,0.153,0.076
3345.000,2.590,6.250,0.000,0.300,4.000,1.000,0.097,0.000,0.239,0.198,0.049,0.128
2453.000,2.807,5.387,0.000,0.620,3.000,3.000,0.168,0.018,0.413,0.526,0.000,0.005
1628.000,2.509,6.598,0.000,0.540,1.000,0.000,0.114,0.298,0.373,0.293,0.033,0.429
140.000,2.643,6.884,0.000,0.900,0.000,0.000,0.130,0.053,0.229,0.315,0.710,0.716
1312.000,2.349,6.125,0.000,0.720,2.000,2.000,0.124,0.404,0.540,0.543,0.093,0.060
1368.000,2.624,6.646,0.000,0.470,1.000,4.000,0.059,0.246,0.083,0.175,0.328,0.262
3066.000,2.745,7.179,0.000,0.640,3.000,4.000,0.151,0.175,0.238,0.365,0.448,0.284
158.000,2.836,5.684,0.000,0.710,2.000,3.000,0.168,0.175,0.498,0.582,0.033,0.178
1141.000,2.604,6.533,0.000,0.490,1.000,0.000,0.103,0.211,0.040,0.004,0.339,0.342
3144.000,2.585,7.036,0.000,0.810,0.000,0.000,0.314,0.333,0.260,0.194,0.508,0.475
4752.000,2.404,5.776,0.000,0.780,2.000,3.000,0.130,0.000,0.581,0.598,0.049,0.048
529.000,2.789,6.936,0.000,0.540,1.000,0.000,0.151,0.140,0.119,0.195,0.317,0.415
129.000,2.720,5.700,0.000,0.850,0.000,3.000,0.103,0.105,0.356,0.829,0.049,0.336
1746.000,2.476,6.168,0.000,0.720,2.000,3.000,0.168,0.035,0.478,0.619,0.005,0.042
1296.000,2.570,6.390,0.000,0.490,1.000,4.000,0.254,0.140,0.027,0.171,0.361,0.066
60.000,2.586,6.371,0.000,0.690,2.000,0.000,0.032,0.351,0.096,0.083,0.350,0.547
1302.000,2.750,7.124,0.000,0.670,2.000,4.000,0.168,0.193,0.336,0.503,0.311,0.118
1712.000,2.648,6.622,0.000,0.710,2.000,4.000,0.184,0.105,0.056,0.528,0.333,0.209
4346.000,2.860,5.614,0.000,0.910,0.000,3.000,0.119,0.070,0.404,0.888,0.005,0.404
2387.000,2.490,5.902,0.000,0.640,3.000,3.000,0.076,0.105,0.468,0.517,0.027,0.266
104.000,2.770,5.796,0.000,0.650,3.000,3.000,0.151,0.175,0.421,0.526,0.005,0.444
7678.000,2.742,6.119,0.000,0.570,3.000,2.000,0.232,0.491,0.328,0.135,0.224,0.106
