bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,21642,R27582,932-029,12-12-2020 03:28,Glu,2,14,1109,2.732,28.67,27.99,6.307,Failed,3.47,0.3,0.5,4.09,555,0.8,2.61
,21641,R27581,932-029,12-12-2020 03:06,Glu,3,3,1822,2.614,28,28.27,6.348,Failed,1.98,0.32,0.8,4.46,446,0,0.07
,21599,R27554,932-029,12-12-2020 01:16,Glu,8,2,3295,2.593,28.87,27.56,5.924,Failed,3.5,0.35,0.8,4.03,414,0.2,0.5
,21628,R27568,932-029,12-12-2020 00:30,Glu,1,4,3353,2.495,29.19,27.32,6.648,Failed,4.33,0.31,0.8,2.48,424,2.1,1.38
,21464,R27511,932-029,11-12-2020 22:58,Glu,8,9,1597,2.683,32.37,24.95,5.633,Failed,1.3,0.36,0.5,3.8,407,1.4,0.07
,21464,R27511,932-029,11-12-2020 22:38,Glu,1,10,1613,2.565,30.77,25.6,5.674,Failed,1.28,0.38,1,3.83,558,0.2,0.28
,21606,R27561,932-029,11-12-2020 17:28,Glu,8,13,908,2.534,32.05,25.09,5.958,Failed,3.28,0.34,0.7,3.92,533,0.6,0.2
,21606,R27561,932-029,11-12-2020 17:12,Glu,3,15,927,2.559,32.46,25.02,5.628,Failed,3.3,0.31,0.4,3.96,558,0.2,0.02
,21606,R27561,932-029,11-12-2020 17:10,Glu,2,9,926,2.78,32.32,25.06,5.764,Failed,3.32,0.32,0.6,4.08,810,0.3,0.18
,21606,R27561,932-029,11-12-2020 17:06,Glu,1,10,926,2.531,32.19,25.13,5.649,Failed,3.3,0.28,0.2,3.33,977,0.5,0.37
,21636,R27576,932-029,11-12-2020 07:24,Glu,3,10,2094,2.567,28.77,28.87,5.83,Failed,1.47,0.25,0.2,0.69,534,1.2,2.19
,21633,R27573,932-029,11-12-2020 06:58,Glu,3,12,2623,2.51,28.99,28.7,6.126,Failed,1.43,0.3,1.2,4.41,515,0.6,0.4
,21633,R27573,932-029,11-12-2020 06:54,Glu,2,2,2626,2.487,28.96,28.64,6.355,Failed,1.48,0.32,0.9,3.72,519,1.9,0.11
,21633,R27573,932-029,11-12-2020 06:52,Glu,1,8,2624,3.058,29.19,28.64,5.934,Failed,1.5,0.31,0.7,2.03,460,2.1,0.14
,21633,R27573,932-029,11-12-2020 06:44,Glu,1,8,2624,3.058,29.36,28.59,5.934,Failed,1.5,0.31,0.7,2.03,460,2.1,0.14
,21604,R27559,932-029,11-12-2020 03:48,Glu,3,9,6917,2.566,29.65,28.27,5.818,Failed,2,0.32,0.2,4.23,621,0.6,0.03
,21604,R27559,932-029,11-12-2020 03:42,Glu,1,3,6919,2.436,29.66,28.17,5.963,Failed,1.97,0.31,0.2,4.01,696,0.7,0.48
,21474,R27521,932-029,11-12-2020 03:38,Glu,8,12,4990,2.564,29.93,28.09,6.441,Failed,1.33,0.31,0.2,4.37,432,0.1,0.03
,21474,R27521,932-029,11-12-2020 03:26,Glu,4,9,5002,2.65,31.21,27.09,5.916,Failed,1.32,0.32,0.7,4.28,715,0.4,0.33
,21474,R27521,932-029,11-12-2020 03:24,Glu,3,14,5005,2.614,31.21,27.07,5.875,Failed,1.53,0.32,0.5,4.54,538,0.2,0.05
,21571,R27526,932-029,11-12-2020 03:14,Glu,8,7,4915,2.626,30.49,27.37,5.635,Failed,1.55,0.35,0.6,4.11,653,0.6,0.73
,21571,R27526,932-029,11-12-2020 03:00,Glu,3,4,4921,2.541,28.77,28.82,6.098,Failed,1.6,0.29,1.1,3.57,640,1.7,1.16
,21571,R27526,932-029,11-12-2020 02:56,Glu,2,10,4938,2.562,28.81,28.82,5.878,Failed,1.57,0.33,0.4,3.41,743,0.8,0.36
,21627,R27567,932-029,11-12-2020 01:44,Glu,3,15,5957,2.517,28.42,28.82,5.961,Failed,4.5,0.3,0.2,3.97,474,0.4,0.18
,21467,R27514,932-029,11-12-2020 00:54,Glu,3,12,4980,2.619,29.26,28.22,5.957,Failed,4.28,0.26,0.6,4.07,704,1.1,1.11
,21467,R27514,932-029,11-12-2020 00:48,Glu,1,7,4981,2.591,29.13,28.17,6.015,Failed,4.3,0.3,0.1,5.14,468,0.8,0.58
,21538,R27523,932-029,10-12-2020 22:42,Glu,3,8,4462,2.65,30.02,26.65,5.728,Failed,1.47,0.31,0.9,3.99,511,0.4,0.54
,21538,R27523,932-029,10-12-2020 22:36,Glu,1,16,4461,2.549,30.29,26.54,5.846,Failed,1.35,0.33,0.5,4.74,587,0,0.55
,21601,R27556,932-029,10-12-2020 18:10,Glu,8,13,4723,2.459,30.91,27.02,5.873,Failed,4.37,0.35,1.1,4.32,542,0.1,0.38
,21601,R27556,932-029,10-12-2020 17:56,Glu,3,15,4730,2.664,31.06,26.98,6.12,Failed,4.2,0.31,0.7,4.5,572,0,0.03
,21601,R27556,932-029,10-12-2020 17:50,Glu,1,9,4731,2.546,30.89,26.96,6.389,Failed,4.33,0.28,0.8,3.93,410,1,0.64
,21610,R27565,932-029,10-12-2020 17:26,Glu,1,13,4867,2.673,31.68,26.17,6.674,Failed,4.47,0.22,0.5,0.18,431,0.1,0.97
,21598,R27553,932-029,10-12-2020 16:04,Glu,2,9,4601,2.747,30.66,26.15,6.464,Failed,1.35,0.29,0.5,4.42,510,0.3,0.52
,21597,R27552,932-029,10-12-2020 04:20,Glu,1,5,1027,3.126,33.2,26.95,7.056,Failed,1.4,0.2,0.3,0.96,80,3.2,0.23
,21569,R27524,932-029,10-12-2020 02:34,Glu,1,3,741,2.52,30.64,28.8,6.635,Failed,1.73,0.31,0.4,1.5,70,5.8,1.57
,21349,R27499,932-029,09-12-2020 09:22,Glu,2,1,995,2.78,30.4,26.77,5.663,Failed,1.65,0.31,0.4,2.15,453,0.2,0.17
,21574,R27529,932-029,09-12-2020 07:44,Glu,3,15,1987,2.599,29.63,26.38,6.062,Failed,1.32,0.3,0.8,2.1,137,1.7,5.33
,21226,R27481,932-029,08-12-2020 13:24,Glu,8,8,1010,2.44,33.73,25.25,5.56,Failed,2.78,0.29,0.6,1.1,576,0.3,1.87
,21345,R27495,932-029,08-12-2020 08:14,Glu,8,14,1159,2.65,32.81,26.13,6.427,Failed,2.73,0.37,7,3.47,359,3.7,0.39
,21215,R27470,932-029,08-12-2020 04:58,Glu,2,4,873,2.376,33.25,26.38,6.353,Failed,1.72,0.28,0,0.87,430,2.3,1.57
,21111,R27453,932-029,08-12-2020 04:32,Glu,2,11,637,2.516,31.65,27.51,5.455,Failed,3.5,0.34,0,4.57,729,0.3,0.06
,21111,R27453,932-029,08-12-2020 04:28,Glu,1,8,649,2.465,32.14,27.19,5.64,Failed,3.57,0.36,0.2,4.74,479,0.3,0.42
,21348,R27498,932-029,08-12-2020 04:06,Glu,3,8,2453,2.807,31.14,27.88,5.387,Failed,1.52,0.31,0.1,3.54,412,0,0.03
,21459,R27506,932-029,08-12-2020 02:46,Glu,3,5,1976,2.524,30.56,28.52,7.06,Failed,3.57,0.37,0.3,3.43,191,5.9,1.84
,21459,R27506,932-029,08-12-2020 02:40,Glu,1,1,1979,2.617,31.35,27.87,6.721,Failed,3.48,0.36,0.4,4.07,161,6,1.3
,21222,R27477,932-029,07-12-2020 15:50,Glu,1,2,1388,2.473,31.01,25.59,6.973,Failed,1.65,0.35,0.7,2.74,261,6.7,0.89
,21214,R27469,932-029,07-12-2020 04:36,Glu,2,3,1473,2.545,31.03,26.01,6.546,Failed,2.82,0.3,0.4,2.34,102,6.2,1.13
,21219,R27474,932-029,07-12-2020 00:32,Glu,3,1,703,3.059,27.86,27.35,7.048,Failed,2.58,0.42,0.5,1.35,201,5.5,1.56
,21126,R27468,932-029,06-12-2020 22:52,Glu,2,6,473,2.441,29.44,25.76,6.353,Failed,2.67,0.25,0.6,0.94,421,2.3,5.22
,21105,R27447,932-029,05-12-2020 05:08,Glu,3,5,3266,2.326,30.32,26.93,5.839,Failed,2.48,0.4,0,4.54,477,0.5,0.3
,20984,R27421,932-029,05-12-2020 03:28,Glu,8,9,3391,2.55,27.8,28.25,6.885,Failed,2.52,0.17,0.7,5.58,35,7.6,4.74
,21109,R27451,932-029,05-12-2020 01:46,Glu,3,9,2302,2.704,28.03,28.18,7.071,Failed,2.75,0.36,3.6,4.1,186,7.1,0.9
,20992,R27429,932-029,05-12-2020 00:28,Glu,1,3,1991,2.622,28.69,27.41,5.917,Failed,2.47,0.32,0.5,0.92,214,0.5,5.02
,20838,R27381,932-029,04-12-2020 10:36,Glu,3,7,4535,2.746,28.82,28.61,5.219,Failed,2.97,0.38,0.2,3.74,483,1.3,0.04
,20977,R27414,932-029,04-12-2020 08:38,Glu,2,12,4469,2.469,30.13,27.25,6.298,Failed,2.83,0.11,0.8,2.85,133,4.8,6.97
,20989,R27426,932-029,04-12-2020 07:42,Glu,8,9,1076,2.668,30.52,26.06,5.812,Failed,1.17,0.36,0.3,3.26,444,0.7,0.3
,20853,R27396,932-029,03-12-2020 06:28,Glu,8,16,1658,2.45,37.92,26.43,6.344,Failed,2.65,0.34,1.2,4.83,690,0.4,2.09
,20853,R27396,932-029,03-12-2020 06:06,Glu,1,2,1648,2.356,37.96,27.02,5.576,Failed,2.67,0.14,0.6,3.44,1477,3.5,7.66
,20851,R27394,932-029,03-12-2020 04:10,Glu,8,11,489,2.13,29.61,27.37,5.627,Failed,2.78,0.36,0.2,5.19,406,0.2,0.17
,20685,R27328,932-029,30-11-2020 03:46,Glu,2,12,142,2.585,28.49,27.9,5.947,Failed,1.33,0.33,0.8,4.26,575,0.4,0.91
,20723,R27351,932-029,30-11-2020 01:22,Glu,3,2,193,2.524,27.91,27.65,5.986,Failed,2,0.31,0.8,3.11,408,1.2,1.27
,20723,R27351,932-029,30-11-2020 01:16,Glu,1,5,196,2.429,27.51,27.56,5.606,Failed,2.07,0.34,0.2,5.09,506,1,0.21
,20718,R27346,932-029,30-11-2020 00:00,Glu,2,3,1628,2.362,28.13,26.95,6.956,Failed,2.02,0.24,1,0.3,103,6.1,3.26
,20742,R27355,932-029,29-11-2020 22:42,Glu,8,10,1303,2.528,29.85,25.43,7.316,Failed,1.8,0.45,1.2,4.24,319,5.7,0.14
,20655,R27313,932-029,28-11-2020 02:14,Glu,1,6,4429,2.653,26.17,26.26,6.767,Failed,1.3,0.55,0.2,2.31,180,5.8,1.77
,20683,R27326,932-029,26-11-2020 17:06,Glu,3,4,1196,2.384,32.32,25.2,6.775,Failed,1.27,0.58,2,3.98,430,3.6,0.62
,20683,R27326,932-029,26-11-2020 17:02,Glu,2,5,1197,2.455,31.06,25.3,7.197,Failed,1.28,0.04,1.8,11.06,374,5.2,4.48
,20651,R27309,932-029,26-11-2020 14:50,Glu,4,4,1290,2.598,28.65,26.59,5.756,Failed,1.3,0.34,0.8,4.12,513,0.4,1.51
,20688,R27331,932-029,25-11-2020 14:06,Glu,1,2,1372,2.556,37.75,25.48,6.941,Failed,1.33,0.51,1,3.96,347,7.8,0.95
,20687,R27330,932-029,25-11-2020 07:36,Glu,2,10,1063,2.504,33.5,24.69,5.458,Failed,0.03,0.38,0.6,4.93,489,0,0.21
,20587,R27275,932-029,24-11-2020 20:06,Glu,4,3,879,2.401,36.26,25.64,6.959,Failed,0.38,0.22,0.4,1.68,126,3.2,3
,20604,R27277,932-029,24-11-2020 14:48,Glu,3,1,1696,2.713,33.28,25.23,6.279,Failed,0.3,5.8,4228.8,37,600,1000003.6,3.52
,20624,R27297,932-029,24-11-2020 03:56,Glu,2,1,3444,2.645,37.08,25.07,6.872,Failed,0.17,0.19,0.9,2.16,114,17.5,5.09
,20558,R27246,932-029,24-11-2020 03:26,Glu,8,8,1577,2.629,36.43,24.81,6.487,Failed,2.2,0.23,1,1.18,264,2.7,4.33
,20585,R27273,932-029,23-11-2020 21:14,Glu,3,9,1745,2.528,41.79,25.57,6.771,Failed,1.27,0.19,0.8,1.22,213,7.1,1.08
,20585,R27273,932-029,23-11-2020 21:12,Glu,2,13,1747,2.509,42.31,25.6,6.825,Failed,1.42,0.04,0.3,4.75,169,3.9,1.82
,20579,R27267,932-029,23-11-2020 19:02,Glu,8,15,3167,2.328,39.5,26.08,6.961,Failed,2.28,0.35,4.6,3.46,436,3.6,0.87
,20579,R27267,932-029,23-11-2020 18:48,Glu,3,10,3167,2.383,40.95,25.69,6.68,Failed,2.3,0.36,4.2,3.89,403,1.4,0.58
,20579,R27267,932-029,23-11-2020 18:42,Glu,1,3,3170,2.254,41.32,25.57,6.185,Failed,2.18,0.33,0.7,1.32,343,8.2,1
,20560,R27248,932-029,23-11-2020 18:14,Glu,1,1,2004,2.445,43.89,25.82,6.574,Failed,1.48,0.29,2.5,3.38,339,7.2,0.86
,20570,R27258,932-029,23-11-2020 16:40,Glu,3,8,3004,2.403,40.07,25.9,6.124,Failed,0.05,0.25,0.1,3.58,37,1.1,8.19
,20580,R27268,932-029,23-11-2020 11:44,Glu,8,1,1558,2.503,35.25,26.38,7.299,Failed,1.47,0.18,0.2,0.51,130,9,3.72
,20507,R27225,932-029,23-11-2020 10:44,Glu,2,8,761,2.568,34.09,26.17,6.042,Failed,2.75,0.31,1.1,3.66,485,0.5,0.23
,20507,R27225,932-029,23-11-2020 10:40,Glu,1,4,768,2.562,34.02,26.1,6.056,Failed,2.8,0.32,1.2,3.99,474,0.7,0.4
,20641,R27299,932-029,23-11-2020 09:06,Glu,8,7,1447,2.588,32.49,25.87,5.941,Failed,1.7,0.31,0.2,4.66,685,0.3,0.06
,20643,R27301,932-029,23-11-2020 07:36,Glu,1,15,2771,2.555,31.3,24.86,6.872,Failed,2.13,0.68,3.1,3.8,424,5.5,0.42
,20567,R27255,932-029,20-11-2020 07:52,Glu,3,13,2887,2.57,32.14,24.85,6.563,Failed,1.92,0.12,1.4,2.49,69,3.4,1.53
,20534,R27237,932-029,19-11-2020 23:14,Glu,8,9,3941,2.409,31.35,25.57,6.281,Failed,1.33,0.16,0.4,1.34,82,3.2,2.25
,20534,R27237,932-029,19-11-2020 22:54,Glu,1,13,3949,2.64,31.35,25.5,6.89,Failed,1.43,0.24,0.5,1.8,296,5.7,0.81
,20533,R27236,932-029,19-11-2020 22:30,Glu,1,10,4196,2.561,29.56,26.88,6.553,Failed,1.47,0.38,1,3.04,312,5.7,0.77
,20537,R27240,932-029,19-11-2020 22:02,Glu,3,6,1131,2.324,30.64,26.75,6.686,Failed,1.58,0.2,0.7,1.84,100,5.9,1.9
,20537,R27240,932-029,19-11-2020 22:00,Glu,2,3,87,2.396,30.77,26.73,7.254,Failed,1.6,0.38,2.3,3.26,272,10.7,0.34
,20562,R27250,932-029,19-11-2020 20:42,Glu,3,4,4323,2.318,31.16,26.13,6.915,Failed,0.83,0.21,0.5,1.87,229,7.6,2.43
,20531,R27234,932-029,19-11-2020 03:28,Glu,2,9,1449,2.532,31.97,26.38,7.216,Failed,2.03,0.35,3.2,1.76,423,17.7,0.76
,20531,R27234,932-029,19-11-2020 03:26,Glu,1,15,1452,2.592,31.97,26.38,7.251,Failed,2.08,0.23,1.5,1.79,242,9,1.84
,20526,R27229,932-029,19-11-2020 01:44,Glu,8,2,1513,2.549,32.39,26.15,6.724,Failed,1.92,0.18,0,0.97,83,10.5,2.68
,20526,R27229,932-029,19-11-2020 01:28,Glu,3,10,1523,2.695,31.43,26.49,7.391,Failed,1.98,0.18,0.7,0.94,244,8.6,1.74
,20526,R27229,932-029,19-11-2020 01:26,Glu,2,1,1523,2.653,31.5,26.51,7.015,Failed,1.9,0.15,0.1,1.26,246,18.5,2.22
,20490,R27208,932-029,18-11-2020 13:28,Glu,8,7,903,2.524,32.66,25.78,6.716,Failed,2.1,0.34,2.4,2.94,367,6.6,0.01
,20486,R27204,932-029,18-11-2020 11:36,Glu,8,4,1261,2.419,31.65,26.35,6.483,Failed,1.48,0.15,0.2,0.04,235,6.3,2.27
,20530,R27233,932-029,18-11-2020 10:44,Glu,3,3,1201,2.613,31.21,26.29,7.188,Failed,1.88,0.28,2.6,3.93,343,6.1,0.19
,20523,R27226,932-029,18-11-2020 09:48,Glu,2,2,168,2.404,31.4,26.42,7.193,Failed,3.38,0.09,0.7,5.9,258,2.9,2.1
,20523,R27226,932-029,18-11-2020 09:44,Glu,1,4,165,2.352,31.3,26.42,6.998,Failed,3.47,0.37,0.7,3.67,365,8.3,0.54
,20524,R27227,932-029,18-11-2020 08:42,Glu,3,7,76,2.655,31.58,25.87,7.219,Failed,1.82,0.16,0.2,0.06,300,7.4,1.92
,20524,R27227,932-029,18-11-2020 08:40,Glu,2,5,78,2.669,31.65,25.83,7.165,Failed,1.78,0.17,0.7,1.87,243,8.7,1.69
,20489,R27207,932-029,17-11-2020 15:40,Glu,8,3,1549,2.193,31.46,26.47,6.468,Failed,1.47,0.22,0.9,1.12,104,7.1,3.69
,20492,R27210,932-029,17-11-2020 13:22,Glu,8,9,1255,2.39,32.62,25.57,6.586,Failed,1.48,0.16,0.2,0.08,171,7.5,2.13
,20492,R27210,932-029,17-11-2020 13:06,Glu,3,15,1265,2.312,32.1,25.76,6.729,Failed,1.72,0.32,2.1,3.32,429,5.5,0.67
,20492,R27210,932-029,17-11-2020 13:04,Glu,2,5,1269,2.288,32.66,25.85,7.138,Failed,1.73,0.15,0.2,2.61,235,5.2,1.32
,20485,R27203,932-029,17-11-2020 09:54,Glu,2,3,1780,2.136,29.65,27.02,6.098,Failed,1.62,0.05,0.9,3.33,194,2.1,2.7
,20457,R27175,932-029,17-11-2020 09:22,Glu,1,3,457,2.36,29.68,26.72,5.625,Failed,1.68,0.25,1.1,1.48,779,3.2,2.95
,20462,R27180,932-029,17-11-2020 08:30,Glu,8,10,1536,2.49,31.31,25.96,6.562,Failed,3.45,0.16,1.3,1.86,52,11.4,3.91
,20462,R27180,932-029,17-11-2020 08:08,Glu,1,6,853,2.376,31.31,25.94,5.823,Failed,3.43,0.23,0.7,0.64,159,7.1,3.67
,20389,R27171,932-029,16-11-2020 23:00,Glu,1,10,157,2.536,30.25,26.96,6.685,Failed,3.5,0.26,0.2,3.09,120,6.2,0.35
,20461,R27179,932-029,16-11-2020 22:28,Glu,1,9,107,2.683,29.88,26.98,7.079,Failed,1.87,0.2,2.4,2.03,299,8.7,1.06
,20487,R27205,932-029,16-11-2020 21:22,Glu,4,2,1470,2.207,30.24,26.72,6.887,Failed,1.92,0.35,4.4,4.31,448,5.1,0.13
,20468,R27186,932-029,16-11-2020 20:44,Glu,8,8,111,2.686,29.95,27.32,6.99,Failed,3.37,0.32,1.6,3.38,377,10.1,0.14
,20468,R27186,932-029,16-11-2020 20:30,Glu,3,1,107,2.515,30.02,27.32,6.757,Failed,3.37,0.2,0.4,1.22,59,6.7,2.65
,20355,R27152,932-029,16-11-2020 19:38,Glu,2,7,1622,2.554,29.55,27.11,7.033,Failed,2,0.22,2.6,2.27,426,8.2,0.36
,20355,R27152,932-029,16-11-2020 19:28,Glu,1,2,1630,2.649,30.25,27.07,7.193,Failed,1.98,0.32,4.4,4.11,466,9.3,0.29
,20351,R27148,932-029,16-11-2020 17:52,Glu,2,8,511,2.672,29.16,27.25,6.449,Failed,0.93,0.36,1.2,4.15,405,2.4,0.17
,20353,R27150,932-029,16-11-2020 17:28,Glu,2,1,1934,2.393,29.26,27.26,6.838,Failed,3.5,0.25,0.6,2.56,361,5.8,0.98
,20472,R27190,932-029,16-11-2020 15:58,Glu,8,4,1295,2.354,30.37,26.68,7.038,Failed,1.7,0.25,2.3,3.73,299,5.7,1.34
,20466,R27184,932-029,16-11-2020 12:32,Glu,8,7,1454,2.557,28.6,27.23,7.101,Failed,1.22,0.74,3.8,4.41,437,4,0.62
,20465,R27183,932-029,16-11-2020 08:40,Glu,3,12,2458,2.399,29.13,26.47,6.875,Failed,3.33,0.33,0.2,3.23,319,7.3,1.44
,20357,R27154,932-029,16-11-2020 08:12,Glu,2,5,1234,2.665,29.18,26.17,6.236,Failed,1.67,0.25,0.5,1.91,230,6.2,1.31
,20347,R27144,932-029,16-11-2020 07:34,Glu,8,15,1305,2.61,29.26,25.64,7.167,Failed,1.05,0.55,1.3,3.95,407,2.5,0.55
,20350,R27147,932-029,13-11-2020 13:34,Glu,2,8,3296,2.533,36.06,25.32,6.906,Failed,1.63,0.28,0,2.92,315,6.8,0.21
,20350,R27147,932-029,13-11-2020 13:32,Glu,1,16,3304,2.477,35.75,25.32,7.313,Failed,1.7,0.29,0.2,3.48,378,11.1,0.77
,20349,R27146,932-029,13-11-2020 13:02,Glu,8,3,1252,2.401,35.03,26.13,6.917,Failed,1.48,0.43,0.3,2.98,253,9.5,1.8
,20349,R27146,932-029,13-11-2020 12:44,Glu,2,7,2716,2.507,35.01,25.98,6.844,Failed,1.45,0.31,0.3,0.99,202,10.8,1.67
,20391,R27173,932-029,13-11-2020 11:08,Glu,2,4,1409,2.372,33.52,26.49,7.243,Failed,1.63,0.35,0.7,1.71,341,14.1,2.12
,20391,R27173,932-029,13-11-2020 11:04,Glu,1,3,1408,2.459,33.65,26.42,7.085,Failed,1.7,0.4,0.4,4.07,295,6.1,0.86
,20358,R27155,932-029,13-11-2020 10:18,Glu,3,11,2582,2.323,32.96,26.17,7.16,Failed,1.58,0.2,0.2,1.21,294,9.9,1.93
,20358,R27155,932-029,13-11-2020 10:16,Glu,2,6,2578,2.34,33.21,26.13,7.068,Failed,1.62,0.32,0.4,2.83,337,5.7,0.79
,20356,R27153,932-029,13-11-2020 09:46,Glu,1,2,1438,2.468,32.93,25.87,6.821,Failed,1.68,0.1,0.3,0.83,375,5.8,1.06
,20354,R27151,932-029,13-11-2020 09:40,Glu,8,1,3211,2.435,33.04,25.75,7.264,Failed,1.63,0.18,0.9,1.02,201,6.8,2.09
,20378,R27160,932-029,12-11-2020 12:26,Glu,2,4,928,2.643,40.18,25.9,6.003,Failed,0.35,0.23,0.2,3.99,428,0.4,0.86
,20381,R27163,932-029,12-11-2020 12:02,Glu,3,9,4479,2.738,40.63,25.59,6.961,Failed,3.28,0.08,1.4,3.44,151,16.7,3.76
,20381,R27163,932-029,12-11-2020 12:00,Glu,2,5,4482,2.711,40.6,25.53,7.014,Failed,3.42,0.25,0.5,1.56,193,7.2,1.17
,20381,R27163,932-029,12-11-2020 11:54,Glu,1,6,4482,2.684,40.87,25.22,7.218,Failed,3.32,0.27,0,1.66,138,7,0.92
,20383,R27165,932-029,12-11-2020 09:30,Glu,1,9,1416,2.852,40.58,26.21,7.047,Failed,1.52,0.36,0.6,3.96,315,6.7,1.57
,20342,R27139,932-029,12-11-2020 07:04,Glu,3,4,4160,2.414,36.43,26.1,6.604,Failed,1.67,0.11,1.1,0.86,100,6.1,3.98
,20305,R27131,932-029,11-11-2020 13:04,Glu,8,6,1272,2.569,33.01,25.36,5.721,Failed,2.15,0.05,1.3,1.29,241,1.7,4.41
,20298,R27124,932-029,11-11-2020 07:58,Glu,3,8,1677,2.657,29.73,25.57,5.865,Failed,2.73,0.26,0.9,5.05,461,0.3,0.01
,20249,R27105,932-029,10-11-2020 14:40,Glu,1,9,251,2.448,30.61,26.24,5.487,Failed,2.45,0.18,0.2,3.95,445,0.8,1.15
,20296,R27122,932-029,10-11-2020 13:34,Glu,2,3,1292,2.311,32.34,25.2,5.848,Failed,2.72,0.16,0.3,3.56,424,0.5,1.59
,20232,R27098,932-029,10-11-2020 11:04,Glu,8,6,1802,2.326,31.04,25.82,5.947,Failed,2.52,0.24,0.3,5.29,704,0.2,0.59
,20262,R27118,932-029,10-11-2020 09:56,Glu,3,3,1766,2.333,29.81,26.31,6.118,Failed,1.72,0.03,1.6,0.81,681,4.7,2.97
,20262,R27118,932-029,10-11-2020 09:54,Glu,2,6,1767,2.386,29.85,26.24,6.615,Failed,1.72,0.25,0.4,1.89,19,5.7,0.35
,20224,R27090,932-029,09-11-2020 09:52,Glu,3,7,1132,2.493,28.79,26.47,5.955,Failed,1.85,0.12,1.6,1.36,381,3.7,2.7
,20202,R27083,932-029,09-11-2020 08:28,Glu,8,2,1245,2.502,29.68,25.83,6.442,Failed,1.57,0.24,0.8,1.71,1,14.8,3.04
,20202,R27083,932-029,09-11-2020 08:10,Glu,2,1,1247,2.604,29.66,25.59,6.628,Failed,1.65,0.04,1.1,4.16,265,11.9,2.84
,20203,R27084,932-029,09-11-2020 07:46,Glu,2,14,1397,2.542,29.97,25.18,5.685,Failed,1.68,0.22,1.2,2.55,476,0.1,2.24
,20229,R27095,932-029,09-11-2020 07:32,Glu,6,2,1270,2.53,29.7,25.16,5.475,Failed,2.25,0.21,0.1,2.06,432,0.3,1.07
,20072,R27033,932-029,06-11-2020 15:40,Glu,8,15,1352,2.521,32.54,24.46,5.632,Failed,1.95,0.01,1.6,0.31,506,3,1.73
,20072,R27033,932-029,06-11-2020 15:10,Glu,1,2,2096,2.48,33.16,24.1,6.233,Failed,1.67,0.03,0.9,0.04,101,6.1,0.77
,20222,R27088,932-029,06-11-2020 03:36,Glu,3,4,1568,2.36,29.93,26.29,6.732,Failed,1.53,0.22,0.4,0.6,8,6.4,1.76
,20222,R27088,932-029,06-11-2020 03:32,Glu,2,1,850,2.381,30.08,26.17,7.021,Failed,1.72,0.22,0.8,2.6,167,8.1,0.45
,20162,R27056,932-029,06-11-2020 01:44,Glu,8,1,1373,2.59,31.08,25.41,6.974,Failed,1.2,0.09,0.2,0.49,267,12.2,1.54
,20075,R27036,932-029,05-11-2020 17:34,Glu,8,1,1564,2.387,33.15,24.56,6.625,Failed,1.22,0.13,0.7,2.09,173,7.7,1.56
,20075,R27036,932-029,05-11-2020 17:06,Glu,1,5,1560,2.386,30.61,26.31,6.865,Failed,1.25,0.14,0.5,3.34,154,8.7,2.3
,20087,R27048,932-029,05-11-2020 16:36,Glu,8,1,1897,2.341,30.79,26.06,6.552,Failed,1.23,0.22,1.8,4.32,337,5.7,0.01
,20195,R27075,932-029,05-11-2020 11:42,Glu,1,1,1676,2.526,30.94,25.46,7.144,Failed,1.25,0.17,0.7,2.42,249,5.7,1.19
,20172,R27066,932-029,04-11-2020 08:34,Glu,3,6,1537,2.498,30.66,26.17,7.32,Failed,1.25,0.14,0.1,0.2,119,8.1,2.47
,20172,R27066,932-029,04-11-2020 08:26,Glu,1,10,1559,2.532,29.88,26.54,7.24,Failed,1.32,0.19,1.5,4.05,333,6.2,0.7
,20156,R27050,932-029,04-11-2020 05:58,Glu,2,3,1128,2.406,31.31,25.11,5.833,Failed,5.27,0.24,0.2,4.38,412,1.8,1.31
,20081,R27042,932-029,03-11-2020 12:20,Glu,2,7,202,2.359,31.43,26.47,5.538,Failed,1.73,0.23,0.1,4.47,573,0.4,0.22
,20104,R27027,932-029,02-11-2020 15:58,Glu,3,1,1791,2.346,32.59,25.85,7.087,Failed,5.15,0.21,3.2,3.65,439,5.4,0.3
,20080,R27041,932-029,02-11-2020 15:50,Glu,8,11,3413,2.48,32.79,25.48,7.059,Failed,4.97,0.22,2.1,4.28,428,6.4,0.38
,20102,R27025,932-029,02-11-2020 09:22,Glu,8,7,186,2.719,31.48,25.55,6.993,Failed,1.93,0.23,1.4,3.82,309,5.8,0.18
,20099,R27022,932-029,29-10-2020 13:50,Glu,2,12,65,2.536,33.73,25.87,7.027,Failed,2.33,0.24,0.3,1.59,203,10.4,2.33
,20099,R27022,932-029,29-10-2020 13:46,Glu,1,7,1315,2.48,33.83,25.59,7.239,Failed,2.4,0.42,0.9,2.93,293,6.9,0.72
