time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1645,2.621,6.277,Approved,23.33,2.06,9.4,37.92,35.17,526,8.8,-2.75,32,13.49,-0.18,-0.05
26,2.484,6.894,Approved,21.47,1.93,10.7,40.01,35.87,723,8.2,-4.14,22,11.04,-0.09,-0.06
2381,2.478,6.261,Approved,18.5,2.1,10.8,41.06,40.53,436,5,-0.53,21,13.78,-0.32,-0.03
1832,2.499,6.648,Approved,22.15,2.02,9.8,37.84,34.73,484,8.7,-3.11,21,15.28,-0.73,-0.01
1720,2.769,6.123,Approved,23.35,1.98,10.1,40.27,37.3,578,7.1,-2.97,21,13.19,-0.08,-0.02
1077,2.435,6.502,Approved,17.95,2.08,10,40.48,39.26,618,6.9,-1.22,21,11.82,-0.11,-0.05
4430,2.567,6.74,Approved,25.32,1.89,11.4,41.02,39.66,496,7.6,-1.36,21,10.51,-0.55,-0.11
2487,2.397,6.119,Approved,21.35,2,11.8,42.6,41.57,620,6.4,-1.03,21,11.84,-0.16,-0.05
4361,2.708,6.932,Approved,22.02,2.05,11.9,40.03,39.47,398,8.2,-0.56,32,9.79,-0.21,-0.05
8637,2.49,5.87,Approved,23.8,2.08,11.3,41.36,40.55,443,5.2,-0.81,21,13.64,-0.12,0.02
4259,2.438,6.379,Approved,20.55,1.96,12.5,40.84,39.52,382,6.7,-1.32,21,12.78,-0.42,-0.05
2595,2.491,6.144,Approved,23.68,2.13,10,40.04,39.73,424,5.4,-0.31,21,11.81,-0.08,0.02
1669,2.76,6.563,Approved,20.45,1.99,11.6,40.69,40.23,400,5.4,-0.46,32,11.3,-0.16,-0.08
4072,2.597,5.963,Approved,27.78,2.17,10,39.8,38.07,437,6.5,-1.73,21,12.26,-0.59,-0.15
4671,2.749,7.156,Approved,21.78,1.96,10.6,41.56,39.34,468,7,-2.22,22,11.86,-0.1,-0.02
1509,2.703,6.5,Approved,17.98,1.99,10.2,41.15,40.44,486,4.8,-0.71,31,12.17,-0.12,-0.06
976,2.51,7.039,Approved,18.38,2.09,9.6,36.78,33.52,394,6.8,-3.26,32,11.64,-0.04,0.01
1805,2,6.436,Approved,22.2,1.93,11.7,41.05,40.54,351,7.2,-0.51,32,11.59,-0.2,-0.03
1324,2.263,5.723,Approved,21.93,1.97,11.3,40.87,40.13,517,4.4,-0.74,21,11.73,-0.27,-0.08
1545,2.468,6.027,Approved,20.35,2.1,11.1,40.19,38.86,532,5.9,-1.33,21,12.56,-0.16,0.02
1915,2.402,6.08,Approved,23.4,1.99,10.7,41.35,40.6,447,5,-0.75,21,13.32,-0.06,0.02
250,2.591,6.178,Approved,26.32,1.82,11.9,41.01,40.44,265,7,-0.57,41,14.09,-0.16,0
21365,2.435,6.377,Approved,18.88,2,11.6,40.65,40.2,350,5.6,-0.45,36,11.15,-0.01,0.04
34,2.517,6.785,Approved,19.52,1.85,10.5,41.54,40.42,255,7.6,-1.12,40,12.2,-0.6,-0.31
4671,2.37,6.005,Approved,24.7,1.97,9.4,39.74,38.25,478,7,-1.49,10,11.35,-0.53,-0.07
4891,2.738,5.855,Approved,23.33,2.05,11.6,41.19,40.87,541,4.8,-0.32,21,14.66,-0.14,-0.04
303,2.661,6.127,Approved,28.33,2.1,11,38.3,35.87,522,9.6,-2.43,21,13.46,-0.26,-0.13
1459,2.56,5.516,Approved,24.5,2.04,10.4,40.18,39.16,442,6.9,-1.02,22,16.17,-0.07,-0.01
954,2.578,6.951,Approved,23.38,1.91,10.1,41.06,40.74,326,6.2,-0.32,31,11.43,-0.21,-0.1
2557,2.468,6.076,Approved,22.88,2.21,9.6,36.34,32.07,666,13.7,-4.27,21,14.57,-0.53,-0.23
2359,2.53,6.664,Approved,22.43,2,10.9,41.4,40.81,455,5.7,-0.59,21,12.99,-0.13,-0.01
953,2.65,6.128,Approved,20.22,1.95,11.7,40.77,39.27,648,6.3,-1.5,22,12.88,-0.05,0
1337,2.581,6.164,Approved,22.02,1.92,10,41.48,40.16,507,7.3,-1.32,22,12.34,-0.23,-0.11
996,2.518,5.85,Approved,22.45,2,10.3,41.55,41.15,644,6.1,-0.4,22,10.59,-0.38,-0.02
2092,2.518,5.763,Approved,21.08,1.83,9.5,37.92,37.56,625,6.1,-0.36,22,11.33,-0.21,-0.07
1784,2.767,6.877,Approved,19.98,1.94,11.9,41.47,40.8,269,8.4,-0.67,44,8.02,-0.08,-0.07
1277,2.438,6.275,Approved,20.8,2.02,9.9,41.25,40.46,584,6.3,-0.79,21,12.46,-0.17,-0.03
3865,2.781,5.957,Approved,22.62,1.99,9.9,41.16,40.51,356,6,-0.65,22,13.46,-0.17,-0.07
5857,2.81,6.237,Approved,24.33,2.08,9.8,39.93,39.06,532,7,-0.87,21,8.77,-0.06,-0.01
5522,2.901,5.162,Approved,22.68,2.19,8.9,40.2,38.14,845,6.2,-2.06,21,11.26,-0.26,0.02
2789,2.538,6.709,Approved,21.05,1.85,11.6,40.55,39.89,270,6.7,-0.66,36,10.32,-0.6,-0.29
6883,2.505,5.508,Approved,22.08,2.05,10.2,41.61,40.7,530,5.1,-0.91,21,12.8,-0.05,0.02
1662,2.763,6.406,Approved,26.9,2.13,10.2,40.13,38.82,541,8.8,-1.31,21,13.18,-0.42,0
5369,2.937,6.205,Approved,17.67,2.04,10.7,40.69,40.68,677,4.8,-0.01,11,12.82,-0.18,-0.05
3464,2.719,6.926,Approved,21.35,1.98,10.1,41.66,41.44,198,7.7,-0.22,75,12.1,-0.24,-0.03
5546,2.37,6.307,Approved,24.85,1.85,11.4,41,40.69,383,5,-0.31,32,12.32,-0.16,-0.12
1512,2.688,6.114,Approved,22.75,2.06,10.4,41.58,40.63,669,4.3,-0.95,21,14.27,-0.08,-0.05
1475,2.972,5.71,Approved,21.28,2.04,10.4,38.97,35.8,644,7,-3.17,21,13.42,-0.12,-0.03
1463,2.592,5.558,Approved,21.82,2,9.3,41.23,40.57,529,5.2,-0.66,21,12.75,-0.16,-0.02
1393,2.668,6.969,Approved,21.8,2.12,10.5,41.6,40.49,230,7.2,-1.11,41,9.74,-0.24,-0.05
2262,2.522,6.103,Approved,25.87,2.04,10.1,41.35,40.67,520,5.3,-0.68,21,10.13,-0.17,-0.02
1461,2.517,5.968,Approved,22.05,2.07,10.4,41.16,40.35,613,5.2,-0.81,21,13.64,-0.08,-0.02
5714,2.699,6.595,Approved,23.97,2.07,10.2,40.42,40.08,360,6.8,-0.34,31,12.47,-0.06,-0.02
5871,2.567,5.75,Approved,21,2.11,9.1,38.49,35.36,643,7.9,-3.13,21,13.27,-0.1,-0.13
1357,2.465,6.12,Approved,21.55,1.95,10.5,41.69,38.47,570,7.6,-3.22,21,10.34,-0.28,-0.07
54,2.595,6.278,Approved,23.52,2.1,9.5,37.89,34.32,1068,8,-3.57,21,9.13,-0.21,-0.06
4240,2.66,5.5,Approved,19.93,2.13,10.1,39.8,38.02,482,8.8,-1.78,21,14.06,-0.28,-0.07
40,2.711,6.524,Approved,20.58,2.08,10,38.27,35.88,498,7.6,-2.39,21,11.86,-0.14,0
1640,2.521,5.967,Approved,23.25,1.99,10.5,41.9,41.31,690,5.4,-0.59,21,12.26,-0.06,-0.02
1334,2.493,7.176,Approved,16.2,2.02,11.1,40.28,39.63,287,7.3,-0.65,21,10.33,-0.35,-0.15
5473,2.63,5.875,Approved,24.3,2.1,11.3,40.49,40.28,393,4.9,-0.21,21,11.42,-0.02,0.01
1165,2.466,5.811,Approved,25.18,1.97,10.2,39.81,37.93,553,6.6,-1.88,21,12.32,-0.35,-0.12
4180,2.747,6.211,Approved,24.4,1.96,10.8,41.29,40.56,472,5.1,-0.73,21,13.92,-0.3,-0.08
1813,2.704,6.644,Approved,24.7,1.92,10,40.15,39.21,412,7.4,-0.94,21,12.51,0,0.01
312,2.462,5.769,Approved,25.63,2.1,9.7,43.39,42.4,616,5.5,-0.99,21,10.62,-0.37,0.01
1663,2.54,6.151,Approved,21.42,1.92,11.6,41.7,40.56,591,7.4,-1.14,21,11.87,-0.11,-0.04
7102,2.711,6.715,Approved,23.82,1.93,9.8,40.11,39.6,384,6.3,-0.51,32,14.76,-0.17,-0.06
1728,2.615,6.177,Approved,22.03,1.96,11.6,39.68,39.61,516,6,-0.07,21,12.1,-0.05,0.02
291,2.564,6.171,Approved,23.35,1.99,11.8,40.07,39.69,485,6.2,-0.38,20,10.95,-0.07,0.02
2581,2.574,6.266,Approved,21.57,2,10.6,41.25,40.07,496,6.2,-1.18,21,12.32,-0.11,-0.03
1780,2.641,5.911,Approved,21.65,2,10,40.98,40.6,484,4.8,-0.38,21,12.47,-0.15,-0.08
5302,2.59,6.141,Approved,22.05,2.08,11.4,39.14,38.03,470,7.3,-1.11,21,9.26,-0.13,0
1281,2.689,5.978,Approved,22.42,2.06,10.1,40.33,39.35,318,7,-0.98,32,13.91,-0.1,0.02
1752,2.658,6.121,Approved,25.88,2.11,11,40.7,40.06,327,5,-0.64,32,12.58,-0.1,-0.01
4322,2.683,5.92,Approved,22.32,1.88,10,42.11,41.19,602,6,-0.92,21,10.48,-0.31,-0.07
1222,2.495,6.552,Approved,21.02,1.95,14.7,41.95,40.81,208,7,-1.14,81,12.46,-0.45,-0.3
1696,2.32,6.184,Approved,27.1,1.96,11.4,40.37,39.64,314,7.4,-0.73,32,17.02,-0.36,-0.15
1466,2.63,6.558,Approved,21.4,2.01,10.3,39.67,36.63,574,8.2,-3.04,22,11.13,-0.13,0.02
988,2.596,5.827,Approved,22.47,2.12,9.8,40.59,39.36,369,6.1,-1.23,21,10.89,-0.17,-0.01
1247,2.363,6.941,Approved,22.38,2.13,9.4,35.99,33.1,500,7.6,-2.89,21,9.78,-0.08,-0.01
1430,2.68,6.245,Approved,21.47,1.94,11.2,40.8,40.24,328,6.9,-0.56,32,12.37,-0.33,-0.03
3265,2.705,6.206,Approved,23.18,2.03,10.3,41.47,40.81,491,5.2,-0.66,21,11,-0.33,-0.11
1391,2.77,6.49,Approved,21.47,2.04,10.6,41.87,41.57,507,5.9,-0.3,21,12.13,-0.02,-0.01
2830,2.682,5.664,Approved,21.7,2.02,10.8,40.6,39.42,516,5.9,-1.18,21,13.15,-0.04,0.03
2554,2.72,6.744,Approved,17.28,2.05,11.3,40.56,39.66,321,6.9,-0.9,32,11.59,-0.14,-0.1
261,2.635,6.135,Approved,22.13,2.02,10.5,40.5,39.73,591,6.7,-0.77,21,12.23,-0.27,-0.12
988,2.507,6.497,Approved,19.52,1.97,12.6,40.24,39.13,449,6.8,-1.11,21,11.91,-0.45,-0.07
1886,2.755,6.413,Approved,21.92,2.04,10,39.08,36.92,576,8.7,-2.16,21,12.51,-0.4,-0.12
1355,2.68,6.237,Approved,22.05,2.03,11,41.37,40.73,377,5.5,-0.64,21,11.3,-0.04,0.02
1713,2.775,5.994,Approved,21.87,1.99,11.9,40.57,40.07,350,5.1,-0.5,21,11.96,-0.2,-0.1
17993,2.459,6.062,Approved,21.22,2.07,9.8,36.64,34.35,454,6.4,-2.29,21,10.12,-0.13,-0.03
7349,2.686,6.362,Approved,25.53,2.09,10.6,40.03,39.63,431,6.8,-0.4,22,10.87,-0.17,-0.04
2865,2.469,6.091,Approved,24.05,2.02,10.1,39.75,38.23,450,7.4,-1.52,21,11.69,-0.69,-0.11
1458,2.704,5.657,Approved,20.72,2,9.5,41.68,41.14,813,4.9,-0.54,21,13.12,-0.07,0
1540,2.589,6.481,Approved,23.75,1.95,10.2,38.38,36.16,430,7.6,-2.22,32,13.2,-0.09,-0.04
2582,3.13,5.984,Approved,21.8,2.11,9.3,37.95,33.78,787,9.1,-4.17,21,12.31,-0.26,-0.02
1497,2.55,6.194,Approved,28.53,2.07,10.4,39.83,38.19,404,7.8,-1.64,32,14.44,-0.16,-0.11
456,2.425,6.407,Approved,22.03,1.98,10,40.01,38.68,409,7.2,-1.33,32,12.19,-0.5,-0.03
1626,2.593,6.818,Approved,22.52,2.2,9,37.77,35.21,592,10.2,-2.56,21,14.4,-0.02,0.02
1531,2.513,6.475,Approved,21.52,1.95,10.6,41.3,41.09,439,5.8,-0.21,21,13.77,-0.1,-0.06
2967,2.8,6.201,Approved,23.22,2.02,9.8,41.55,40.32,386,6.7,-1.23,21,12.25,0.01,-0.02
1853,2.527,6.146,Approved,26.42,2.03,10,39.01,37.1,581,6,-1.91,21,12.36,-0.25,-0.01
1680,2.698,5.893,Approved,21.15,2,12.8,41.64,40.81,447,5.9,-0.83,21,11.27,-0.2,0.02
1389,2.282,6.805,Approved,20.4,2.06,11.3,38.76,36.07,327,10.2,-2.69,36,14.04,-0.31,-0.13
7854,2.507,6.341,Approved,22.7,1.98,11.4,40.98,40.34,332,7.4,-0.64,31,13.03,-0.21,-0.07
1494,2.629,6.44,Approved,21.1,2.3,9.3,36.87,33.11,320,11.7,-3.76,40,13.58,-0.66,-0.09
560,2.584,6.331,Approved,21.4,1.94,11.3,41.58,40.5,506,6.4,-1.08,21,9.19,-0.05,-0.03
2298,2.591,6.084,Approved,18.77,2.04,9.1,42.17,41.24,541,5.4,-0.93,21,13.01,-0.2,-0.09
1109,2.698,6.832,Approved,23.65,2.01,10.8,38.05,35.74,776,9.1,-2.31,21,13.63,-0.03,0.02
5151,2.347,6.98,Approved,22.42,2.04,10.1,38.43,36.18,575,9.1,-2.25,30,11.35,-0.47,0
1726,2.56,5.744,Approved,20.4,1.94,10.8,41.41,40.71,399,5.3,-0.7,32,12.68,-0.16,-0.08
2913,2.557,6.43,Approved,23.6,2.01,11.2,41.22,40.49,390,7.1,-0.73,32,13.46,-0.31,-0.09
1802,2.767,6.993,Approved,21.67,1.88,10.4,40.72,39.61,500,6.4,-1.11,21,12.38,-0.2,-0.13
1324,2.55,6.624,Approved,21.8,2.1,9.7,40.57,38.58,357,7.4,-1.99,32,10.62,-0.12,-0.03
1368,2.877,6.585,Approved,21.57,1.84,10,41.54,40.12,434,6.4,-1.42,21,14.81,-0.13,-0.06
6067,2.563,5.378,Approved,22.68,1.98,10.1,40.73,39.91,724,5,-0.82,21,12.3,-0.1,-0.01
1556,2.554,5.845,Approved,22.77,1.99,10.3,41.31,40.21,538,4.4,-1.1,21,11.53,-0.11,-0.01
1669,2.583,6.339,Approved,21.72,1.96,10.7,41.15,40.02,461,8.9,-1.13,32,10.96,-0.53,-0.19
2938,2.605,5.933,Approved,23.62,2.01,11.6,42.16,40.29,805,6.7,-1.87,20,10.79,-0.22,-0.08
1728,2.818,5.752,Approved,23.88,2.02,11.1,41.19,40.8,1026,4.1,-0.39,21,14.21,-0.11,-0.01
1027,2.711,6.202,Approved,24.67,2.04,11,40.34,39.87,312,6.3,-0.47,32,11.25,-0.35,-0.02
3061,2.69,5.845,Approved,24.32,1.95,10.1,39.92,38.72,422,6.8,-1.2,21,12.67,-0.13,0.04
5656,2.569,6.388,Approved,23.02,2.05,11.9,42.05,41.1,381,5.3,-0.95,21,11.5,-0.37,-0.09
5090,2.687,6.748,Approved,20.48,2.01,13.4,40.95,40.81,316,5.2,-0.14,32,9.23,-0.25,-0.16
31,2.654,6.243,Approved,23.55,2.07,11.3,40.44,40.13,367,5.5,-0.31,31,12.87,-0.33,-0.01
1322,2.877,6.056,Approved,21.7,2.01,10.7,41.7,40.75,475,5.2,-0.95,32,8.85,-0.51,0
145,2.623,6.794,Approved,21.95,2.01,11.1,40.59,40.14,440,6.6,-0.45,32,10.71,-0.05,0.01
3244,2.809,6.917,Approved,25.57,2.11,11.8,41.39,40.55,303,7.2,-0.84,40,11.73,-0.26,-0.03
784,2.445,6.039,Approved,23,2.01,11.8,41.04,40.04,506,6.8,-1,21,11.84,-0.19,-0.08
1209,2.621,6.169,Approved,24.67,2.05,12,41.15,40.26,245,5.7,-0.89,40,11.2,-0.08,0
1189,2.555,6.763,Approved,21.77,2.11,9.4,38.31,35.3,683,9.2,-3.01,21,14.78,-0.47,0
7560,2.41,6.69,Approved,27.15,1.9,10,39.02,38.25,545,7.3,-0.77,21,9.18,-0.08,-0.03
7352,2.61,6.018,Approved,24.27,2.16,9.2,38.47,36.64,466,8.4,-1.83,22,12.08,-0.06,0
1781,2.554,6.023,Approved,25.67,2.04,10.6,40.8,40.46,526,5.1,-0.34,21,11.75,-0.18,-0.08
10137,2.645,6.416,Approved,25.68,2,11.6,41.05,40.65,190,6,-0.4,87,8.37,-0.77,-0.1
2000,2.773,6.906,Approved,24.38,2.12,9.6,40.69,40.01,417,6.6,-0.68,21,11.37,-0.34,-0.09
5485,2.679,6.16,Approved,21.88,2.03,9.6,39.74,36.96,761,8.4,-2.78,21,11.83,-0.23,-0.06
3462,2.479,6.25,Approved,18.1,2.02,9.6,40.61,39.88,779,6,-0.73,21,10.4,-0.06,0
1286,2.569,6.176,Approved,23.5,2.02,10.6,40.34,40.31,522,6.8,-0.03,21,8.98,-0.17,-0.01
6893,2.581,5.627,Approved,22.17,2.05,10.1,41.12,40.31,545,4.9,-0.81,21,11.96,-0.07,0.01
1834,2.439,6.75,Approved,22.07,1.95,11.1,41.14,40.29,411,7.6,-0.85,33,13.57,-0.27,-0.13
474,2.612,7.195,Approved,19.57,2.05,11.5,38.24,36.23,313,8.7,-2.01,21,12.98,-0.2,-0.07
2721,2.703,7.375,Approved,25.3,1.91,11,40.81,40.24,376,8.4,-0.57,32,9.28,-0.37,-0.16
2273,2.531,5.941,Approved,25.87,2.02,11,40.95,40.44,379,5.8,-0.51,21,11.71,-0.03,0.01
1916,2.685,6.556,Approved,19.93,2.05,9.8,39.97,38.43,346,8.5,-1.54,32,11.15,-0.07,0.01
627,2.63,6.239,Approved,20.78,1.94,11.8,41.36,40.4,477,6.5,-0.96,21,9.96,-0.18,-0.07
995,2.616,6.709,Approved,24.92,1.9,10.3,41.22,39.28,417,6.7,-1.94,21,10.12,-0.46,-0.02
866,2.617,6.4,Approved,19.4,2,11,41.19,40.51,364,6.8,-0.68,31,13.27,-0.16,-0.07
830,2.959,6.633,Approved,21.85,2.02,11.8,40.19,40.09,413,5.1,-0.1,21,14.96,-0.06,-0.07
25,2.479,5.788,Approved,21.25,1.98,10.7,41.56,40.55,653,6.2,-1.01,21,9.22,-0.04,0.01
2684,2.623,6.174,Approved,24.37,2.08,11.2,41.32,40.52,695,5,-0.8,31,7.82,-0.09,-0.01
1155,2.679,6.423,Approved,22.27,2.05,11.3,40.1,38.79,567,5.9,-1.31,22,14.81,-0.07,0.01
1610,2.051,6.128,Approved,25.72,1.96,11.7,39.74,39.62,224,7,-0.12,35,13.86,-0.45,-0.09
1256,2.558,5.938,Approved,23.53,2.02,10.3,41.58,41.15,565,5.6,-0.43,21,12.3,-0.17,-0.05
1953,2.667,5.993,Approved,17.1,2.04,11.3,41.73,40.33,697,6.3,-1.4,21,12.6,-0.15,0.01
978,2.705,6.801,Approved,20.98,1.9,10.5,41.53,40.67,242,6.1,-0.86,44,13.85,-0.33,-0.05
2514,2.668,6.6,Approved,25.18,2.01,10.4,39.18,37.37,475,7.8,-1.81,22,14.97,-0.07,0.01
1852,2.689,5.844,Approved,22.05,2,11.1,40.9,40.43,446,5.3,-0.47,21,11.96,-0.23,-0.04
4423,2.724,6.447,Approved,22.22,2.04,10.5,40.29,39.79,694,6,-0.5,21,12.97,-0.17,-0.06
1510,2.703,5.954,Approved,23.65,2.05,10.4,40.05,39,489,5.5,-1.05,21,12.58,-0.07,-0.01
5814,2.577,6.027,Approved,22.65,1.95,10.2,40.6,40.23,469,4.8,-0.37,21,12.99,-0.11,-0.01
1624,2.69,5.876,Approved,23.02,1.93,10,40.05,38.41,614,7.8,-1.64,21,13.23,-0.21,-0.09
1379,2.588,6.104,Approved,24.58,2,11.8,41.54,40.56,690,4.5,-0.98,21,10.12,-0.11,0
8622,2.858,6.805,Approved,27.28,2.11,10.8,41.17,40.55,367,6.5,-0.62,31,10.65,-0.28,-0.15
1341,2.613,6.559,Approved,24.35,2.09,10.3,39.42,37.89,627,8.8,-1.53,21,12.34,-0.01,0.02
4655,2.627,6.635,Approved,21.05,1.89,9.4,39,38.59,287,7,-0.41,44,10.03,-0.14,-0.07
1544,2.79,6.095,Approved,28.15,2,10.6,40.74,39.94,491,5.5,-0.8,21,14,-0.28,-0.08
1250,2.611,6.635,Approved,24.33,2.02,11,41.31,40.57,500,7.8,-0.74,21,13.69,-0.52,-0.13
1450,2.797,6.319,Approved,23.93,2.04,10.7,38.37,36.63,428,7.3,-1.74,31,13.31,-0.33,-0.06
159,2.76,6.044,Approved,21.68,1.74,10.8,41.81,39.93,381,7.1,-1.88,32,12.27,-0.04,0.01
4249,2.677,6.001,Approved,24.03,2.05,10.5,41.2,40.22,394,5.9,-0.98,21,10.95,-0.23,-0.06
1022,2.62,6.715,Approved,25.75,1.91,11.2,40.89,40.36,352,6.3,-0.53,21,13.35,-0.47,-0.19
3172,2.791,6.613,Approved,19.35,1.97,11.5,39.54,39.38,355,9.3,-0.16,31,12.69,0,0.01
233,2.867,6.221,Approved,16.22,2.07,13,41.53,41.11,295,5.5,-0.42,32,13.46,-0.18,-0.05
1384,2.62,5.375,Approved,23.28,1.98,10.2,41.33,40.96,676,4.7,-0.37,21,12.84,-0.18,-0.04
1397,2.544,6.11,Approved,23.65,1.94,11,41.11,39.26,746,6,-1.85,21,8.83,-0.1,-0.05
1765,2.608,6.674,Approved,19.33,1.85,12.2,41.44,40.62,320,4.8,-0.82,32,12.23,-0.29,-0.08
1550,2.451,6.498,Approved,22.77,2.01,10.7,40.33,39.91,291,7.3,-0.42,36,12.98,-0.47,-0.02
1298,2.602,6.283,Approved,23.87,1.93,12.3,40.92,39.97,388,4.8,-0.95,21,11.31,-0.31,-0.11
5913,2.49,6.542,Approved,22.28,2,11.6,40.65,38.77,240,10.6,-1.88,76,13.82,-0.66,-0.21
1844,2.51,5.581,Approved,22.52,2.1,9.5,40.47,38.42,794,5.6,-2.05,21,13.06,-0.27,-0.09
385,2.476,5.661,Approved,22.87,2.01,10.6,41.19,40.34,520,4.7,-0.85,21,12.27,-0.17,-0.07
5586,2.77,6.056,Approved,22.68,2.07,9.6,40.19,38.34,371,8,-1.85,31,14.93,-0.46,-0.06
1578,2.765,6.525,Approved,26.98,2.12,11,40.97,40.39,470,6.9,-0.58,32,11.94,-0.22,-0.08
4043,2.638,6.257,Approved,26.15,1.96,12.1,41.34,40.66,370,8.2,-0.68,32,12.4,-0.6,-0.29
1487,2.701,6.47,Approved,22.85,1.85,10.8,41.86,41.09,250,7.2,-0.77,44,13.74,-0.48,-0.22
2420,2.733,6.249,Approved,22.37,2.01,9.8,40.37,37.82,393,8,-2.55,32,11.59,-0.35,-0.08
1984,2.73,6.131,Approved,20.58,1.95,9.5,42.09,40.74,548,6.4,-1.35,21,9.58,-0.83,-0.38
1626,2.834,6.48,Approved,22.52,2.06,10.4,40.82,40.42,396,6.1,-0.4,21,10.61,-0.02,0
5379,2.34,5.678,Approved,16.8,1.98,10.1,41.61,40.73,376,5.6,-0.88,21,13.98,-0.26,0.05
408,2.77,6.264,Approved,22.15,2.05,10.1,40.85,38.59,459,9,-2.26,21,12.31,-0.38,-0.09
1517,2.955,6.738,Approved,22.65,2.07,11.6,41.25,40.34,369,5.5,-0.91,21,11.34,-0.34,-0.04
3423,2.597,6.811,Approved,19.85,1.99,12.2,42.71,41.44,427,6.7,-1.27,31,12.79,-0.29,-0.12
2573,2.855,6.345,Approved,21.07,2,11,41.53,40.5,404,5.3,-1.03,38,11.84,-0.11,-0.09
5655,2.46,5.302,Approved,23.02,2.07,10.3,41.18,40.13,984,5.1,-1.05,21,12.39,-0.28,-0.02
1770,2.473,5.816,Approved,22.42,2.01,10.8,41.12,40.11,491,4.7,-1.01,21,13.68,-0.09,-0.02
1564,2.756,6.274,Approved,22.38,2.1,10.2,40.82,39.89,497,5.1,-0.93,21,11.68,-0.2,-0.03
1112,2.86,5.779,Approved,20.32,1.93,11.3,40.94,39.87,506,6.5,-1.07,21,10.68,-0.51,-0.21
2517,2.683,5.59,Approved,20,2.05,10.6,40.82,39.65,576,6,-1.17,22,10.39,-0.28,-0.07
2525,2.505,6.292,Approved,23.75,2.01,10.6,41.57,40.4,529,5.4,-1.17,21,12.01,-0.06,0.04
2488,2.364,6.345,Approved,21.3,1.96,11.4,41.94,40.53,631,6.5,-1.41,21,12.1,-0.2,-0.02
3046,2.729,6.77,Approved,22.08,2.59,10.7,40.24,39.07,285,5.9,-1.17,36,10.37,0.41,0.48
3220,2.958,6.813,Approved,25.57,2.08,11.7,41.38,40.6,271,7.7,-0.78,44,10.32,-0.19,-0.05
1572,2.331,6.202,Approved,21.57,1.97,11.4,41.44,41.61,417,4.9,0.17,32,10.17,-0.09,-0.01
4575,2.633,6.013,Approved,23.45,2.07,10.5,40.05,39.14,389,6.6,-0.91,21,12.4,-0.14,0.01
175,2.692,5.742,Approved,23.4,1.92,11.8,40.9,40.55,279,5.4,-0.35,36,14.18,-0.39,-0.06
3395,2.41,6.193,Approved,22.45,2.17,8.7,39.61,36.61,819,7.5,-3,21,11.69,-0.37,-0.1
1027,2.825,6.594,Approved,25.4,2.07,11.7,40.5,39.72,348,5.4,-0.78,32,10.21,-0.03,0.02
1674,2.544,6.43,Approved,22.52,2.02,11,41.79,40.63,370,6.5,-1.16,32,12.19,-0.1,0.01
6207,2.331,5.658,Approved,23.47,1.97,10.7,41.23,41,463,4.2,-0.23,21,10.77,-0.03,0.03
3315,2.711,6.479,Approved,23.95,2,10.4,41.21,40.22,507,5,-0.99,11,13.56,-0.23,-0.02
1628,2.68,5.869,Approved,20.57,1.97,11.3,42.09,41.17,496,6,-0.92,21,10.35,-0.03,0.02
82,2.341,5.731,Approved,19.75,1.99,10.8,40.92,39.65,624,6.6,-1.27,21,13.98,-0.1,0
1308,2.239,6.402,Approved,22.43,1.97,10.1,41.6,40.24,486,6.4,-1.36,21,13.3,-0.11,0.02
1582,2.57,6.278,Approved,23.1,1.97,9.7,39.96,38.39,349,6.7,-1.57,32,10.63,-0.08,-0.01
3044,2.59,6.528,Approved,22.32,1.97,10.6,41.1,40.05,418,5.8,-1.05,21,10.33,-0.06,-0.03
2795,2.424,6.616,Approved,23.52,2.09,11.8,40.95,40.33,247,7.3,-0.62,65,12.31,-0.06,-0.03
1528,2.522,5.863,Approved,16.6,2.03,10.1,38.72,36.62,567,7.2,-2.1,21,15.05,-0.07,-0.12
5485,2.567,6.585,Approved,22.28,1.86,11.2,41.23,40.44,295,6.3,-0.79,35,9.85,-0.07,-0.01
959,2.477,6.94,Approved,21.48,2.15,10.3,36.82,32.69,528,10.1,-4.13,22,15.54,-0.2,-0.02
865,2.65,5.819,Approved,26.28,2.25,8.2,35.85,33.54,877,7.5,-2.31,21,11.51,-0.24,0.03
2967,2.575,6.239,Approved,21.88,2.06,10.2,40.81,39.93,408,5.8,-0.88,21,9.5,-0.5,-0.17
18562,2.955,6.929,Approved,23.6,2.13,11.1,41.67,40.63,479,7.1,-1.04,21,9.89,-0.12,0.03
1549,2.39,6.423,Approved,24.13,1.97,10.7,40.84,38.38,588,7.1,-2.46,21,13.95,-0.25,-0.11
230,2.256,6.031,Approved,22.37,2.01,10.4,41.02,38.06,815,6.5,-2.96,21,12.48,-0.06,0.05
947,2.432,6.51,Approved,22.63,2.02,9.9,40.13,37.43,701,7.9,-2.7,21,12.15,-0.63,-0.08
5882,2.632,6.096,Approved,26.15,1.98,12.2,41.33,40.34,408,6.2,-0.99,21,11.98,-0.26,-0.13
4659,2.73,6.054,Approved,22.18,2.01,10.2,41.2,40.21,357,8.5,-0.99,32,11.95,-0.44,-0.11
