time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1016.000,3.000,7.000,0.000,4.000,0.241,0.514,0.770,0.779,0.115,0.371,0.683,0.751,0.752,0.557
1817.000,3.000,6.000,0.000,4.000,0.264,0.410,0.659,0.573,0.334,0.442,0.445,0.684,0.504,0.700
939.000,3.000,7.000,0.000,4.000,0.132,0.648,0.814,0.823,0.039,0.391,0.697,0.499,0.173,0.257
77.000,2.000,7.000,0.000,4.000,0.335,0.400,0.641,0.629,0.234,0.421,0.591,0.573,0.842,0.643
1759.000,3.000,7.000,0.000,3.000,0.094,0.695,0.826,0.872,0.047,0.096,0.781,0.478,0.805,0.557
983.000,2.468,7.000,0.000,4.000,0.325,0.600,0.689,0.677,0.207,0.401,0.607,0.654,0.406,0.657
340.000,3.000,7.000,0.000,1.000,0.288,0.562,0.498,0.456,0.317,0.426,0.475,0.439,0.887,0.686
912.000,3.000,5.000,0.000,2.000,0.259,0.457,0.759,0.693,0.855,0.157,0.523,0.571,0.759,0.700
928.000,3.000,6.000,0.000,2.000,0.269,0.438,0.833,0.910,0.716,0.056,0.845,0.199,0.925,0.700
107.000,3.000,7.000,0.000,1.000,0.283,0.381,0.638,0.561,0.346,0.416,0.455,0.356,0.827,0.657
873.000,2.000,6.000,0.000,2.000,0.278,0.419,0.621,0.606,0.718,0.193,0.575,0.490,0.865,0.629
2075.000,3.000,6.000,0.000,2.000,0.288,0.476,0.870,0.902,0.803,0.127,0.769,0.427,0.722,0.671
1540.000,2.552,7.000,0.000,4.000,0.269,0.495,0.608,0.649,0.070,0.396,0.689,0.507,0.932,0.700
1609.000,3.000,6.000,0.000,1.000,0.382,0.248,0.623,0.399,0.383,0.112,0.147,0.379,0.917,0.714
4636.000,2.627,6.653,0.000,1.000,0.340,0.286,0.521,0.464,0.182,0.406,0.452,0.445,0.556,0.543
2527.000,3.000,7.000,0.000,3.000,0.212,0.686,0.849,0.901,0.033,0.122,0.800,0.464,0.571,0.386
1454.000,3.000,7.000,0.000,1.000,0.118,0.105,0.134,0.244,0.634,0.305,0.653,0.342,0.692,0.586
251.000,2.000,7.000,0.000,1.000,0.524,0.238,0.441,0.283,0.396,0.127,0.214,0.440,0.925,0.714
3044.000,3.000,7.000,0.000,3.000,0.241,0.552,0.818,0.887,0.136,0.371,0.824,0.282,0.744,0.571
1439.000,2.657,6.000,0.000,4.000,0.344,0.495,0.616,0.616,0.463,0.401,0.606,0.774,0.744,0.643
10137.000,2.645,6.000,0.000,3.000,0.259,0.571,0.824,0.888,0.080,0.096,0.816,0.118,0.353,0.543
1894.000,2.730,7.000,0.000,3.000,0.255,0.800,0.735,0.838,0.101,0.386,0.864,0.522,0.323,0.629
1935.000,2.000,5.000,0.000,2.000,0.278,0.400,0.833,0.841,0.774,0.066,0.702,0.276,0.707,0.686
1332.000,2.570,6.000,0.000,2.000,0.269,0.400,0.886,0.936,0.765,0.081,0.811,0.838,0.925,0.729
118.000,2.000,7.000,0.000,4.000,0.241,0.648,0.656,0.622,0.258,0.919,0.551,0.688,0.684,0.443
1618.000,2.650,7.000,0.000,1.000,0.250,0.419,0.540,0.485,0.456,0.386,0.464,0.824,0.684,0.586
264.000,3.000,6.000,0.000,3.000,0.108,0.876,0.835,0.876,0.081,0.147,0.772,0.308,0.624,0.300
1186.000,3.000,7.000,0.000,1.000,0.212,0.238,0.350,0.419,0.313,0.635,0.648,0.151,0.872,0.600
1851.000,2.000,7.000,0.000,4.000,0.292,0.371,0.598,0.582,0.251,0.629,0.566,0.509,0.421,0.271
1350.000,3.000,7.000,0.000,4.000,0.340,0.486,0.570,0.623,0.152,0.609,0.697,0.453,0.707,0.671
1182.000,3.000,6.000,0.000,1.000,0.321,0.562,0.523,0.517,0.260,0.426,0.558,0.506,0.917,0.686
1613.000,3.000,7.000,0.000,1.000,0.396,0.429,0.433,0.407,0.238,0.589,0.484,0.577,0.632,0.614
1536.000,2.000,7.000,0.000,1.000,0.302,0.295,0.435,0.327,0.352,0.655,0.315,0.758,0.767,0.614
1290.000,3.000,6.000,0.000,2.000,0.250,0.343,0.829,0.779,0.781,0.056,0.582,0.680,0.782,0.614
142.000,3.000,6.000,0.000,2.000,0.255,0.343,0.838,0.818,0.828,0.056,0.648,0.567,0.857,0.643
1372.000,3.000,7.000,0.000,4.000,0.170,0.514,0.818,0.800,0.128,0.472,0.644,0.505,0.647,0.557
4535.000,3.000,5.000,0.000,2.000,0.231,0.438,0.810,0.843,0.758,0.142,0.745,0.594,0.880,0.629
927.000,3.000,6.000,0.000,2.000,0.264,0.457,0.825,0.858,0.815,0.066,0.752,0.332,0.865,0.686
182.000,2.939,6.000,0.000,3.000,0.236,0.905,0.808,0.880,0.153,0.061,0.826,0.431,0.835,0.586
1013.000,3.000,7.000,0.000,3.000,0.005,0.886,0.824,0.899,0.030,0.208,0.838,0.555,0.549,0.229
240.000,3.000,7.000,0.000,4.000,0.344,0.400,0.548,0.546,0.194,0.452,0.577,0.600,0.827,0.600
21.000,2.633,7.000,0.000,1.000,0.377,0.286,0.294,0.185,0.375,0.310,0.259,0.429,0.857,0.629
244.000,2.748,7.000,0.000,4.000,0.080,0.362,0.435,0.613,0.218,0.325,0.905,0.213,0.301,0.229
2462.000,3.000,6.000,0.000,2.000,0.302,0.305,0.606,0.548,0.921,0.279,0.483,0.535,0.579,0.671
1728.000,3.000,6.000,0.000,3.000,0.297,0.429,0.803,0.814,0.462,0.127,0.699,0.257,0.376,0.286
1634.000,3.000,6.000,0.000,2.000,0.250,0.371,0.843,0.834,0.846,0.096,0.673,0.532,0.917,0.714
2970.000,2.771,7.000,0.000,1.000,0.283,0.410,0.589,0.521,0.337,0.401,0.456,0.427,0.729,0.571
39.000,3.000,7.000,0.000,0.000,0.274,0.514,0.843,0.873,0.197,0.371,0.753,0.662,0.902,0.657
1132.000,3.000,6.000,0.000,2.000,0.264,0.552,0.858,0.892,0.728,0.076,0.766,0.563,0.902,0.671
28.000,2.419,6.000,0.000,2.000,0.250,0.438,0.895,0.895,0.697,0.076,0.712,0.458,0.895,0.457
1412.000,3.000,7.000,0.000,4.000,0.344,0.562,0.658,0.640,0.306,0.411,0.584,0.534,0.759,0.557
778.000,2.700,7.000,0.000,4.000,0.316,0.476,0.706,0.777,0.175,0.371,0.788,0.709,0.759,0.643
3034.000,2.000,7.000,0.000,4.000,0.316,0.457,0.561,0.586,0.134,0.452,0.636,0.542,0.707,0.471
1134.000,3.000,7.000,0.000,4.000,0.288,0.581,0.640,0.510,0.128,0.619,0.347,0.457,0.293,0.443
1738.000,3.000,7.000,0.000,1.000,0.321,0.324,0.581,0.587,0.255,0.371,0.604,0.461,0.797,0.671
1382.000,3.000,7.000,0.000,4.000,0.236,0.429,0.746,0.572,0.233,0.553,0.295,0.568,0.549,0.629
957.000,3.000,7.000,0.000,3.000,0.151,0.552,0.872,0.875,0.099,0.365,0.707,0.511,0.722,0.514
196.000,2.000,6.000,0.000,2.000,0.250,0.400,0.893,0.923,0.775,0.025,0.773,0.503,0.820,0.643
1616.000,2.589,7.000,0.000,4.000,0.269,0.648,0.735,0.712,0.251,0.391,0.603,0.440,0.481,0.600
7854.000,2.776,7.000,0.000,1.000,0.292,0.390,0.613,0.463,0.345,0.482,0.295,0.435,0.752,0.614
4017.000,3.000,6.000,0.000,1.000,0.189,0.086,0.286,0.344,0.522,0.320,0.603,0.109,0.857,0.671
2989.000,2.676,7.000,0.000,4.000,0.241,0.552,0.725,0.707,0.128,0.437,0.608,0.498,0.338,0.443
1120.000,2.690,5.000,0.000,2.000,0.316,0.390,0.621,0.568,0.711,0.066,0.498,0.659,0.880,0.671
1737.000,3.014,6.000,0.000,4.000,0.344,0.324,0.674,0.620,0.239,0.452,0.515,0.690,0.000,0.557
75.000,3.000,7.000,0.000,4.000,0.321,0.448,0.485,0.444,0.226,0.553,0.473,0.693,0.692,0.529
3406.000,2.000,6.000,0.000,4.000,0.259,0.400,0.664,0.679,0.165,0.381,0.655,0.698,0.699,0.643
836.000,2.790,5.000,0.000,1.000,0.292,0.438,0.386,0.275,0.762,0.335,0.289,0.783,0.301,0.243
3244.000,2.000,7.000,0.000,4.000,0.000,0.648,0.824,0.815,0.003,0.457,0.666,0.989,0.090,0.271
1457.000,3.000,7.021,0.000,4.000,0.278,0.467,0.586,0.580,0.142,0.533,0.582,0.645,0.316,0.614
1749.000,2.000,6.000,0.000,1.000,0.297,0.771,0.490,0.400,0.277,0.340,0.372,0.499,0.812,0.657
2695.000,3.000,7.000,0.000,1.000,0.387,0.457,0.410,0.402,0.281,0.162,0.512,0.472,0.895,0.686
1414.000,2.525,7.000,0.000,0.000,0.113,0.581,0.792,0.864,0.076,0.152,0.820,0.601,0.910,0.643
1031.000,3.000,7.000,0.000,4.000,0.264,0.714,0.724,0.712,0.241,0.416,0.622,0.467,0.684,0.600
124.000,2.000,6.000,0.000,2.000,0.255,0.371,0.903,0.878,0.792,0.112,0.662,0.793,0.489,0.286
1371.000,3.000,7.000,0.000,4.000,0.203,0.533,0.730,0.675,0.200,0.365,0.535,0.764,0.917,0.629
1971.000,3.000,7.000,0.000,4.000,0.090,0.419,0.781,0.743,0.216,0.371,0.588,0.521,0.594,0.500
1727.000,3.000,7.000,0.000,3.000,0.236,0.771,0.806,0.865,0.028,0.340,0.799,0.493,0.782,0.514
1634.000,2.494,6.000,0.000,3.000,0.288,0.752,0.880,0.913,0.052,0.269,0.772,0.232,0.586,0.557
302.000,3.000,6.000,0.000,3.000,0.236,0.552,0.817,0.884,0.044,0.178,0.820,0.592,0.571,0.443
2363.000,3.000,7.000,0.000,0.000,0.325,0.552,0.698,0.753,0.153,0.391,0.749,0.608,0.917,0.700
314.000,2.000,7.000,0.000,3.000,0.288,0.562,0.704,0.761,0.145,0.426,0.756,0.475,0.932,0.686
73.000,3.000,7.000,0.000,4.000,0.226,0.600,0.679,0.668,0.147,0.503,0.605,0.594,0.414,0.457
7084.000,3.000,6.000,0.000,4.000,0.241,0.362,0.557,0.609,0.216,0.381,0.692,0.231,0.632,0.443
1324.000,2.000,7.000,0.000,4.000,0.278,0.533,0.357,0.277,0.173,0.553,0.344,0.432,0.038,0.643
1724.000,3.000,7.000,0.000,3.000,0.189,0.514,0.743,0.748,0.084,0.203,0.665,0.340,0.602,0.271
1518.000,3.000,7.000,0.000,4.000,0.401,0.419,0.567,0.548,0.115,0.726,0.548,0.833,0.865,0.714
1003.000,3.000,6.000,0.000,2.000,0.245,0.381,0.856,0.886,0.729,0.010,0.756,0.229,0.932,0.729
4479.000,3.000,7.000,0.000,1.000,0.340,0.286,0.331,0.250,0.276,0.924,0.331,0.672,0.647,0.629
1416.000,3.000,7.000,0.000,4.000,0.208,0.476,0.831,0.777,0.152,0.416,0.575,0.395,0.511,0.543
1265.000,2.000,7.000,0.000,3.000,0.226,0.619,0.776,0.853,0.065,0.355,0.824,0.461,0.684,0.486
4429.000,3.000,7.000,0.000,4.000,0.151,0.438,0.710,0.667,0.254,0.371,0.553,0.350,0.233,0.271
5606.000,3.000,7.000,0.000,1.000,0.255,0.305,0.595,0.563,0.424,0.477,0.532,0.714,0.872,0.657
908.000,2.000,6.000,0.000,2.000,0.297,0.438,0.807,0.787,0.779,0.076,0.636,0.593,0.880,0.729
1486.000,3.000,7.000,0.000,3.000,0.184,0.514,0.828,0.893,0.066,0.142,0.821,0.639,0.744,0.429
1417.000,3.000,5.000,0.000,2.000,0.302,0.381,0.851,0.808,0.989,0.102,0.605,0.726,0.752,0.600
6684.000,3.000,5.000,0.000,2.000,0.349,0.343,0.691,0.669,0.773,0.112,0.588,0.140,0.887,0.714
975.000,3.000,6.000,0.000,1.000,0.363,0.333,0.557,0.300,0.559,0.305,0.052,0.179,0.316,0.271
7093.000,2.000,6.000,0.000,1.000,0.368,0.267,0.585,0.488,0.450,0.391,0.393,0.437,0.692,0.486
62.000,2.693,7.000,0.000,0.000,0.311,0.505,0.825,0.883,0.058,0.264,0.803,0.670,0.827,0.657
1210.000,3.000,7.000,0.000,3.000,0.146,0.543,0.818,0.869,0.067,0.142,0.788,0.495,0.526,0.243
3244.000,2.000,7.000,0.000,4.000,0.118,0.524,0.704,0.723,0.059,0.386,0.677,0.925,0.263,0.414
2508.000,3.000,6.355,0.000,3.000,0.264,0.790,0.819,0.889,0.081,0.152,0.826,0.282,0.767,0.514
3987.000,3.000,6.000,0.000,4.000,0.226,0.533,0.654,0.668,0.213,0.371,0.648,0.268,0.444,0.643
41.000,2.042,7.000,0.000,4.000,0.245,0.657,0.715,0.739,0.084,0.883,0.693,0.660,0.481,0.657
2920.000,3.000,6.000,0.000,2.000,0.259,0.362,0.829,0.836,0.774,0.086,0.700,0.809,0.639,0.514
1495.000,3.000,7.000,0.000,4.000,0.250,0.552,0.750,0.636,0.421,0.401,0.419,0.704,0.632,0.271
12.000,3.000,7.000,0.000,3.000,0.212,0.857,0.791,0.857,0.074,0.183,0.806,0.162,0.737,0.571
1007.000,3.000,7.000,0.000,3.000,0.245,0.638,0.801,0.867,0.083,0.178,0.812,0.353,0.842,0.629
9744.000,2.000,7.163,0.000,3.000,0.259,0.562,0.790,0.812,0.073,0.340,0.716,0.280,0.737,0.614
972.000,2.583,7.000,0.000,1.000,0.505,0.305,0.290,0.207,0.642,0.944,0.313,0.713,0.812,0.629
2092.000,2.487,7.000,0.000,3.000,0.203,0.705,0.865,0.897,0.076,0.325,0.765,0.208,0.677,0.386
1432.000,2.670,7.000,0.000,1.000,0.354,0.410,0.424,0.219,0.453,0.579,0.111,0.970,0.850,0.800
1530.000,2.000,7.000,0.000,1.000,0.349,0.295,0.377,0.378,0.324,0.223,0.518,0.539,0.624,0.514
1359.000,3.000,7.000,0.000,1.000,0.354,0.400,0.437,0.387,0.390,0.345,0.435,0.593,0.308,0.486
2580.000,2.835,7.000,0.000,4.000,0.373,0.448,0.537,0.538,0.248,0.487,0.578,0.599,0.338,0.686
154.000,2.000,6.000,0.000,1.000,0.491,0.314,0.383,0.385,0.441,0.168,0.522,0.698,0.850,0.700
1568.000,2.000,7.000,0.000,4.000,0.274,0.457,0.610,0.586,0.397,0.401,0.554,0.852,0.632,0.629
1272.000,3.000,5.721,0.000,1.000,0.354,0.295,0.486,0.342,0.574,0.162,0.259,0.521,0.925,0.700
2716.000,3.000,7.000,0.000,4.000,0.231,0.390,0.636,0.612,0.238,0.624,0.564,0.554,0.850,0.586
649.000,2.000,6.000,0.000,2.000,0.241,0.400,0.876,0.876,0.755,0.091,0.703,0.360,0.865,0.614
1109.000,3.000,6.000,0.000,2.000,0.269,0.467,0.833,0.723,0.812,0.117,0.459,0.302,0.902,0.700
1108.000,2.823,7.000,0.000,1.000,0.316,0.362,0.357,0.282,0.595,0.503,0.354,0.781,0.752,0.586
2617.000,3.000,6.000,0.000,3.000,0.222,0.514,0.727,0.800,0.079,0.117,0.798,0.117,0.534,0.486
1463.000,3.000,7.000,0.000,3.000,0.292,0.600,0.833,0.887,0.067,0.162,0.799,0.399,0.541,0.486
2625.000,3.000,6.000,0.000,3.000,0.189,0.638,0.843,0.890,0.069,0.071,0.786,0.352,0.654,0.657
1312.000,2.640,7.000,0.000,4.000,0.297,0.552,0.849,0.799,0.127,0.452,0.590,0.832,0.677,0.600
5543.000,2.800,6.780,0.000,4.000,0.439,0.362,0.569,0.527,0.396,0.477,0.503,0.874,0.617,0.643
1340.000,2.710,7.000,0.000,0.000,0.250,0.543,0.804,0.867,0.049,0.168,0.806,0.634,0.850,0.657
1415.000,2.560,6.000,0.000,4.000,0.274,0.571,0.739,0.683,0.173,0.411,0.535,0.737,0.534,0.629
2701.000,2.650,6.430,0.000,0.000,0.264,0.457,0.791,0.835,0.188,0.371,0.761,0.507,0.850,0.629
1310.000,2.670,7.000,0.000,4.000,0.283,0.390,0.641,0.664,0.156,0.386,0.662,0.624,0.398,0.600
2553.000,2.730,7.000,0.000,4.000,0.311,0.438,0.655,0.631,0.232,0.411,0.571,0.641,0.308,0.329
1796.000,2.690,7.000,0.000,4.000,0.358,0.381,0.473,0.500,0.210,0.289,0.607,0.426,0.466,0.629
1442.000,3.000,5.000,0.000,2.000,0.259,0.467,0.831,0.848,0.935,0.051,0.721,0.587,0.872,0.686
1427.000,2.560,6.000,0.000,2.000,0.255,0.295,0.750,0.724,0.817,0.102,0.603,0.466,0.932,0.714
16121.000,2.900,7.000,0.000,1.000,0.325,0.400,0.487,0.511,0.295,0.208,0.606,0.377,0.820,0.571
8442.000,3.000,6.000,0.000,4.000,0.297,0.343,0.659,0.684,0.183,0.391,0.674,0.416,0.782,0.614
1151.000,3.000,7.000,0.000,1.000,0.382,0.324,0.367,0.339,0.546,0.741,0.456,0.679,0.767,0.729
95.000,2.000,6.000,0.000,2.000,0.292,0.600,0.758,0.677,0.778,0.137,0.492,0.500,0.805,0.657
1537.000,2.000,7.000,0.000,4.000,0.264,0.429,0.836,0.864,0.132,0.452,0.746,0.549,0.301,0.300
913.000,2.000,7.000,0.000,4.000,0.250,0.676,0.714,0.685,0.136,0.442,0.584,0.475,0.624,0.357
4242.000,3.000,7.000,0.000,4.000,0.307,0.467,0.653,0.632,0.282,0.467,0.576,0.938,0.880,0.686
1732.000,2.000,7.000,0.000,1.000,0.274,0.533,0.487,0.419,0.318,0.249,0.416,0.913,0.872,0.786
398.000,2.000,6.000,0.000,1.000,0.325,0.257,0.346,0.268,0.690,0.173,0.344,0.416,0.917,0.743
2663.000,3.000,7.000,0.000,3.000,0.203,0.667,0.809,0.873,0.055,0.107,0.810,0.358,0.692,0.257
1367.000,2.000,6.000,0.000,2.000,0.335,0.333,0.741,0.754,0.839,0.132,0.680,0.676,0.932,0.714
6968.000,3.000,7.000,0.000,3.000,0.274,0.733,0.825,0.867,0.058,0.457,0.771,0.586,0.752,0.486
1277.000,3.000,7.000,0.000,0.000,0.307,0.495,0.836,0.901,0.074,0.162,0.823,0.566,0.797,0.671
1871.000,3.000,6.000,0.000,4.000,0.377,0.438,0.597,0.558,0.311,0.376,0.517,0.747,0.842,0.614
1486.000,3.000,6.000,0.000,2.000,0.311,0.324,0.629,0.628,0.781,0.208,0.608,0.476,0.586,0.629
867.000,3.000,6.000,0.000,0.000,0.231,0.543,0.849,0.897,0.083,0.112,0.793,0.706,0.579,0.529
5491.000,2.000,7.000,0.000,4.000,0.208,0.476,0.705,0.619,0.137,0.614,0.462,0.836,0.481,0.714
6687.000,2.476,7.000,0.000,4.000,0.241,0.429,0.474,0.316,0.167,0.660,0.226,0.968,0.444,0.586
1312.000,2.000,6.000,0.000,0.000,0.269,0.638,0.849,0.857,0.068,0.162,0.710,0.606,0.850,0.700
1162.000,2.000,7.000,0.000,4.000,0.250,0.571,0.733,0.742,0.076,0.497,0.670,0.758,0.602,0.543
1237.000,2.430,6.779,0.000,3.000,0.278,0.619,0.872,0.911,0.062,0.244,0.783,0.625,0.421,0.657
4772.000,2.738,7.000,0.000,3.000,0.255,0.648,0.900,0.937,0.074,0.279,0.789,0.412,0.331,0.614
2847.000,2.000,7.000,0.000,0.000,0.274,0.571,0.739,0.776,0.083,0.355,0.730,0.599,0.850,0.671
4503.000,3.000,7.000,0.000,4.000,0.208,0.429,0.542,0.489,0.339,0.528,0.469,0.534,0.015,0.229
1442.000,2.000,6.000,0.000,2.000,0.269,0.486,0.834,0.827,0.888,0.091,0.672,0.446,0.707,0.714
1525.000,3.000,6.000,0.000,1.000,0.377,0.352,0.588,0.570,0.241,0.376,0.558,0.427,0.744,0.586
1449.000,2.800,6.000,0.000,2.000,0.292,0.552,0.776,0.754,0.812,0.152,0.621,0.357,0.774,0.657
1717.000,3.000,7.000,0.000,3.000,0.236,0.600,0.797,0.858,0.077,0.259,0.800,0.335,0.571,0.343
1966.000,3.000,7.000,0.000,4.000,0.321,0.543,0.677,0.693,0.239,0.386,0.662,0.397,0.376,0.657
2487.000,3.000,6.976,0.000,1.000,0.443,0.286,0.210,0.114,0.509,0.244,0.256,0.515,0.880,0.700
1557.000,2.000,6.000,0.000,2.000,0.269,0.571,0.828,0.821,0.708,0.051,0.671,0.497,0.917,0.743
856.000,3.000,7.000,0.000,1.000,0.316,0.410,0.593,0.528,0.391,0.416,0.463,0.621,0.895,0.686
3296.000,3.000,7.000,0.000,3.000,0.245,0.419,0.763,0.795,0.152,0.421,0.726,0.345,0.872,0.600
1408.000,2.000,7.000,0.000,1.000,0.288,0.305,0.451,0.381,0.224,0.340,0.400,0.310,0.233,0.571
3008.000,2.000,6.000,0.000,1.000,0.288,0.400,0.446,0.415,0.501,0.234,0.479,0.642,0.835,0.614
1027.000,3.000,7.000,0.000,1.000,0.316,0.448,0.501,0.579,0.330,0.239,0.724,0.256,0.917,0.686
1774.000,3.000,6.000,0.000,2.000,0.274,0.514,0.862,0.891,0.711,0.036,0.756,0.369,0.902,0.686
11198.000,3.000,7.000,0.000,3.000,0.255,0.543,0.785,0.852,0.072,0.365,0.808,0.136,0.865,0.643
8415.000,2.000,6.000,0.000,1.000,0.321,0.295,0.477,0.271,0.339,0.365,0.129,0.853,0.707,0.671
1704.000,2.611,7.000,0.000,4.000,0.278,0.543,0.711,0.713,0.137,0.457,0.646,0.381,0.669,0.586
1520.000,2.826,6.000,0.000,3.000,0.274,0.562,0.808,0.857,0.087,0.081,0.779,0.260,0.827,0.671
989.000,3.000,7.000,0.000,1.000,0.439,0.286,0.573,0.400,0.570,0.279,0.232,0.251,0.451,0.343
4721.000,3.000,7.000,0.000,3.000,0.278,0.686,0.823,0.865,0.043,0.396,0.770,0.743,0.737,0.657
2749.000,3.000,6.000,0.000,4.000,0.179,0.419,0.781,0.792,0.078,0.239,0.690,0.629,0.271,0.471
2709.000,2.000,6.000,0.000,1.000,0.316,0.333,0.455,0.485,0.372,0.330,0.608,0.534,0.865,0.700
48.000,2.000,7.000,0.000,1.000,0.118,0.219,0.444,0.547,0.390,0.284,0.755,0.344,0.812,0.671
158.000,3.000,6.000,0.000,2.000,0.236,0.324,0.839,0.810,0.737,0.107,0.631,0.324,0.925,0.700
5909.000,2.000,6.000,0.000,2.000,0.283,0.410,0.759,0.740,0.730,0.056,0.621,0.194,0.872,0.657
1717.000,2.532,7.000,0.000,3.000,0.231,0.581,0.854,0.901,0.072,0.284,0.793,0.321,0.286,0.643
3281.000,3.000,6.724,0.000,1.000,0.278,0.333,0.617,0.544,0.321,0.386,0.455,0.582,0.917,0.657
4100.000,3.000,6.450,0.000,4.000,0.259,0.524,0.687,0.650,0.274,0.426,0.556,0.474,0.767,0.529
1095.000,3.000,7.000,0.000,4.000,0.292,0.486,0.675,0.635,0.209,0.513,0.545,0.626,0.797,0.657
1494.000,3.000,7.000,0.000,1.000,0.259,0.333,0.341,0.306,0.313,0.294,0.430,0.537,0.925,0.643
3394.000,3.000,7.000,0.000,4.000,0.288,0.486,0.797,0.846,0.120,0.452,0.776,0.703,0.662,0.629
1429.000,3.000,7.000,0.000,4.000,0.344,0.438,0.620,0.543,0.146,0.523,0.447,0.711,0.474,0.200
1794.000,3.000,7.000,0.000,4.000,0.311,0.448,0.622,0.584,0.208,0.431,0.529,0.696,0.729,0.486
1620.000,3.000,7.000,0.000,1.000,0.406,0.419,0.375,0.363,0.308,0.218,0.492,0.425,0.406,0.714
4399.000,2.593,7.083,0.000,1.000,0.335,0.305,0.331,0.279,0.313,0.528,0.390,0.692,0.857,0.671
2045.000,3.000,7.000,0.000,1.000,0.222,0.457,0.490,0.482,0.256,0.528,0.543,0.629,0.887,0.686
948.000,3.000,7.000,0.000,4.000,0.283,0.438,0.747,0.741,0.260,0.533,0.643,0.660,0.474,0.686
5927.000,2.664,7.000,0.000,1.000,0.434,0.476,0.493,0.369,0.547,0.284,0.303,0.534,0.895,1.000
1540.000,3.000,7.000,0.000,3.000,0.170,0.581,0.804,0.859,0.084,0.254,0.791,0.609,0.827,0.543
2096.000,2.000,6.000,0.000,4.000,0.363,0.333,0.573,0.609,0.468,0.386,0.664,0.535,0.504,0.700
1409.000,2.000,7.000,0.000,4.000,0.212,0.486,0.683,0.627,0.132,0.792,0.514,0.385,0.053,0.486
580.000,3.000,6.000,0.000,2.000,0.278,0.457,0.825,0.903,0.919,0.066,0.845,0.259,0.887,0.686
8809.000,3.000,6.000,0.000,3.000,0.255,0.524,0.742,0.775,0.075,0.152,0.721,0.407,0.519,0.600
732.000,3.000,7.000,0.000,4.000,0.184,0.390,0.592,0.574,0.191,0.563,0.561,0.708,0.774,0.629
2993.000,3.000,7.000,0.000,0.000,0.259,0.476,0.736,0.790,0.265,0.381,0.763,0.586,0.887,0.671
1559.000,3.000,7.000,0.000,3.000,0.104,0.648,0.799,0.868,0.064,0.112,0.816,0.602,0.654,0.329
1053.000,3.000,7.000,0.000,4.000,0.325,0.486,0.670,0.672,0.209,0.487,0.631,0.368,0.188,0.200
1319.000,3.000,5.984,0.000,1.000,0.358,0.333,0.535,0.481,0.521,0.391,0.464,0.764,0.729,0.700
6676.000,2.000,5.000,0.000,2.000,0.321,0.324,0.654,0.644,0.872,0.096,0.600,0.256,0.887,0.729
5630.000,2.000,6.000,0.000,1.000,0.358,0.343,0.612,0.578,0.339,0.452,0.534,0.458,0.797,0.686
1037.000,2.978,7.000,0.000,4.000,0.292,0.686,0.727,0.748,0.090,0.371,0.691,0.582,0.714,0.543
8708.000,2.664,7.000,0.000,4.000,0.358,0.390,0.429,0.349,0.222,0.614,0.369,0.715,0.511,0.586
1584.000,2.570,6.000,0.000,1.000,0.316,0.333,0.510,0.526,0.380,0.371,0.598,0.509,0.940,0.729
1446.000,3.000,7.000,0.000,1.000,0.165,0.267,0.451,0.488,0.335,0.350,0.621,0.131,0.805,0.600
1215.000,2.610,7.000,0.000,4.000,0.274,0.524,0.797,0.775,0.068,0.396,0.630,0.614,0.398,0.629
156.000,2.599,7.000,0.000,4.000,0.302,0.390,0.658,0.680,0.222,0.406,0.666,0.620,0.376,0.129
73.000,2.000,7.000,0.000,3.000,0.146,0.743,0.822,0.897,0.063,0.239,0.836,0.584,0.436,0.543
1471.000,3.000,6.000,0.000,2.000,0.278,0.495,0.854,0.870,0.722,0.086,0.729,0.494,0.827,0.614
894.000,2.485,7.000,0.000,3.000,0.123,0.533,0.822,0.892,0.052,0.188,0.828,0.360,0.714,0.571
4752.000,2.404,6.000,0.000,2.000,0.274,0.419,0.885,0.891,0.747,0.030,0.717,0.434,0.744,0.600
1731.000,3.000,6.565,0.000,4.000,0.264,0.457,0.689,0.707,0.231,0.426,0.671,0.755,0.880,0.671
1400.000,3.000,6.000,0.000,4.000,0.311,0.390,0.635,0.609,0.333,0.371,0.560,0.652,0.835,0.657
1149.000,2.000,7.000,0.000,4.000,0.344,0.476,0.543,0.487,0.174,0.772,0.463,0.730,0.820,0.643
1626.000,2.000,7.000,0.000,4.000,0.160,0.438,0.737,0.758,0.108,0.538,0.694,0.634,0.564,0.514
1760.000,2.000,6.000,0.000,4.000,0.156,0.390,0.616,0.554,0.275,0.401,0.478,0.658,0.677,0.657
2455.000,2.000,7.000,0.000,4.000,0.288,0.533,0.675,0.565,0.260,0.391,0.400,0.689,0.857,0.700
2907.000,3.000,7.000,0.000,4.000,0.231,0.486,0.729,0.690,0.257,0.543,0.566,0.694,0.571,0.357
1266.000,3.000,7.000,0.000,1.000,0.382,0.467,0.459,0.472,0.257,0.772,0.574,0.627,0.932,0.743
1281.000,3.000,7.000,0.000,4.000,0.330,0.486,0.664,0.680,0.214,0.467,0.656,0.408,0.932,0.686
