time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
703,3.059,7.048,Failed,21.42,1.9,9.5,35.75,33.19,399,11.1,-2.56,21,10.39,-0.18,-0.11
1597,2.683,5.633,Failed,22.7,1.96,9.5,40.9,39.97,1007,7,-0.93,21,13.11,-0.29,-0.13
8809,2.575,6.27,Failed,21.45,1.99,11.1,39.8,38.54,184,7.1,-1.26,84,11.18,-0.55,-0.06
183,2.63,6.197,Failed,22.97,2.01,17.4,41.62,40.47,187,7,-1.15,76,15.68,-0.35,-0.07
2617,2.175,7.009,Failed,25.67,1.52,11.5,38.89,38.69,117,8.4,-0.2,395,9.88,-0.9,-0.45
18411,2.846,6.03,Failed,18.53,1.75,11.6,42.73,42.08,438,6,-0.65,21,13.27,-0.96,-0.79
504,2.83,7.256,Failed,23.67,1.75,12.6,40.3,39.8,162,10.2,-0.5,195,8.7,-0.56,-0.35
2681,2.804,6.414,Failed,20,2.18,8.9,35.28,32.13,417,9.2,-3.15,32,10.55,-0.3,-0.07
2848,2.417,6.43,Failed,26.3,2.2,9.1,34.72,31.62,517,16,-3.1,32,14.26,-0.35,0.04
9197,2.464,6.409,Failed,21.98,2.2,10,38.76,36.17,325,12.2,-2.59,32,11.7,-0.46,-0.22
1640,2.472,6.413,Failed,23.33,2.02,9.9,41.6,37.3,312,11.4,-4.3,40,11.99,-0.28,-0.11
5408,2.58,6.577,Failed,21.48,2.21,9.8,37.5,35.62,281,11.8,-1.88,44,14.08,-0.17,-0.04
2804,2.348,6.79,Failed,19.33,2.14,9.4,36.15,32.62,468,17.9,-3.53,32,14.45,0.03,0.06
1503,2.422,6.313,Failed,19.28,2.16,10,36.67,32.13,441,18.3,-4.54,32,14.78,-0.82,-0.22
1286,2.57,7.169,Failed,20.72,2.03,12.8,42.91,41.69,228,12.2,-1.22,92,10.88,-0.33,-0.14
1120,2.633,6.355,Failed,20.95,2.2,10.4,38.27,35.87,517,14.8,-2.4,21,14.15,-0.73,-0.12
94,2.59,6.373,Failed,21.62,1.8,7.3,35.72,34.51,542,8.2,-1.21,31,10.25,-0.02,0
1690,2.35,7.07,Failed,21,2.15,10.6,38.9,36.59,339,12.4,-2.31,32,10.4,-0.48,-0.11
2588,2.634,5.632,Failed,22.43,2.06,10,39.98,36.39,1162,6.2,-3.59,21,7.63,-0.04,0
2558,2.79,6.487,Failed,20.67,2.04,10.1,39.98,38.53,391,11.5,-1.45,32,12.4,0,0
2994,2.63,6.582,Failed,22.37,1.93,10.7,39.97,37.29,350,11.5,-2.68,40,15.62,-1.41,-0.48
1745,2.92,6.158,Failed,25.6,2.23,8.8,34.58,29.64,1014,14.8,-4.94,21,13.74,-0.16,-0.04
2455,2.982,6.545,Failed,18.02,2.23,9.5,33.58,30.49,396,8.4,-3.09,31,9.17,-0.36,-0.07
1448,2.79,5.902,Failed,21.8,2.1,12.4,41.45,39.11,1090,7.3,-2.34,21,11.41,-0.2,-0.02
1665,2.502,6.67,Failed,22.58,2.07,10.6,36.58,32.36,424,14.5,-4.22,45,14.9,-0.13,-0.01
1163,2.71,7.043,Failed,21.4,2.06,10.4,35.25,32.21,426,20,-3.04,44,14.49,-0.02,0
1152,2.73,7.331,Failed,22.17,2.14,10.3,34.48,29.09,507,15,-5.39,22,14.99,-0.33,-0.11
1573,2.578,6.406,Failed,24.43,2.14,9.6,35.61,32.25,848,9.8,-3.36,21,11.88,0.05,0.04
1621,2.605,6.595,Failed,23.63,2.13,11.5,37.44,33.96,491,13.9,-3.48,32,15.16,-0.32,0.01
2886,2.536,7.039,Failed,22.97,1.95,12.8,41.38,40.24,196,6,-1.14,86,10.28,-0.32,-0.16
764,2.684,6.509,Failed,23.6,2.07,10.8,33.84,30.87,447,7.2,-2.97,21,13.89,-0.08,0
1082,2.374,7.193,Failed,23.63,1.98,11.5,38.89,36.33,237,14.4,-2.56,136,13.48,-0.19,0
4082,2.667,6.599,Failed,22.2,1.86,8.4,35.43,33.72,540,11.4,-1.71,22,7.22,-0.12,-0.04
941,2.812,7.271,Failed,21.18,2.09,11.9,35.71,30.3,669,8.9,-5.41,21,11.5,-0.35,0.26
1723,2.386,6.75,Failed,20.18,1.88,13.6,39.93,39.33,198,6.8,-0.6,76,11.73,-0.08,-0.06
924,2.576,5.631,Failed,22.23,2.07,10.1,36.64,33.55,1136,7.3,-3.09,21,11.62,-0.21,0
580,2.65,5.789,Failed,25.45,2.04,10.4,41.06,40.92,1295,5.4,-0.14,21,9.74,-0.06,0
1617,2.435,6.522,Failed,18.22,2.25,10,35.51,31.75,1037,6.5,-3.76,21,9.5,-0.34,-0.02
8705,2.41,6.486,Failed,21.5,2.06,9.1,35.18,30.11,495,7.8,-5.07,21,11.65,-0.41,0.12
1150,2.559,6.464,Failed,23.78,2.1,12.2,41.56,41.02,196,7.6,-0.54,101,12.28,-0.05,-0.01
884,2.887,6.676,Failed,24.6,2.15,9,37.3,34.43,363,11.7,-2.87,32,14.85,-0.26,-0.03
2236,2.744,6.511,Failed,28.03,1.98,16.8,41.31,40.54,187,5.7,-0.77,97,11.72,-0.11,-0.05
1883,2.468,6.097,Failed,22.47,2.03,8,33.05,29.84,760,10.6,-3.21,21,12.81,-0.08,-0.01
1214,2.62,6.355,Failed,20.5,2.09,10.1,39.49,36.25,316,13.2,-3.24,35,12.97,-0.52,-0.12
6684,2.52,5.137,Failed,24.07,2.15,9,38.5,35.27,1153,6.5,-3.23,21,12.08,-0.09,0.01
1335,2.653,6.61,Failed,21.23,2.13,10,36.63,31.55,472,15.5,-5.08,32,15.65,-0.17,-0.06
2597,2.33,7.056,Failed,21.53,2.03,11,38.85,35.55,360,17.7,-3.3,36,14.62,-0.64,0
1090,2.775,6.472,Failed,21.63,1.73,5.7,31.33,29.35,642,8.7,-1.98,20,7.84,0.09,0
1152,2.665,5.333,Failed,19,1.99,10.4,41.38,38.62,1541,5.2,-2.76,21,12.29,-0.07,-0.02
436,2.414,6.626,Failed,24.3,1.54,5.1,32.19,29.37,912,6.4,-2.82,21,5.68,0.36,-0.09
1226,2.39,6.399,Failed,18.37,2,10.4,39.5,37.52,321,12.4,-1.98,40,13.1,-0.15,-0.06
10025,3.087,6.309,Failed,21.65,2.17,8.4,35.95,33.69,463,11.4,-2.26,21,9.98,-0.32,-0.07
132,2.76,6.831,Failed,22.82,1.88,9.4,39.63,37.5,171,11.6,-2.13,145,10.64,-0.19,-0.12
1265,2.721,6.979,Failed,21.6,1.81,11.2,40.97,39.63,199,12,-1.34,96,13.09,-0.44,-0.06
450,2.813,6.983,Failed,22.92,2.19,8,28.68,22.97,507,21.2,-5.71,76,14.93,-0.06,-0.04
1232,3.026,4.951,Failed,23.28,2.01,9.5,41.45,40.14,1401,5.5,-1.31,21,13.65,0.01,0.02
1481,2.57,5.74,Failed,22.8,2.17,8.8,33.53,30.42,1397,7.7,-3.11,21,11.85,-0.01,0.03
3741,2.591,6.731,Failed,21.78,1.95,9.6,40.41,35.01,360,14.1,-5.4,36,16.01,-1.43,-0.6
900,2.41,6.714,Failed,21.83,2.15,9.6,38.3,34.36,458,11.3,-3.94,32,14.99,-0.2,-0.03
1429,2.513,6.771,Failed,25.75,2.06,11.2,37.2,35.16,294,11.8,-2.04,65,12.73,-0.01,-0.02
2379,2.377,7.253,Failed,25.6,2.22,10.5,33.63,30.54,435,12.4,-3.09,22,12.54,-0.36,-0.01
1044,2.373,6.798,Failed,18.02,2.13,10.3,39.51,36.84,365,13.4,-2.67,32,13.97,-0.34,-0.15
2503,2.438,6.326,Failed,17.85,2.14,9.8,34.49,31.21,499,7.7,-3.28,21,11.9,-0.08,-0.03
424,2.342,6.868,Failed,24.47,2.15,11.1,38.62,37.22,341,12.1,-1.4,32,12.39,0,0.02
8439,2.698,6.695,Failed,27.22,2.21,11.6,44.01,43.3,415,5.3,-0.71,21,12.36,-0.13,0.02
2781,2.466,7.062,Failed,25.12,1.97,12.6,40.95,40.28,142,7.9,-0.67,264,8.95,-0.3,-0.28
3978,2.7,7.399,Failed,22.43,1.81,11.8,40.77,40.11,184,7.2,-0.66,96,10.62,-0.25,-0.06
1864,2.678,6.989,Failed,19.63,1.97,13.9,41.14,40.64,171,8.3,-0.5,136,9.82,-0.26,-0.07
1076,2.668,5.812,Failed,22.83,1.96,9.7,40.36,39.06,1044,4.9,-1.3,21,10.45,-0.27,-0.06
8668,2.632,6.916,Failed,21.68,2,12.7,40.71,40.28,138,13.4,-0.43,264,13.3,-0.58,-0.16
677,2.509,6.263,Failed,21.55,2.25,8.8,32.88,27.46,633,8,-5.42,21,11.71,-0.21,0.02
5657,2.742,6.857,Failed,22.53,2.11,9.5,38.77,34.37,448,13.1,-4.4,32,16.6,-0.71,-0.07
1406,2.599,7.059,Failed,24.17,1.98,9.9,38.78,37.38,302,12.5,-1.4,32,14.18,-0.47,-0.2
2370,3.024,6.673,Failed,21.03,2.26,10.3,38.51,36.68,269,11.8,-1.83,41,13.27,-0.71,-0.06
2951,2.554,5.082,Failed,26.28,2.25,8.4,37.79,35.21,1051,6.2,-2.58,21,12.87,-0.14,0.05
1494,2.629,6.44,Failed,21.1,2.3,9.3,36.87,33.11,320,11.7,-3.76,40,13.58,-0.66,-0.09
6933,2.56,6.984,Failed,18.78,1.95,13.9,41.2,39.94,150,12.1,-1.26,252,14.12,-0.94,-0.06
2919,2.59,6.668,Failed,18.85,1.92,11.7,41.08,40.49,182,8.7,-0.59,111,12.68,-0.66,0.01
1844,2.58,6.911,Failed,27.02,2.14,9.8,35.99,33,267,21.3,-2.99,81,15.78,-0.4,-0.07
1620,2.63,6.722,Failed,22.9,2.14,9.9,38.28,35.96,422,11.3,-2.32,31,12.99,-0.71,-0.02
2545,2.817,6.086,Failed,23.13,2.01,9.5,42.05,40.51,1125,5.5,-1.54,21,12.39,-0.34,-0.09
1272,2.62,6.331,Failed,21.72,2.05,9.4,40.58,37.2,1272,6.4,-3.38,214,12.59,-0.2,0.02
3792,2.771,5.45,Failed,23.57,2,9.4,40.85,40,1105,5.4,-0.85,21,10.08,0,0.01
2682,2.388,7.329,Failed,22.68,2.06,10.2,39.93,38.08,208,12.2,-1.85,76,11.55,-0.96,-0.04
2566,2.428,7.167,Failed,22.68,2.01,10.3,41.68,40.31,195,9.9,-1.37,96,10.7,-0.93,-0.1
1476,2.823,6.903,Failed,21.48,2.04,9.8,34.73,32.06,357,8.6,-2.67,35,11.36,-0.11,-0.03
214,2.77,6.347,Failed,21.4,1.7,9.4,37.68,34.54,752,13,-3.14,22,13.95,-0.46,0
1266,2.69,5.523,Failed,20.43,2.01,10,41.99,40.13,1312,4.9,-1.86,21,9.1,-0.06,0.03
2513,2.663,7.015,Failed,22.43,2,10.1,39.24,37.02,365,18.7,-2.22,35,14.07,-1.17,-0.27
2082,2.61,6.492,Failed,25.53,2,9.6,36.6,33.54,702,13,-3.06,21,14.11,-0.29,0
2560,2.722,6.73,Failed,22.25,0.02,13.2,49.83,48.38,241,12.6,-1.45,76,18.4,-2.58,-1.64
133,2.721,6.56,Failed,24.83,2.04,10.2,37.49,34.76,515,12.1,-2.73,32,13.77,-0.17,-0.03
948,2.264,7.286,Failed,27.88,2.09,9.8,39.9,38.14,422,11.5,-1.76,32,12.94,-0.02,0.02
3144,2.585,7.036,Failed,22.55,1.74,11.9,39.03,35.17,448,14.9,-3.86,21,13.11,-0.8,-0.33
2663,2.631,6.48,Failed,22.88,2,23,40.34,39.87,149,4.4,-0.47,75,8.11,-0.3,-0.04
2251,2.535,7.111,Failed,21.87,1.74,12,40.15,40.04,168,8.6,-0.11,137,10.38,-0.11,-0.06
1536,2.565,6.492,Failed,20.85,2.17,11.4,34.47,29.03,610,14.4,-5.44,32,16.32,-0.14,-0.02
1510,2.488,6.378,Failed,24.65,2.12,8.6,38.78,35.72,1011,9.8,-3.06,21,13.36,-0.14,0.07
1031,2.601,6.365,Failed,24.5,2.3,8.4,34.1,30.4,488,16.4,-3.7,31,15.19,0.03,0
3167,2.328,6.961,Failed,26.28,1.97,14.6,40.46,40.33,164,9.2,-0.13,135,11.7,-0.33,0.02
489,2.13,5.627,Failed,21.22,1.96,9.8,42.19,41.02,1006,5.8,-1.17,22,10.39,-0.04,0.04
1489,2.726,6.394,Failed,22.7,2.11,10.8,34.62,32.66,266,9.3,-1.96,40,12.18,-0.32,-0.05
1344,2.822,6.959,Failed,23.92,2,13,40.69,40.18,184,6.7,-0.51,112,11.86,-0.48,-0.1
1750,2.574,6.159,Failed,23.97,1.9,12.5,41.19,40.73,188,5.4,-0.46,99,11.5,-0.23,-0.1
6299,2.35,5.411,Failed,24.02,2.17,9.8,37.35,33.13,401,13.1,-4.22,32,15.21,-0.41,-0.16
1666,2.51,6.051,Failed,27.2,2.13,8.9,35.38,32.47,478,7.7,-2.91,21,13.08,-0.01,0.05
2593,2.29,5.138,Failed,20.75,2.19,9.5,39.57,36.29,1161,5.7,-3.28,21,11.91,-0.03,0.04
7654,2.328,6.751,Failed,21.47,2.09,9.8,38.15,36.26,402,11.8,-1.89,31,14.32,-0.1,0.02
1649,2.63,6.599,Failed,27.02,1.99,12.3,41.06,40.51,156,7.6,-0.55,161,13.63,-0.31,-0.1
1336,2.726,7.08,Failed,20.48,2.06,11.3,40.56,40.07,280,11.9,-0.49,63,10.25,-0.25,-0.03
1252,2.53,7.316,Failed,21.6,1.52,6.1,32.73,31.67,384,18.7,-1.06,135,6.87,0.07,-0.04
183,2.81,7.25,Failed,21.53,2.08,11.5,39.16,39.03,159,9.6,-0.13,167,12.45,-0.15,-0.05
1016,2.688,5.713,Failed,24.27,2.07,9.6,36.37,31.75,1060,6.1,-4.62,21,10.78,-0.03,-0.01
1419,2.526,5.719,Failed,20.63,1.99,10.4,41.01,39.59,1005,5.9,-1.42,21,10.44,-0.19,-0.01
129,2.72,5.7,Failed,23,2.08,9.4,40.05,37.03,1250,6.5,-3.02,21,11.72,-0.06,-0.01
84,2.977,5.18,Failed,21.78,2.02,9.3,40.43,38.02,1001,5.5,-2.41,21,11.47,-0.49,-0.02
45,2.84,7.068,Failed,22.63,2.16,11.3,38.41,36.03,395,14.2,-2.38,32,13.96,-0.72,-0.19
4058,2.528,6.207,Failed,20.27,2.05,9.6,32.95,32.37,342,11,-0.58,64,9.54,-0.64,-0.23
1232,2.953,5.207,Failed,23.3,2.01,9.2,40.84,39.84,1082,5.5,-1,21,9.87,0.01,0.01
4026,2.702,5.654,Failed,21.6,0.69,10.4,44.07,42.95,551,4.8,-1.12,21,11.51,-0.43,-0.91
1544,2.43,6.901,Failed,27.75,2.16,9.8,37.74,34.2,567,14.3,-3.54,21,14.23,-0.12,0.01
1105,2.72,7.044,Failed,18.05,2,11.4,41.28,40.02,257,12,-1.26,81,12.71,-0.46,-0.12
60,2.589,5.991,Failed,18.33,2.07,9.4,36.95,34.17,472,11.6,-2.78,32,12,-0.16,-0.02
1326,2.797,6.92,Failed,19.85,1.72,12.4,40.24,38.83,247,12.4,-1.41,81,11.31,-0.99,-0.54
302,2.676,7.007,Failed,23.02,2.04,11.4,40.94,40.05,147,9.6,-0.89,278,13.71,-0.36,-0.18
3973,2.681,6.301,Failed,27.88,2.14,9.9,40.12,37.56,1078,7.1,-2.56,22,10.38,-0.02,0.01
65,2.573,7.069,Failed,21.57,1.91,10.9,39.94,39.66,180,9.4,-0.28,91,11.4,0.05,0.01
4264,2.517,7.142,Failed,21.82,1.76,11.3,39.97,38.39,377,14.3,-1.58,32,13.35,-0.39,-0.18
217,2.669,5.95,Failed,22.63,2.13,10.3,36.7,32.53,667,15.4,-4.17,21,11.13,-0.59,-0.19
1398,2.804,6.899,Failed,19.25,2.32,9.4,34.86,30.27,692,10.8,-4.59,31,11.22,-0.73,0.4
1110,2.722,5.762,Failed,25.7,2.1,9.4,41.2,37.85,1072,6.4,-3.35,10,11.21,-0.28,-0.08
1220,2.731,7.353,Failed,20.97,2.33,11.4,33.64,29.39,345,29.6,-4.25,31,15.99,-0.2,-0.26
2385,2.748,6.931,Failed,23.07,1.86,10.3,36.51,34.35,223,24.7,-2.16,76,10.37,-0.15,-0.11
281,2.767,6.238,Failed,25.25,1.97,14.4,40.52,40.17,131,8.9,-0.35,334,10.92,-0.27,-0.05
1234,2.665,6.236,Failed,22.33,2,9.5,39.11,36.8,370,11.8,-2.31,31,10.71,-0.97,-0.1
157,2.536,6.685,Failed,20.5,1.99,10.2,40.09,38.74,480,11.8,-1.35,21,11.31,-0.22,-0.05
1549,2.193,6.468,Failed,22.53,2.03,9.1,38.12,33.43,496,12.7,-4.69,32,12.9,-0.32,-0.03
76,2.655,7.219,Failed,22.18,2.09,9.8,36.94,34.02,300,13,-2.92,36,11.68,-0.28,-0.11
1513,2.549,6.724,Failed,22.08,2.07,10,37.97,34.29,517,16.1,-3.68,36,13.95,-0.38,-0.18
2004,2.445,6.574,Failed,22.52,1.96,12.5,40.38,38.52,261,12.8,-1.86,76,13.12,-0.42,-0.19
1321,2.492,6.687,Failed,23.98,1.91,11.3,39.73,38.49,195,8.8,-1.24,100,12.33,-0.27,-0.21
46,2.665,6.524,Failed,21.72,2.11,9.1,34.77,32.05,641,7.3,-2.72,21,13.23,-0.11,-0.01
1259,2.462,6.469,Failed,20.57,2.05,10.5,40.88,39.03,1904,6.6,-1.85,21,11.7,-0.18,0
7345,2.29,6.67,Failed,24.33,2.1,9.1,37.77,35.06,466,11.8,-2.71,32,13.38,-0.07,-0.11
8199,2.43,6.417,Failed,22.08,2.2,9.2,38.11,34.72,475,14.3,-3.39,21,13.63,-0.5,-0.29
3176,2.66,6.574,Failed,27.03,2.08,11,39.22,36.04,305,14.3,-3.18,81,14.69,-0.33,-0.09
2123,2.644,5.925,Failed,24.5,2.21,10.1,38.25,35.05,465,12.4,-3.2,32,13.27,-0.49,-0.02
2699,2.65,7.383,Failed,21.55,2.05,10.6,33.27,31.26,291,11.4,-2.01,35,12.55,-0.56,-0.02
1456,2.765,6.779,Failed,22.28,1.8,8.3,35.07,33.8,561,11.7,-1.27,32,7.55,-0.17,-0.04
1411,2.71,6.888,Failed,23.52,2,12.7,40.04,39.56,191,8.8,-0.48,106,10.19,-0.2,-0.04
2924,2.655,5.686,Failed,23.23,2.04,9.2,38.66,36.51,1057,6.2,-2.15,21,11.75,-0.51,-0.13
1495,2.64,5.857,Failed,20.53,2.02,10.2,41.29,39.25,1574,5.5,-2.04,21,10.52,-0.1,0.01
14396,2.665,7.183,Failed,20.23,2.02,11.1,40.63,39.75,199,8.8,-0.88,81,9.8,-0.49,-0.1
1274,2.708,6.91,Failed,20.88,2.04,11.1,41.25,39.21,346,12.3,-2.04,36,15.13,-0.43,-0.07
2192,2.67,6.786,Failed,22.33,2.04,9.9,37.53,34.14,470,11.8,-3.39,35,13.61,-0.29,-0.06
1770,2.775,6.229,Failed,22.68,2.13,9.1,36.1,30.93,772,8.3,-5.17,21,13.58,-0.32,-0.04
1718,2.663,7.103,Failed,18,2.07,10.4,37.92,35.51,266,17.2,-2.41,76,10.83,-1.22,-0.24
85,2.74,6.238,Failed,21.73,2.05,12.8,40.83,38.38,1002,6,-2.45,21,13.01,-0.15,-0.02
1387,2.57,7.021,Failed,20.3,2.07,10.1,35.45,31.62,500,10.5,-3.83,21,11.57,-0.18,-0.05
1150,2.66,6.891,Failed,24.73,2.04,10.7,39.32,37.18,315,11.3,-2.14,35,14.14,-0.15,-0.05
1744,2.65,6.888,Failed,22.98,2.06,14.3,41.29,40.89,149,10.5,-0.4,246,13.73,-0.33,-0.16
5670,2.752,6.88,Failed,19.07,1.85,8.7,34.61,32.85,494,12.8,-1.76,32,7.9,-0.23,-0.4
2658,2.543,6.955,Failed,22.53,2.07,12.5,40.76,40.69,157,9.7,-0.07,242,11.96,-0.45,-0.09
1884,2.718,6.018,Failed,20.98,1.88,7.8,33.44,31.28,1010,9.2,-2.16,31,9.97,-0.12,-0.02
4049,2.758,7.182,Failed,24.02,1.97,12,40.63,39.97,191,7.1,-0.66,97,9.34,-0.26,-0.09
1802,2.326,5.947,Failed,21.48,2.01,10.3,42.49,40.9,1304,5.4,-1.59,21,10.22,-0.15,-0.01
1255,2.39,6.586,Failed,22.52,2.09,9.8,36.92,33.79,429,13.1,-3.13,32,12.19,-0.4,-0.12
165,2.352,6.998,Failed,20.53,1.88,10.7,40.67,39.13,235,13.9,-1.54,64,13.25,-0.56,-0.1
1523,2.653,7.015,Failed,22.1,2.1,10.1,35.74,32.52,354,24.1,-3.22,36,13.7,-0.48,-0.26
3949,2.64,6.89,Failed,22.57,2.01,10.5,38.8,36.99,304,11.3,-1.81,36,11.76,-0.56,-0.24
2626,2.487,6.355,Failed,25.48,2,10.9,40.82,39.71,1119,7.5,-1.11,21,10.23,-0.08,0
6352,2.499,6.453,Failed,21.98,1.99,8.8,35.43,31.01,710,10.2,-4.42,21,12.86,-0.74,-0.02
1613,2.672,7.27,Failed,25.02,1.91,11.2,40.17,33.81,199,12.3,-6.36,279,15.38,-0.54,-0.05
529,2.789,6.936,Failed,22.83,2.04,9.2,38.02,34.52,447,11.4,-3.5,21,13.91,-0.28,-0.11
5738,2.793,7.031,Failed,22.37,2.05,9.2,38.61,35.32,482,13.8,-3.29,21,11.75,-0.35,-0.07
1660,2.508,6.386,Failed,21.35,2.01,12.2,41.06,41.09,156,6.7,0.03,196,12.5,-0.3,-0.14
1532,2.426,6.746,Failed,23.98,1.94,12.2,41.19,40.85,143,6.4,-0.34,265,10.28,-0.31,-0.18
1144,2.855,6.674,Failed,24.62,2.21,10.9,37.57,35.14,215,14,-2.43,75,13.64,-0.17,-0.08
1340,2.535,6.482,Failed,28.05,1.95,15.1,41.3,40.82,287,6,-0.48,35,11.44,-0.07,-0.03
1159,2.725,7.085,Failed,20.17,2.09,11.1,38.8,36.86,310,12.1,-1.94,44,12.61,-0.27,-0.08
3401,2.583,7.159,Failed,27.22,2.19,10.8,39.98,38.8,172,12.9,-1.18,32,12.22,-0.01,0.02
4110,2.54,6.37,Failed,24.28,2.17,9.3,34.8,29.61,719,10.2,-5.19,31,14.94,-0.06,0.01
9768,2.56,6.081,Failed,16.82,2.11,10.4,35.57,33.61,669,5.1,-1.96,22,11.27,-0.05,-0.03
1466,2.492,5.741,Failed,28.27,2.03,11.1,41.46,40.46,1170,4.6,-1,21,13.28,-0.15,-0.04
529,2.61,6.341,Failed,18.07,1.97,10.6,41.11,40.79,171,7.6,-0.32,103,13.63,-0.59,-0.17
156,2.505,6.619,Failed,21.58,2.18,9.7,36.93,35.18,451,17.9,-1.75,32,14.6,-0.15,-0.04
2438,2.976,7.072,Failed,21.47,2.25,9.4,35.1,30.48,345,23.9,-4.62,35,14.77,-0.23,-0.06
441,2.726,5.702,Failed,24.32,1.98,11.8,41.21,38.46,1362,5.8,-2.75,21,11.3,-0.22,-0.07
2645,2.555,6.757,Failed,28.27,1.59,8.6,32.52,31.73,477,8,-0.79,32,7.94,-0.06,-0.03
1689,2.741,7.073,Failed,21.48,2.04,10.5,39.79,37.84,297,12.5,-1.95,40,15.17,-0.31,-0.06
1492,2.81,5.377,Failed,22.37,2.03,9.2,39.16,37.04,1219,5.1,-2.12,21,10.99,-0.08,-0.01
910,2.834,6.259,Failed,22.88,1.9,8.5,36.58,34.51,340,14.4,-2.07,32,11.89,-0.06,-0.1
1420,2.78,6.568,Failed,25.62,2.27,9.7,34.42,30.64,429,11.7,-3.78,21,12.75,-0.25,-0.06
277,2.75,6.242,Failed,21.88,2.05,11.7,40.91,38.87,1061,7,-2.04,21,11.34,-0.22,-0.03
1095,2.6,6.112,Failed,23.95,1.98,10.4,41.28,39.26,1175,5.3,-2.02,21,12.08,-0.02,0
1871,2.501,7.131,Failed,16.1,1.86,10.8,40.84,39.47,273,14.3,-1.37,40,12.33,-1.04,-0.14
3863,2.67,6.708,Failed,21.37,2.09,10.7,39.87,37.64,310,11.5,-2.23,40,11.17,0,0.04
1201,2.401,6.571,Failed,22.2,2.03,10.4,35.46,32.75,413,8.4,-2.71,22,13.76,-0.72,-0.25
1192,2.369,6.712,Failed,22.12,1.99,9.6,34.31,30.45,463,8,-3.86,32,10.08,-0.6,-0.18
119,2.716,7.072,Failed,21.4,2.15,10,38.15,35.88,313,14.6,-2.27,52,11.01,-0.1,-0.02
783,2.832,6.653,Failed,26.93,2.13,10.2,37.71,34.98,316,13.3,-2.73,10,12.4,-0.27,-0.06
774,2.756,7.053,Failed,25.9,2.19,11.1,39.58,38.41,242,12.2,-1.17,40,10.51,-0.43,-0.22
1505,2.75,7.23,Failed,23.65,1.94,13,40.86,40.38,176,7.8,-0.48,135,9.46,-0.2,-0.02
1169,2.576,6.94,Failed,22.65,2.02,12.7,39.9,38.16,354,11.3,-1.74,32,12.39,-0.76,-0.06
1101,2.646,6.302,Failed,21.22,2.01,10,36.46,33.34,395,11.3,-3.12,32,14.12,-0.13,-0.2
926,2.78,5.764,Failed,27.32,2,10.6,41.18,40.36,1410,5.9,-0.82,21,11.79,-0.08,0
4006,2.745,6.342,Failed,22.67,1.93,6.8,30.11,26.77,1173,10.4,-3.34,21,8.8,-0.11,-0.01
18492,2.591,7.291,Failed,19.92,2.27,10.9,37.38,35.04,231,21.8,-2.34,88,11.06,-0.59,-0.08
1432,2.648,6.174,Failed,23.67,2.21,8.4,36.61,32.31,1234,6.6,-4.3,21,9.8,-0.16,-0.02
2766,2.646,6.441,Failed,23.08,2.06,10.5,36.68,33.53,615,13.5,-3.15,21,17.23,-0.8,-0.2
8197,2.203,6.393,Failed,22.08,2.11,9.6,39.1,36.78,390,11.5,-2.32,32,12.47,-0.42,-0.22
3244,2.15,6.426,Failed,22.4,1.98,11.7,41.5,40.85,117,6.8,-0.65,418,16.63,-0.48,-0.18
1197,2.465,6.541,Failed,18.83,2.12,10.1,37.46,33.59,344,15.8,-3.87,45,15.5,-0.65,-0.05
1296,2.48,6.675,Failed,22.15,2.08,10,37.13,34.79,274,12.5,-2.34,65,11.74,-0.06,0
2434,2.68,6.739,Failed,23.12,1.98,10.2,40.25,38.22,330,11.5,-2.03,40,11.46,-0.06,0.03
3,2.681,6.605,Failed,23.07,2.06,9.3,38.21,35.32,397,12.9,-2.89,32,12.38,-0.02,0.03
1161,2.81,6.188,Failed,24.32,2.03,11.8,39.65,37.09,1039,6.4,-2.56,21,11.71,-0.19,-0.07
2038,2.62,6.304,Failed,21.5,2.19,10.5,39.24,37.78,377,11.8,-1.46,32,11.27,-0.15,0
1186,2.833,5.555,Failed,22.67,2.09,10.9,40.16,37.51,1021,5.9,-2.65,21,11.76,-0.28,-0.07
408,2.429,5.945,Failed,24.35,1.94,7.6,34.49,33.32,814,6.4,-1.17,21,8.23,-0.28,-0.13
488,2.819,6.389,Failed,21.53,2.04,11.2,40.13,39.14,388,11.7,-0.99,31,12.22,-0.14,-0.04
84,2.956,5.792,Failed,21.13,1.97,10.8,41.57,40.74,1001,5.9,-0.83,21,11.19,-0.22,-0.08
1153,2.733,5.901,Failed,22.97,2.11,9.1,36.78,33.94,633,11.9,-2.84,22,12.77,-0.16,-0.05
891,2.773,6.406,Failed,22.35,2.08,9.3,37.71,34.07,539,13.9,-3.64,20,12.71,-0.33,-0.12
1755,2.988,5.886,Failed,23.03,6.93,11,41.39,37.2,526,-999998,-4.19,21,12.84,-0.57,-0.22
1962,2.683,6.673,Failed,21.32,2.18,9.6,36.92,34.12,416,11.6,-2.8,36,12.39,-0.16,0.02
1726,2.46,7.231,Failed,22.58,2.36,10.3,34.83,30.2,417,9.3,-4.63,35,13.53,-0.14,0.12
