time_betw_scan_hours,CA,YM,Class,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1395,2.525,5.938,Failed,0.23,1.5,0.77,533,3.9,3.42
67,2.675,5.977,Failed,0.06,1.2,1.81,162,15.5,3.01
2214,2.649,6.241,Failed,0.96,1.8,13.36,1086,0.6,4.26
4026,2.702,5.654,Failed,1.57,0.4,6.87,49,0.8,0.12
2364,2.54,6.599,Failed,0.08,0.4,1.13,256,5.8,1.61
2373,2.434,7.286,Failed,0.27,0.3,0.66,361,18.2,2.6
2529,2.708,6.535,Failed,0.24,0.5,3.47,114,5.7,1.38
1267,2.658,6.611,Failed,0.24,1,1.58,118,7,1.08
1621,2.605,6.595,Failed,0.19,1.5,0.64,109,8.3,2.48
1962,2.683,6.673,Failed,0.14,0.4,0.42,184,6,1.8
2349,2.732,6.582,Failed,0.27,2.7,4.19,465,1.5,0.43
795,2.527,6.747,Failed,0.19,0.5,2.25,115,2,1.73
1132,2.51,5.697,Failed,0.25,1.4,4.36,444,0,0.15
4399,2.593,7.083,Failed,0.16,1.2,3.24,103,8.9,3.23
2597,2.215,6.379,Failed,0.12,1,0.44,43,6.8,2.48
2275,2.477,6.245,Failed,0.15,1.2,0,486,0.2,4.6
2460,2.843,6.405,Failed,0.17,1.6,2.52,147,6.2,0.51
1220,2.731,7.353,Failed,0.08,1.4,3.56,255,24,3.25
1296,2.48,6.675,Failed,0.19,0,0.33,326,6.9,1.34
1390,2.99,6.008,Failed,0.11,1.5,6.18,440,9.7,2.92
1613,2.672,7.27,Failed,0.41,1.2,3.17,401,6.7,5.36
8423,2.516,6.677,Failed,0.28,0.4,0.39,248,6.6,1.61
3359,2.576,6.583,Failed,0.02,0.3,0.12,252,8.6,0.97
8306,2.299,6.471,Failed,0.19,1.6,0.62,142,9.9,3.91
3792,2.771,5.45,Failed,0.26,0.6,3.85,505,0.2,0.15
789,2.698,6.177,Failed,0.34,6.5,4.3,376,0.1,0.53
2836,2.768,6.479,Failed,0.45,1.6,4.78,426,0.8,0.5
1578,2.476,6.063,Failed,0.49,2,4.22,407,2.3,0.68
2454,2.54,7.104,Failed,0.08,0,0.12,303,11.5,2.34
1766,2.727,6.678,Failed,0.41,1.4,5.01,402,1.4,0.19
1324,2.321,7.205,Failed,0.21,1.2,3.25,287,9.4,3.65
1724,2.546,5.317,Failed,0.04,1.6,0.68,337,0.1,6.74
1921,2.717,5.89,Failed,0.27,1.4,4.32,655,0.5,0.09
2272,2.429,6.721,Failed,0.28,1.6,1.74,286,6.7,1.11
497,2.55,6.732,Failed,0.18,1.1,3.74,302,5.8,0.34
1925,2.641,7.251,Failed,0.22,0.9,1.49,258,7.4,0.84
2768,2.413,5.499,Failed,0.21,0.4,4.61,480,0.8,0.35
1377,3.027,6.63,Failed,0.05,0.2,2.69,99,6.4,1.4
187,2.98,7.239,Failed,0.18,0.4,7.05,444,25,0.82
1232,3.026,4.951,Failed,0.25,0.5,4.75,801,0.1,0.31
1660,2.508,6.386,Failed,0.28,2.2,3.76,444,1.1,1.03
7460,2.612,7.267,Failed,0.3,1,1.55,370,11,0.56
1760,2.488,6.464,Failed,0.54,0.3,1.38,153,6.4,2.44
2847,2.337,6.054,Failed,0.1,1.2,2.3,564,3.9,0.72
156,2.505,6.619,Failed,0.09,0.3,0.13,149,12.3,0.75
2686,2.689,6.839,Failed,0.35,1,2,307,6.6,1.82
1728,2.818,5.752,Failed,0.28,1.1,4.69,426,1.5,0.61
1969,2.653,6.72,Failed,0.27,0.3,2.98,235,4,3.52
1728,2.69,5.651,Failed,0.19,0.1,3.92,94,1,0.46
957,2.54,7.15,Failed,0.55,1.4,4.78,384,5.7,0.38
2748,2.581,6.107,Failed,0.15,2,4.19,110,3.9,5.73
8455,2.397,6.64,Failed,0.17,0.3,2.79,432,11.1,0.9
2625,2.606,5.837,Failed,0.22,2.9,1.03,214,5.7,2.58
2788,2.606,6.268,Failed,0.2,0.7,1.31,142,3.1,2.25
1097,2.666,6.807,Failed,0.32,0.1,1.99,73,2.9,2.52
1588,2.4,7.017,Failed,0.05,0.2,1.63,12,5,2.3
1728,2.74,7.312,Failed,0.78,3.3,3.68,431,7.2,0.6
188,2.855,5.578,Failed,0.23,1.2,1.41,422,0.3,2.46
0,2.72,5.388,Failed,0.26,0.4,4.68,404,0.1,0.41
240,2.59,6.795,Failed,0.16,0.2,0.35,259,7.4,1.55
1188,2.589,6.721,Failed,0.26,2,2.26,0,8.7,1.64
1454,3,6.003,Failed,0.28,5.2,4.46,258,1.2,0.24
94,2.59,6.373,Failed,0.47,2.7,1.08,58,2.6,0.21
2625,2.607,6.449,Failed,0.49,2.3,4.54,424,0.1,0.33
1653,2.472,7.284,Failed,0.02,1.9,3.3,66,4.6,2.81
1201,2.613,7.188,Failed,0.28,2.6,3.93,343,6.1,0.19
3850,2.678,6.455,Failed,0.19,0.4,1.88,150,3.8,2.84
454,2.907,6.896,Failed,0.38,0.2,0.97,417,26.6,0.34
27834,2.782,6.317,Failed,0.2,2.8,4.7,440,0.4,0.19
10339,2.632,6.277,Failed,0.09,0.1,1.65,33,7.3,2.67
1677,2.657,5.865,Failed,0.26,0.9,5.05,461,0.3,0.01
2752,2.992,5.672,Failed,0.15,0.2,3.19,506,0.7,0.74
571,2.395,7.285,Failed,0.33,0.1,2.39,165,7.6,2.84
1620,2.63,6.722,Failed,0.13,0.1,1.48,178,5.7,1.32
3135,2.559,6.96,Failed,0.32,2.9,2.9,407,2.7,0.83
978,2.674,6.594,Failed,0.15,0.7,0.8,68,6.9,3.28
1131,2.324,6.686,Failed,0.2,0.7,1.84,100,5.9,1.9
2082,2.61,6.492,Failed,0.26,0.4,0.1,102,7.4,2.06
1149,2.75,7.085,Failed,0.2,0.4,0.31,278,11,2.36
47,2.63,6.053,Failed,0.3,0.8,4.79,409,0.6,0.69
1132,2.493,5.955,Failed,0.12,1.6,1.36,381,3.7,2.7
1511,2.581,5.799,Failed,0.25,1,4.24,524,0.1,1.57
912,1.92,5.622,Failed,0.09,1,0.63,521,1.4,3.73
1370,2.71,6.703,Failed,0.41,0.2,1.37,181,6.9,2.8
1285,2.72,5.545,Failed,0.16,0.8,3.79,744,1.5,1.29
1587,2.73,6.966,Failed,0.32,1.2,4,407,8.4,1.14
2092,2.487,7.26,Failed,0.38,3,4.47,415,4.9,0.14
523,2.907,6.675,Failed,0.19,1,2.21,156,8.1,3.38
788,2.711,5.388,Failed,0.29,0.3,4.25,407,0.2,1
65,2.536,7.027,Failed,0.24,0.3,1.59,203,10.4,2.33
3236,2.694,6.497,Failed,0.25,1.7,4.4,404,1.4,0.18
228,2.88,5.999,Failed,0.25,0.1,4.22,521,1,1.04
12998,2.603,7.267,Failed,0.28,1.7,1.63,254,8.5,1.12
1618,2.897,7.024,Failed,0.48,1.5,4.25,431,2.5,0.74
1447,2.769,6.5,Failed,0.24,0.2,0.97,195,6.7,1.35
975,2.59,6.152,Failed,0.12,0.9,0.69,221,4.5,6.27
1432,2.89,5.472,Failed,0.27,0.2,4.36,757,0.4,0.16
1514,2.56,6.621,Failed,0.15,0.3,2.11,237,5.8,3.35
1744,2.65,6.888,Failed,0.26,4.3,4.79,451,4.9,0.6
5657,2.742,6.857,Failed,0.16,0.5,1.97,152,7.5,3.4
1851,2.573,6.024,Failed,0.08,0.6,1.62,134,5.9,3.25
1641,2.394,5.348,Failed,37.24,4762.2,13.56,600,14.7,13.66
1134,2.57,7.134,Failed,0.26,1.7,1.45,346,10.7,3.62
918,2.699,5.872,Failed,0.12,0.7,2.79,134,5.8,0.94
263,2.83,5.898,Failed,0.27,0.4,1.61,148,1.3,5.83
1639,2.804,7.06,Failed,0.26,0.1,2.2,34,0.6,3.4
2545,2.817,6.086,Failed,0.26,0.5,5.05,525,0.1,0.54
927,2.559,5.628,Failed,0.31,0.4,3.96,558,0.2,0.02
1711,2.721,7.33,Failed,0.12,0.1,5.48,132,6.9,3.75
106,2.569,6.901,Failed,0.14,2.5,0.69,85,10,2.19
1524,2.743,5.321,Failed,0.19,0.6,2.91,524,0.7,2.26
226,2.662,7.289,Failed,0.45,1.3,4.49,276,7.1,0.23
1637,2.606,7.163,Failed,13.99,1805.4,46.46,601,2.8,9.08
36,2.758,7.229,Failed,0.42,2.7,2.39,164,9.3,0.19
1851,2.426,6.992,Failed,0.28,0.5,1.02,185,10.9,1.65
1489,2.459,7.031,Failed,0.49,4,4.31,500,7.9,0.56
1695,2.38,6.117,Failed,0.16,0.2,0.87,214,6.2,1.76
2848,2.417,6.43,Failed,0.14,0.9,1.58,83,10.4,2.1
1440,2.212,5.419,Failed,0.09,0.4,0.26,524,2.4,3.03
1319,2.697,5.984,Failed,0.13,0.9,0.05,171,6.2,2.57
912,2.63,5.469,Failed,0.25,0.4,2.86,611,1.6,2.04
978,2.519,6.677,Failed,0.03,1.3,2.63,327,7.4,3.09
2781,2.466,7.062,Failed,0.32,2.6,4.55,458,2.3,0.33
2582,2.323,7.16,Failed,0.2,0.2,1.21,294,9.9,1.93
1689,2.741,7.073,Failed,0.22,0.5,3.09,303,6.9,0.95
3015,2.892,7.249,Failed,0.3,1,0.52,174,5.8,2.77
85,2.74,6.238,Failed,0.21,2.8,3.63,402,0.4,1.45
1449,2.8,5.61,Failed,0.19,1.4,3.12,555,1.5,1.16
925,2.803,6.721,Failed,0.44,0.7,0.25,357,6.8,3.07
1144,2.855,6.674,Failed,0.06,0.9,0.77,385,8.4,1.43
4160,2.414,6.604,Failed,0.11,1.1,0.86,100,6.1,3.98
6186,2.805,7.187,Failed,0.32,0.6,3.51,403,3.2,0.15
1854,2.657,7.141,Failed,0.31,5.5,4.29,393,2.7,0.48
519,2.59,6.621,Failed,0.13,0.4,1.92,60,20.9,3.53
1690,2.35,7.07,Failed,0.19,0.6,1.7,261,6.8,1.31
127,2.724,6.394,Failed,0.27,0.4,4.37,491,1,0.54
146,2.528,5.987,Failed,0.31,1.3,3.36,417,0.7,1.21
534,2.689,6.833,Failed,0.34,3,4,437,0.6,0.44
1144,2.51,6.243,Failed,0.34,0.6,4.21,444,0.1,0.21
1373,2.59,6.974,Failed,0.09,0.2,0.49,267,12.2,1.54
9768,2.56,6.081,Failed,0.23,0.4,1.63,69,0.5,0.96
4612,2.362,6.517,Failed,0.34,2.7,3.76,401,2,0.88
1325,2.412,6.798,Failed,0.38,0.2,1.61,90,9.2,2.9
148,2.758,6.675,Failed,0.11,0.5,0.57,13,7.7,2.88
1152,2.665,5.333,Failed,0.27,0.4,4.68,941,0.4,1.76
1278,2.738,6.992,Failed,0.18,0.8,5.59,360,5.9,0.2
1195,2.417,6.007,Failed,0.09,2.3,2.43,615,2.4,3.43
4352,2.551,7.298,Failed,0.42,1.1,2.38,305,7.6,0.47
1584,2.57,6.301,Failed,0.13,0.9,0.02,14,5.8,1.36
2512,2.239,6.597,Failed,0.43,2.9,3.82,419,0.2,0.38
1037,2.667,6.827,Failed,0.06,0.5,0.63,221,7.4,1.69
81,2.624,6.645,Failed,0.03,1,0.27,252,5.7,1.91
432,2.436,6.721,Failed,0.74,5.4,6.73,431,3,3.05
7546,2.86,5.265,Failed,0.23,0.5,4.37,403,0.2,1.32
1628,2.746,6.048,Failed,0.35,0.9,2.2,279,5.9,1.39
1442,2.625,5.329,Failed,0.27,0.5,4.16,717,0.5,0.26
1013,2.918,6.841,Failed,0.81,4.9,4.25,475,2.6,0.79
1299,2.47,5.907,Failed,0.29,1.6,4.47,430,0.4,0.5
1388,2.77,7.078,Failed,0.32,2,4.14,325,8.7,0.97
884,2.887,6.676,Failed,0.12,1,0.5,237,6.1,1.87
5777,2.517,6.963,Failed,0.28,3.1,4.31,424,1.9,0.71
9966,2.785,7.171,Failed,0.26,0.1,3.91,362,5.9,0.57
2465,2.839,6.879,Failed,0.24,1.4,4.17,446,2.8,0.98
1439,2.9,5.55,Failed,0.3,0.1,4.24,595,0.2,0.02
942,2.596,6.115,Failed,0.13,0.2,1.8,52,0.3,1.56
9413,2.423,6.073,Failed,0.03,0.6,2.16,140,1,1.56
2112,2.951,6.68,Failed,0.29,0.1,0.4,164,9.2,2.06
2974,3.05,6.977,Failed,0.32,0.5,3.19,227,5.8,0.44
4049,2.758,7.182,Failed,0.32,2,4.03,409,1.5,0.34
5840,2.681,6.888,Failed,0.26,0.9,1.78,192,5.8,1.83
506,2.15,6.014,Failed,0.28,0.2,4.61,436,0.7,0.07
5682,2.592,6.857,Failed,0.16,0.4,2.89,345,5.8,0.28
1212,2.83,6.314,Failed,0.24,0.5,4.98,405,0.6,0.5
4017,2.636,6.296,Failed,0.34,3.5,2.73,172,4.8,1.32
1432,2.604,6.976,Failed,0.4,4.7,3.85,427,2.5,0.69
1476,2.823,6.903,Failed,0.22,0.2,1.97,243,3,1.67
927,2.652,6.215,Failed,0.12,1.4,1.69,844,9.2,5.42
268,2.51,6.926,Failed,0.54,1.9,0.12,253,12.2,2.91
10844,2.599,6.647,Failed,0.72,4,6.21,131,3.3,0.51
867,2.777,6.366,Failed,0.31,1.3,5.12,406,0.7,0.39
4006,2.745,6.342,Failed,0.26,3.2,5.49,573,4.8,2.34
3741,2.591,6.731,Failed,0.31,0.4,3.71,240,8.5,4.4
60,2.563,7.268,Failed,0.52,0.4,1.61,278,6.5,0.61
1692,2.801,6.206,Failed,0.16,0.4,1.58,70,7.7,3.35
1405,3.11,6.341,Failed,0.17,0.1,2.52,165,2.1,3.43
1954,2.501,6.695,Failed,0.21,1.4,1.18,174,5.9,4.54
1497,2.914,6.538,Failed,0.44,0.6,4.37,401,0.3,0.67
3170,2.254,6.185,Failed,0.33,0.7,1.32,343,8.2,1
1397,2.542,5.685,Failed,0.22,1.2,2.55,476,0.1,2.24
1589,2.751,6.308,Failed,0.43,1.8,3.89,419,0.2,0.36
4383,2.532,7.359,Failed,0.22,2.8,4.85,404,5,0.51
2996,2.704,5.511,Failed,0.21,0.6,3.83,440,1,1.63
7635,2.587,6.117,Failed,0,1.1,1.19,3,8.3,3.68
19205,2.418,7.126,Failed,0.1,0,1.52,295,9,1.42
761,2.568,6.042,Failed,0.31,1.1,3.66,485,0.5,0.23
5457,2.11,5.443,Failed,0.1,2,0.49,568,0.2,4.07
2494,2.674,6.971,Failed,0.24,0.1,0.09,221,6.9,1.23
6915,2.61,5.888,Failed,0.36,1.4,1.42,3,0,0.94
29,2.65,5.976,Failed,0.22,0.4,4.87,581,0.1,0.59
1830,2.658,6.463,Failed,0.34,0.7,3.17,290,5.8,0.66
2458,2.399,6.875,Failed,0.33,0.2,3.23,319,7.3,1.44
1883,2.468,6.097,Failed,0.24,2,3.75,160,5,2.21
1747,2.509,6.825,Failed,0.04,0.3,4.75,169,3.9,1.82
1536,2.229,6.824,Failed,0.39,2.9,3.07,416,0.5,0.55
1300,2.864,5.839,Failed,0.17,0.7,3.43,647,0.8,0.95
2096,2.48,6.233,Failed,0.03,0.9,0.04,101,6.1,0.77
1432,2.67,7.253,Failed,0.06,0.1,1.73,81,9.9,5.74
1511,2.794,7.073,Failed,0.01,0.8,0.02,108,7.4,1.41
2951,2.554,5.082,Failed,0.09,1.6,1.49,451,0.6,1.58
361,2.708,7.368,Failed,0.26,3,3.82,403,1.1,0.36
1722,2.6,6.058,Failed,0.19,0.2,3.91,23,1.9,0.53
1640,2.472,6.413,Failed,0.23,0.1,5.6,288,5.8,3.3
77,2.452,6.827,Failed,0.16,0.2,1.77,207,6.8,1.43
2659,2.851,6.766,Failed,0.28,1.8,4.73,428,1.3,0.31
1269,2.55,5.563,Failed,0.24,0.5,4.39,568,0,1.14
1966,2.747,7.11,Failed,0.19,1.3,2.02,200,6.1,0.79
1122,2.827,7.345,Failed,0.23,0.6,1.64,266,15.3,2.56
1584,2.72,5.75,Failed,0.1,1.6,2.57,558,6.6,3.18
73,2.48,7.245,Failed,0.51,3.4,4.22,432,3.2,0.78
1970,2.63,6.86,Failed,0.17,0.3,1.56,64,8.6,2.3
1615,2.816,7.082,Failed,0.11,0.4,0.94,133,7.8,4.61
1779,2.31,6.861,Failed,0.21,1.3,3.28,279,6.1,0.64
1580,2.946,6.107,Failed,0.25,0.1,1.58,146,6.1,1.83
1470,2.207,6.887,Failed,0.35,4.4,4.31,448,5.1,0.13
4245,2.62,6.667,Failed,0.1,2.2,1.34,196,6,4.91
1589,2.767,6.555,Failed,0.39,2.7,3.82,409,1.4,0.48
1791,2.346,7.087,Failed,0.21,3.2,3.65,439,5.4,0.3
2471,2.64,7.341,Failed,0.1,0.5,2.87,83,13.3,3.33
1331,2.185,5.961,Failed,0.23,0.4,4.66,664,0.6,0.45
1564,2.879,6.691,Failed,0.14,1.5,4.83,59,11.8,2.72
1367,2.476,5.769,Failed,0.12,0.9,3.28,590,1.1,0.63
524,2.63,7.261,Failed,0.25,2.7,4.21,438,0.9,0.33
2631,2.871,7.061,Failed,0.29,1.1,4,414,5.5,0.45
10543,2.328,6.902,Failed,0.3,2.9,3.99,433,1.5,0.85
846,2.554,6.259,Failed,0.2,1.2,3.81,252,6.3,0.11
549,2.438,5.87,Failed,0.3,0.4,3.7,444,0.8,0.69
1133,2.512,6.408,Failed,0.34,0.9,1.69,162,5.9,1.67
1277,2.875,7.21,Failed,0.18,0.9,4.36,261,7.3,0.55
1796,2.69,6.708,Failed,0.06,0.4,1.08,238,4.2,1.28
1105,2.72,7.044,Failed,0.32,1.4,4.58,343,6.4,0.26
1527,2.519,6.216,Failed,0,1,0.98,58,2.6,1.59
2299,2.589,7.126,Failed,0.29,1,2.86,219,7.1,0.33
47,2.69,5.793,Failed,0.24,1.2,2.57,574,0,1.84
1726,2.46,7.231,Failed,0.1,0.3,2.37,183,3.7,3.63
1208,2.434,6.727,Failed,0.3,0.3,0.49,4,5.7,4.77
2737,2.732,6.251,Failed,0.48,0,2.76,19,9.7,4.69
5647,2.447,6.201,Failed,0.14,1.2,0.07,7,8.1,3.32
1074,2.645,5.988,Failed,0.08,1.7,6.06,507,2.3,5.71
1062,2.602,6.033,Failed,0.11,0.9,1.59,102,7.9,4.94
181,3.178,6.46,Failed,0.33,5.1,3.65,332,2.3,0.42
1128,2.5,6.357,Failed,0.04,0.7,0.87,137,5.8,1.07
1426,2.43,6.422,Failed,0.13,0.4,1.09,12,6.3,1.94
1089,2.665,6.88,Failed,0.08,1,0.72,7,7,3.24
60,2.515,7.267,Failed,0.34,2,4.35,408,2.4,0.49
10654,2.718,7.018,Failed,0.16,0.6,1.37,50,7.2,5.29
1352,2.521,5.632,Failed,0.01,1.6,0.31,506,3,1.73
3394,2.553,7.011,Failed,0.26,0.7,4.13,357,7.4,0.24
1238,2.51,6.243,Failed,0.44,3.4,2.77,168,2.7,0.89
3413,2.48,7.059,Failed,0.22,2.1,4.28,428,6.4,0.38
221,2.835,5.607,Failed,0.21,1.1,1.63,517,1.3,2.03
1790,2.639,6.113,Failed,0.28,0.4,4.53,532,0.2,1.24
1252,2.53,7.316,Failed,0.75,3.9,4.07,216,13.1,0.06
1511,2.456,6.491,Failed,0.27,1.7,3.94,424,0.7,0.42
62,2.693,7.148,Failed,0.23,0.9,3.86,438,3.7,0.48
1662,2.582,6.643,Failed,0.23,0.1,2.14,272,6.5,0.84
1272,2.569,5.721,Failed,0.05,1.3,1.29,241,1.7,4.41
1159,2.725,7.085,Failed,0.19,1.1,2.3,290,6.5,0.94
1153,2.733,5.901,Failed,0.15,0.9,0.08,33,6.3,1.84
1532,2.426,6.746,Failed,0.4,2.2,4.39,457,0.8,0.66
1738,2.744,5.543,Failed,0.15,1,2.54,413,2.1,2.6
1426,2.664,6.488,Failed,0.24,1.1,2.44,202,2.8,1.87
1199,2.668,6.977,Failed,0.05,0.5,0.18,239,9,1.13
5411,2.417,6.717,Failed,0.03,0.7,0.06,301,12.5,1.78
1831,2.603,5.084,Failed,0.14,0.5,2.89,306,2.1,2.73
1439,2.83,5.862,Failed,0.29,0.1,3.63,696,1.3,0.6
1148,2.786,7.001,Failed,0.28,1.6,3.49,456,2.6,0.93
5597,2.587,6.142,Failed,0.24,0.8,3.85,644,0.9,1.44
1231,2.599,5.939,Failed,0.35,0.2,3.71,466,0.6,0.16
1420,2.479,7.035,Failed,0.31,2.6,4.29,409,3.9,1.1
1749,2.426,5.868,Failed,0.19,3.7,1.02,150,5.2,3.4
113,2.589,6.635,Failed,0.21,2.3,3.31,434,5.4,0.74
1321,2.492,6.687,Failed,0.43,1.3,2.93,405,3.2,0.24
1145,2.78,6.559,Failed,0.42,1.1,1.05,269,11.8,1.45
938,2.66,6.732,Failed,0.27,0.9,3.56,325,6.9,0.03
337,2.819,7.22,Failed,0.25,2.7,4.13,418,0.7,0.7
3863,2.67,6.708,Failed,0.17,0.7,3.17,290,5.9,1.23
355,2.86,6.461,Failed,0.09,1.6,4.46,499,8.2,2.98
7854,2.776,7.266,Failed,0.25,0.3,0.84,61,8,4.09
4110,2.54,6.37,Failed,0.17,0.7,1.5,119,4.6,4.19
520,2.916,6.491,Failed,0.41,1.5,4.09,405,0.7,0.61
2440,2.54,6.924,Failed,0.19,0.9,1.07,73,10.4,3.21
1559,2.532,7.24,Failed,0.19,1.5,4.05,333,6.2,0.7
502,1.578,6.021,Failed,0.39,2.1,4.8,433,3.1,0.25
1870,2.7,6.525,Failed,0.09,2.3,1.61,126,0.9,2.93
3941,2.409,6.281,Failed,0.16,0.4,1.34,82,3.2,2.25
1132,2.639,7.032,Failed,0.2,0.1,1.23,157,6.4,2.19
506,2.39,5.77,Failed,0.28,0,3.82,549,1,0.18
3444,2.645,6.872,Failed,0.19,0.9,2.16,114,17.5,5.09
80,2.793,7.006,Failed,0.27,1.6,3.11,344,7.8,0.02
2041,2.62,6.566,Failed,0.16,0.8,1.77,297,8.4,0.97
1252,2.58,6.374,Failed,0.28,1.6,4.04,411,0.4,0.5
2007,2.609,5.898,Failed,0.26,0.8,0.2,17,0.7,5.79
2973,2.7,6.705,Failed,0.28,0.5,2.61,210,6.3,3.01
1808,2.938,6.549,Failed,0.07,1.2,6.59,426,4.8,4.78
2408,2.506,6.226,Failed,0.4,0.8,2.05,125,0.4,2.38
4272,2.051,6.124,Failed,0.17,2.2,2.26,430,1.7,1.52
1180,2.417,6.101,Failed,0.15,2,1.76,129,2.7,1.74
2749,2.515,5.992,Failed,0.42,0,4.1,412,3.2,0.54
1091,2.286,7.037,Failed,0.45,1.2,4.55,267,6.6,2.49
3135,2.76,6.94,Failed,0.21,1.8,3.86,352,9.6,0.81
502,2.535,6.466,Failed,0.07,0.2,1.17,37,1.8,3.09
4915,2.626,5.635,Failed,0.35,0.6,4.11,653,0.6,0.73
1641,2.395,5.757,Failed,0.23,0.7,3.3,675,0.2,1.06
4242,2.547,6.659,Failed,0.22,0.5,1.65,144,7.7,1.56
2007,2.629,6.988,Failed,0.19,0.1,0.24,361,9,1.91
903,2.524,6.716,Failed,0.34,2.4,2.94,367,6.6,0.01
4303,2.681,6.54,Failed,0.13,1,1.05,227,3.9,3.1
482,2.501,6.297,Failed,0.31,2.9,4.59,193,0.7,6.39
302,2.676,7.007,Failed,0.28,1.4,4.44,453,4,0.11
1276,2.6,6.253,Failed,0.15,0.9,1.46,559,1.1,2.96
2545,2.483,6.451,Failed,0.32,0.2,1.06,150,7.9,2.84
1494,2.629,6.44,Failed,0.04,0.7,0.33,280,6.1,2.76
1317,2.585,6.326,Failed,0.46,1.9,1.69,175,4.8,0.38
118,2.45,7.252,Failed,0.3,2.4,1.29,175,16.6,1.79
1259,2.462,6.469,Failed,0.29,0.5,4.58,1304,1,0.85
3056,2.73,7.211,Failed,287.42,42191.9,173.18,600,65,107.92
732,2.68,6.772,Failed,0.48,0.3,0.52,264,9.6,1.7
1161,2.527,7.356,Failed,0.25,1.7,3.61,411,7.4,0.35
7051,2.731,6.86,Failed,0.28,1,0.49,401,8.6,1.01
1316,2.741,6.145,Failed,0.25,0.1,3.51,500,0.2,1.64
2236,2.744,6.511,Failed,0.36,6.8,4.51,413,0.1,0.23
278,2.724,6.762,Failed,0.19,1,2.59,36,13,1.74
924,2.576,5.631,Failed,0.18,0.1,0.56,536,1.7,2.09
1382,2.504,7.034,Failed,0.3,0.1,2.86,208,9.4,4.09
1136,2.39,6.202,Failed,0.26,0.8,2.73,495,0.1,1.77
1460,2.411,5.607,Failed,0.22,1.3,4.28,454,0.3,0.63
1616,2.589,7.342,Failed,0.3,2.4,2.59,185,6.2,1.32
2843,2.655,7.236,Failed,0.36,3.1,4.18,415,9.4,0.38
7147,2.735,7.136,Failed,0.33,0.7,1.9,280,7.2,0.42
2348,2.673,6.227,Failed,1.01,1.5,9.04,1020,5.6,7.93
1704,2.611,6.849,Failed,0.28,1.3,2.33,334,7.5,0.93
1310,2.67,7.348,Failed,0.22,0.3,1.47,309,6.1,0.79
3308,2.87,7.291,Failed,0.25,1.6,3.06,247,6.2,0.53
4389,2.436,7.091,Failed,0.22,0.4,1.48,124,15.5,3.49
4058,2.528,6.207,Failed,0.14,0.4,3.55,258,5.4,0.42
2797,2.913,6.88,Failed,0.24,0.6,1.41,200,11.3,0.82
1665,2.489,6.474,Failed,0.4,0.1,1.15,256,7.2,2.51
1595,2.579,5.988,Failed,0.23,1.4,5.07,408,5.8,0.26
1454,2.557,7.101,Failed,0.74,3.8,4.41,437,4,0.62
4344,2.52,6.171,Failed,0.38,0.5,4.34,402,1.1,0.63
2623,2.41,6.469,Failed,0.42,0.5,1.69,402,6.1,1.54
1667,2.83,5.665,Failed,0.22,0.6,4.58,733,0.5,0.84
5501,2.789,6.027,Failed,0.46,0.3,5.22,189,0.4,0.22
1209,2.636,6.199,Failed,0.26,2.7,4.28,404,1.6,0.44
129,2.896,6.648,Failed,0.1,0.1,0.49,86,7.4,0.99
2924,2.699,5.812,Failed,0.26,1.4,4.5,458,0.2,1.76
2605,2.295,6.843,Failed,0.08,1.6,0.75,137,8.4,3.21
1541,2.598,7.031,Failed,0.2,0.6,4.36,82,14.6,4.27
1540,2.579,7.208,Failed,0.44,1.7,3.54,404,3.5,0.37
3239,2.34,7.069,Failed,0.53,2.7,3.98,495,5.9,0.75
2446,2.49,5.943,Failed,0.06,1,0,154,6.8,2.78
3361,2.626,5.299,Failed,0.05,1,0.09,534,0.5,1.22
4043,2.595,5.816,Failed,2.04,1.9,18.21,353,0,0.53
1186,2.436,6.881,Failed,0.29,2,3.07,10,7.3,4.5
11181,2.667,7.161,Failed,0.32,0.9,3.75,351,6.8,0.67
1729,2.758,6.885,Failed,0.37,1.7,1,54,5.2,0.07
488,2.819,6.389,Failed,0.22,1.2,3.43,212,6.1,0.01
4099,2.291,6.367,Failed,0.06,0.1,1.26,52,0.7,0.99
1234,2.665,6.236,Failed,0.25,0.5,1.91,230,6.2,1.31
1664,2.537,6.56,Failed,0.25,2.5,3.41,439,1.6,0.7
1062,2.36,6.053,Failed,0.26,1.7,4.18,405,0.8,0.19
253,2.88,5.346,Failed,0.25,0.1,4.78,629,0.7,0.55
2657,2.723,6.028,Failed,0.68,5.4,5.25,491,1.2,0.85
8543,2.5,6.813,Failed,0.29,1.5,2.29,2,4.6,4.79
1388,2.473,6.973,Failed,0.35,0.7,2.74,261,6.7,0.89
10137,2.645,6.416,Failed,0.34,1.6,4.25,410,0.4,0.6
2771,2.555,6.872,Failed,0.68,3.1,3.8,424,5.5,0.42
983,2.468,7.251,Failed,0.11,1.9,1.8,243,6.4,1.28
2503,2.688,7.001,Failed,0.24,6,3.55,408,7.7,0.09
1146,2.649,5.218,Failed,0.3,0.4,4.79,700,0.8,0.37
536,2.007,6.869,Failed,0.12,0.3,0.48,167,7.3,0.98
2220,2.57,6.806,Failed,0.34,2.4,4.33,439,1.9,0.42
