bcr_dir,RunNumber,PartNumber,Teststart,Sensor,BoardNr,ArrayNr,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
,R28251,932-029,11-02-2021 00:00,Glu,2,16,Approved,1.2,0.21,0.1,5.09,144,0.1,0.52
,R28221,932-029,11-02-2021 00:00,Glu,1,6,Approved,1.45,0.18,0.1,4.78,59,0.5,0.01
,R28173,932-029,11-02-2021 00:00,Glu,1,7,Approved,1.52,0.14,0.2,3.65,79,2,1.62
,R28237,932-029,11-02-2021 00:00,Glu,8,2,Approved,1.13,0.23,0.3,4.23,44,0.8,0.42
,R28239,932-029,11-02-2021 00:00,Glu,3,2,Approved,1.53,0.18,0.1,4.98,32,0.7,0.15
,R28223,932-029,11-02-2021 00:00,Glu,8,7,Approved,1.42,0.07,0.5,1.9,67,0.8,0.78
,R28207,932-029,11-02-2021 00:00,Glu,2,8,Approved,1.45,0.16,0.3,5.33,3,1.8,0.04
,R28237,932-029,11-02-2021 00:00,Glu,3,1,Approved,1.33,0.11,0.3,3.26,139,5,0.46
,R28243,932-029,11-02-2021 00:00,Glu,8,1,Approved,1.27,0.19,0.2,1.63,234,2.5,0.64
,R28214,932-029,11-02-2021 00:00,Glu,2,5,Approved,1.45,0.05,0.8,0.27,184,1,1.18
,R28269,932-029,11-02-2021 00:00,Glu,2,16,Approved,1.28,0.16,0.6,3.62,88,1.8,0.96
,R28239,932-029,11-02-2021 00:00,Glu,8,8,Approved,1.48,0.19,0,5.02,94,1.1,0.49
,R28237,932-029,11-02-2021 00:00,Glu,2,8,Approved,1.2,0.21,0.2,4.29,98,1.1,0.07
,R28207,932-029,11-02-2021 00:00,Glu,8,4,Approved,1.5,0.2,0.9,5.17,196,1.7,0.06
,R28237,932-029,11-02-2021 00:00,Glu,1,6,Approved,1.22,0.22,0.3,4.88,8,1.2,0.63
,R28226,932-029,11-02-2021 00:00,Glu,3,1,Approved,1.42,0.22,0.3,4.2,91,1.5,0.82
,R28239,932-029,11-02-2021 00:00,Glu,2,8,Approved,1.43,0.16,0.2,4.4,39,1.4,0.33
,R28251,932-029,11-02-2021 00:00,Glu,1,8,Approved,1.43,0.19,0.3,4.06,156,2.1,0.43
,R28199,932-029,11-02-2021 00:00,Glu,8,1,Approved,1.3,0.13,0.3,3.3,98,3.6,0.08
,R28173,932-029,11-02-2021 00:00,Glu,3,7,Approved,1.43,0.16,0.5,3.07,71,0.6,1.33
,R28214,932-029,11-02-2021 00:00,Glu,8,1,Approved,1.05,0.19,1.4,4.26,291,3.9,0.44
,R28243,932-029,11-02-2021 00:00,Glu,3,10,Approved,1.3,0.22,0.7,4.69,279,1.8,0.23
,R28221,932-029,11-02-2021 00:00,Glu,3,7,Approved,1.28,0.19,0.2,5.44,117,0.2,0.45
,R28236,932-029,11-02-2021 00:00,Glu,2,7,Approved,1.45,0.21,0.1,5.62,36,0.5,0.54
,R28223,932-029,11-02-2021 00:00,Glu,3,7,Approved,1.47,0.2,0.1,2.96,41,3.8,0.75
,R28269,932-029,11-02-2021 00:00,Glu,3,9,Approved,1.25,0.15,0.5,3.87,81,2.6,0.04
,R28199,932-029,11-02-2021 00:00,Glu,2,16,Approved,1.4,0.19,0.2,4.76,128,1.4,0.11
,R28239,932-029,11-02-2021 00:00,Glu,1,2,Approved,1.5,0.2,0.4,5.47,78,0.7,0.37
,R28223,932-029,11-02-2021 00:00,Glu,1,13,Approved,1.45,0.16,0.2,3.92,154,2.6,1.12
,R28226,932-029,11-02-2021 00:00,Glu,8,9,Approved,1.4,0.21,0.3,5.29,25,0.2,0.37
,R28269,932-029,11-02-2021 00:00,Glu,8,1,Approved,1.27,0.14,0.2,3.29,109,3.4,0.37
,R28243,932-029,11-02-2021 00:00,Glu,1,7,Approved,1.42,0.17,0.4,4.54,348,4.3,0.06
,R28236,932-029,11-02-2021 00:00,Glu,3,4,Approved,1.5,0.18,0.2,5.07,13,0.5,0.02
,R28236,932-029,11-02-2021 00:00,Glu,8,6,Approved,1.45,0.23,0,5.26,128,0.4,0.17
,R28251,932-029,11-02-2021 00:00,Glu,8,5,Approved,1.25,0.2,0.2,4.66,251,1.9,0.08
,R28214,932-029,11-02-2021 00:00,Glu,3,1,Approved,1.42,0.19,1.4,4.07,270,2.7,0.59
,R28191,932-029,10-02-2021 07:35,Glu,2,3,Approved,2.02,0.17,0.5,3.71,101,3.7,1.72
,R28191,932-029,10-02-2021 07:35,Glu,8,5,Approved,2,0.11,0.7,3.65,24,1.9,0.42
,R28191,932-029,10-02-2021 07:35,Glu,1,2,Approved,2.12,0.16,0.6,3.2,153,1,0.58
,R28205,932-029,10-02-2021 07:32,Glu,1,14,Approved,2.2,0.11,0,3.28,19,0.3,3.24
,R28205,932-029,10-02-2021 07:32,Glu,2,13,Approved,2.17,0.17,0,4.84,70,1.2,0.7
,R28205,932-029,10-02-2021 07:32,Glu,3,9,Approved,2.2,0.11,0.1,3.97,69,1.6,0.79
,R28205,932-029,10-02-2021 07:32,Glu,8,10,Approved,2.23,0.14,0.1,4.48,122,1.7,0.43
,R28212,932-029,10-02-2021 07:30,Glu,2,1,Approved,2.13,0.3,0.7,4.5,274,1.1,0.02
,R28212,932-029,10-02-2021 07:30,Glu,3,15,Approved,2.2,0.15,0.4,5.07,0,0.3,0.42
,R28212,932-029,10-02-2021 07:30,Glu,1,12,Approved,2.18,0.18,0.4,4.98,174,0.3,0.27
,R28212,932-029,10-02-2021 07:30,Glu,8,9,Approved,2.15,0.18,0.6,4.72,91,0.1,0.36
,R28211,932-029,10-02-2021 07:29,Glu,1,9,Approved,2.03,0.15,0.8,4.71,5,0.1,0.44
,R28211,932-029,10-02-2021 07:29,Glu,2,1,Approved,2.12,0.13,1.3,3.37,161,2.8,0.18
,R28211,932-029,10-02-2021 07:29,Glu,8,5,Approved,2.03,0.16,0.2,3.58,41,1.6,0.24
,R28194,932-029,10-02-2021 07:29,Glu,1,4,Approved,2.15,0.09,0.2,1.33,149,2.2,1.82
,R28194,932-029,10-02-2021 07:29,Glu,3,2,Approved,2.23,0.2,0.6,4.9,115,1.2,0.49
,R28194,932-029,10-02-2021 07:29,Glu,8,9,Approved,2.17,0.17,0.6,3.68,139,1,0.46
,R28194,932-029,10-02-2021 07:29,Glu,2,8,Approved,2.18,0.16,0.4,4.94,20,0.9,0.47
,R28190,932-029,10-02-2021 07:28,Glu,3,16,Approved,1.98,0.16,1.1,3.62,263,0.1,0.29
,R28190,932-029,10-02-2021 07:28,Glu,1,14,Approved,2.03,0.17,1.3,4.63,139,0.2,0.23
,R28190,932-029,10-02-2021 07:28,Glu,2,4,Approved,2.23,0.17,1,4.73,9,0.5,0.16
,R28190,932-029,10-02-2021 07:28,Glu,8,5,Approved,1.98,0.13,1,4.54,190,0.2,0.28
,R28230,932-029,10-02-2021 07:27,Glu,1,9,Approved,2.17,0.22,0.5,4.91,209,1,0.16
,R28230,932-029,10-02-2021 07:27,Glu,3,1,Approved,2.2,0.17,0.4,4.33,170,0.8,0.05
,R28230,932-029,10-02-2021 07:27,Glu,8,2,Approved,1.97,0.1,0.3,4.47,84,0.8,0.6
,R28230,932-029,10-02-2021 07:27,Glu,2,1,Approved,1.93,0.12,0.2,4.35,98,1.1,0.2
,R28209,932-029,10-02-2021 07:26,Glu,3,8,Approved,2.05,0.15,0.5,4.67,47,0.9,0.23
,R28209,932-029,10-02-2021 07:26,Glu,1,16,Approved,2,0.17,0.8,4.58,164,0.8,0.27
,R28209,932-029,10-02-2021 07:26,Glu,2,9,Approved,2.1,0.14,0.2,3.62,122,1.5,0.85
,R28209,932-029,10-02-2021 07:26,Glu,8,12,Approved,2.03,0.13,0.2,3.75,161,1.8,0.4
,R28206,932-029,10-02-2021 07:24,Glu,1,4,Approved,1.95,0.12,0,3.34,159,2,0.67
,R28206,932-029,10-02-2021 07:24,Glu,8,9,Approved,1.97,0.13,0.2,2.55,163,5.5,0.96
,R28206,932-029,10-02-2021 07:24,Glu,2,12,Approved,1.92,0.16,0.1,4.43,53,0.6,0.33
,R28206,932-029,10-02-2021 07:24,Glu,3,7,Approved,2.03,0.07,0.5,1.91,71,2.7,0.83
,R28235,932-029,10-02-2021 07:21,Glu,1,5,Approved,1.93,0.19,0.2,4.6,205,0.8,0.45
,R28235,932-029,10-02-2021 07:21,Glu,8,11,Approved,1.85,0.21,0.7,4.48,273,3,1.07
,R28235,932-029,10-02-2021 07:21,Glu,2,3,Approved,1.92,0.23,0.8,4.33,254,2.4,0.69
,R28210,932-029,10-02-2021 07:19,Glu,1,3,Approved,2.15,0.27,0.5,3.34,3,2.2,0.7
,R28210,932-029,10-02-2021 07:19,Glu,2,10,Approved,2.15,0.17,0.9,4.99,93,0.8,0.29
,R28210,932-029,10-02-2021 07:19,Glu,8,3,Approved,2.12,0.17,0.3,3,242,1.2,1.05
,R28210,932-029,10-02-2021 07:19,Glu,3,6,Approved,2.13,0.15,0.5,5.39,379,0.8,0.49
,R28235,932-029,10-02-2021 00:00,Glu,8,11,Approved,1.85,0.21,0.7,4.48,273,3,1.07
,R28210,932-029,10-02-2021 00:00,Glu,8,3,Approved,2.12,0.17,0.3,3,242,1.2,1.05
,R28209,932-029,10-02-2021 00:00,Glu,2,9,Approved,2.1,0.14,0.2,3.62,122,1.5,0.85
,R28191,932-029,10-02-2021 00:00,Glu,8,5,Approved,2,0.11,0.7,3.65,24,1.9,0.42
,R28230,932-029,10-02-2021 00:00,Glu,1,9,Approved,2.17,0.22,0.5,4.91,209,1,0.16
,R28205,932-029,10-02-2021 00:00,Glu,1,14,Approved,2.2,0.11,0,3.28,19,0.3,3.24
,R28206,932-029,10-02-2021 00:00,Glu,3,7,Approved,2.03,0.07,0.5,1.91,71,2.7,0.83
,R28194,932-029,10-02-2021 00:00,Glu,2,8,Approved,2.18,0.16,0.4,4.94,20,0.9,0.47
,R28235,932-029,10-02-2021 00:00,Glu,2,3,Approved,1.92,0.23,0.8,4.33,254,2.4,0.69
,R28194,932-029,10-02-2021 00:00,Glu,1,4,Approved,2.15,0.09,0.2,1.33,149,2.2,1.82
,R28194,932-029,10-02-2021 00:00,Glu,8,9,Approved,2.17,0.17,0.6,3.68,139,1,0.46
,R28190,932-029,10-02-2021 00:00,Glu,8,5,Approved,1.98,0.13,1,4.54,190,0.2,0.28
,R28206,932-029,10-02-2021 00:00,Glu,8,9,Approved,1.97,0.13,0.2,2.55,163,5.5,0.96
,R28205,932-029,10-02-2021 00:00,Glu,8,10,Approved,2.23,0.14,0.1,4.48,122,1.7,0.43
,R28209,932-029,10-02-2021 00:00,Glu,3,8,Approved,2.05,0.15,0.5,4.67,47,0.9,0.23
,R28210,932-029,10-02-2021 00:00,Glu,3,6,Approved,2.13,0.15,0.5,5.39,379,0.8,0.49
,R28209,932-029,10-02-2021 00:00,Glu,1,16,Approved,2,0.17,0.8,4.58,164,0.8,0.27
,R28206,932-029,10-02-2021 00:00,Glu,2,12,Approved,1.92,0.16,0.1,4.43,53,0.6,0.33
,R28190,932-029,10-02-2021 00:00,Glu,3,16,Approved,1.98,0.16,1.1,3.62,263,0.1,0.29
,R28230,932-029,10-02-2021 00:00,Glu,3,1,Approved,2.2,0.17,0.4,4.33,170,0.8,0.05
,R28211,932-029,10-02-2021 00:00,Glu,2,1,Approved,2.12,0.13,1.3,3.37,161,2.8,0.18
,R28212,932-029,10-02-2021 00:00,Glu,2,1,Approved,2.13,0.3,0.7,4.5,274,1.1,0.02
,R28206,932-029,10-02-2021 00:00,Glu,1,4,Approved,1.95,0.12,0,3.34,159,2,0.67
,R28235,932-029,10-02-2021 00:00,Glu,1,5,Approved,1.93,0.19,0.2,4.6,205,0.8,0.45
,R28190,932-029,10-02-2021 00:00,Glu,2,4,Approved,2.23,0.17,1,4.73,9,0.5,0.16
,R28212,932-029,10-02-2021 00:00,Glu,8,9,Approved,2.15,0.18,0.6,4.72,91,0.1,0.36
,R28210,932-029,10-02-2021 00:00,Glu,1,3,Approved,2.15,0.27,0.5,3.34,3,2.2,0.7
,R28191,932-029,10-02-2021 00:00,Glu,1,2,Approved,2.12,0.16,0.6,3.2,153,1,0.58
,R28230,932-029,10-02-2021 00:00,Glu,2,1,Approved,1.93,0.12,0.2,4.35,98,1.1,0.2
,R28194,932-029,10-02-2021 00:00,Glu,3,2,Approved,2.23,0.2,0.6,4.9,115,1.2,0.49
,R28205,932-029,10-02-2021 00:00,Glu,3,9,Approved,2.2,0.11,0.1,3.97,69,1.6,0.79
,R28210,932-029,10-02-2021 00:00,Glu,2,10,Approved,2.15,0.17,0.9,4.99,93,0.8,0.29
,R28209,932-029,10-02-2021 00:00,Glu,8,12,Approved,2.03,0.13,0.2,3.75,161,1.8,0.4
,R28212,932-029,10-02-2021 00:00,Glu,3,15,Approved,2.2,0.15,0.4,5.07,0,0.3,0.42
,R28211,932-029,10-02-2021 00:00,Glu,8,5,Approved,2.03,0.16,0.2,3.58,41,1.6,0.24
,R28205,932-029,10-02-2021 00:00,Glu,2,13,Approved,2.17,0.17,0,4.84,70,1.2,0.7
,R28230,932-029,10-02-2021 00:00,Glu,8,2,Approved,1.97,0.1,0.3,4.47,84,0.8,0.6
,R28190,932-029,10-02-2021 00:00,Glu,1,14,Approved,2.03,0.17,1.3,4.63,139,0.2,0.23
,R28211,932-029,10-02-2021 00:00,Glu,1,9,Approved,2.03,0.15,0.8,4.71,5,0.1,0.44
,R28191,932-029,10-02-2021 00:00,Glu,2,3,Approved,2.02,0.17,0.5,3.71,101,3.7,1.72
,R28212,932-029,10-02-2021 00:00,Glu,1,12,Approved,2.18,0.18,0.4,4.98,174,0.3,0.27
,R28181,932-029,09-02-2021 07:54,Glu,1,11,Approved,0.25,0.2,1.3,3.22,274,3.5,0.62
,R28181,932-029,09-02-2021 07:54,Glu,3,5,Approved,0.12,0.15,1.1,4.09,74,1.2,0.21
,R28181,932-029,09-02-2021 07:54,Glu,8,12,Approved,0.13,0.15,1.1,3.79,148,1.8,0.42
,R28181,932-029,09-02-2021 07:54,Glu,2,3,Approved,0.15,0.17,1.1,3.82,109,1.7,1.2
,R28203,932-029,09-02-2021 07:52,Glu,1,3,Approved,2.17,0.14,0.7,3.6,76,1.3,0.17
,R28203,932-029,09-02-2021 07:52,Glu,3,15,Approved,2.18,0.18,0.3,4.21,25,1.6,0.04
,R28203,932-029,09-02-2021 07:52,Glu,8,14,Approved,2.13,0.18,0.5,4.75,28,0,0.11
,R28203,932-029,09-02-2021 07:52,Glu,2,13,Approved,2.08,0.19,0.7,3.57,98,1.5,0.62
,R28182,932-029,09-02-2021 07:52,Glu,2,13,Approved,2.1,0.13,0.3,3.53,319,2.2,0.31
,R28182,932-029,09-02-2021 07:52,Glu,1,2,Approved,2.17,0.1,0.1,3.8,127,2.1,0.29
,R28182,932-029,09-02-2021 07:52,Glu,8,4,Approved,2.08,0.12,0.6,4.17,151,4,0.06
,R28182,932-029,09-02-2021 07:52,Glu,3,5,Approved,2.08,0.11,0,3.8,238,1.6,0.1
,R28220,932-029,09-02-2021 07:50,Glu,3,9,Approved,1.93,0.06,1.4,6.46,67,1.3,0.92
,R28220,932-029,09-02-2021 07:50,Glu,1,12,Approved,2.1,0.17,0.1,4.31,114,0.4,0.52
,R28220,932-029,09-02-2021 07:50,Glu,2,16,Approved,1.98,0.14,0.4,4.04,25,1.6,0.76
,R28220,932-029,09-02-2021 07:50,Glu,7,13,Approved,2.15,0.17,0.6,4.37,152,0.3,0.13
,R28160,932-029,09-02-2021 07:48,Glu,8,16,Approved,0.13,0.16,0.6,3.14,71,1.2,0.32
,R28160,932-029,09-02-2021 07:48,Glu,2,11,Approved,0.27,0.11,0.7,2.84,81,1.7,0.26
,R28160,932-029,09-02-2021 07:48,Glu,1,4,Approved,0.12,0.14,0,2.33,64,1.9,0.62
,R28160,932-029,09-02-2021 07:48,Glu,3,2,Approved,0.08,0.07,0.3,2.08,47,3.3,0.06
,R28189,932-029,09-02-2021 07:48,Glu,3,8,Approved,0.15,0.14,0,2.51,156,2,0.14
,R28189,932-029,09-02-2021 07:48,Glu,1,5,Approved,0.17,0.27,0.4,4.32,249,2,0.66
,R28189,932-029,09-02-2021 07:48,Glu,8,14,Approved,0.17,0.17,0.2,1.84,55,4.7,1.88
,R28189,932-029,09-02-2021 07:48,Glu,2,14,Approved,0.25,0.15,0.4,2.85,10,0.8,0.24
,R28151,932-029,09-02-2021 07:48,Glu,2,3,Approved,2.1,0.04,0.5,1.86,4,4,1.63
,R28151,932-029,09-02-2021 07:48,Glu,8,16,Approved,2.15,0.11,0.7,2.46,49,2.3,0.39
,R28151,932-029,09-02-2021 07:48,Glu,3,13,Approved,2.12,0.13,0.6,3.2,67,1.3,0
,R28151,932-029,09-02-2021 07:48,Glu,1,7,Approved,2.13,0.15,0.3,3.93,130,1,0.02
,R28213,932-029,09-02-2021 07:46,Glu,2,13,Approved,1.72,0.19,0.9,4.46,250,1.5,0.64
,R28213,932-029,09-02-2021 07:46,Glu,1,4,Approved,1.78,0.11,0.1,3.85,26,0.8,0.17
,R28213,932-029,09-02-2021 07:46,Glu,8,5,Approved,1.75,0.14,0.5,4.22,264,0.8,0.38
,R28213,932-029,09-02-2021 07:46,Glu,3,14,Approved,1.78,0.15,0.5,4.62,77,0.6,0.91
,R28217,932-029,09-02-2021 07:45,Glu,3,5,Approved,0.18,0.23,0.5,2.51,159,2.5,0.19
,R28217,932-029,09-02-2021 07:45,Glu,1,11,Approved,0.13,0.18,0,4.52,164,0.3,0.91
,R28217,932-029,09-02-2021 07:45,Glu,2,4,Approved,0.23,0.22,0.2,4.21,97,0,0.97
,R28217,932-029,09-02-2021 07:45,Glu,8,10,Approved,0.17,0.18,0.1,4.03,97,0.6,0.98
,R28167,932-029,09-02-2021 07:45,Glu,1,11,Approved,2.07,0.21,0.5,3.98,260,0.3,0.79
,R28167,932-029,09-02-2021 07:45,Glu,2,5,Approved,2.1,0.18,0.4,4.02,137,0.5,0.55
,R28167,932-029,09-02-2021 07:45,Glu,3,10,Approved,2.17,0.22,1.8,4.32,341,2.6,0.85
,R28158,932-029,09-02-2021 07:43,Glu,1,12,Approved,1.93,0.18,0.6,3.97,54,1.7,1.88
,R28158,932-029,09-02-2021 07:43,Glu,2,10,Approved,1.97,0.16,0.6,3.08,227,0.8,0.52
,R28158,932-029,09-02-2021 07:43,Glu,8,11,Approved,1.98,0.16,0.2,3.37,295,2.3,3.59
,R28158,932-029,09-02-2021 07:43,Glu,3,6,Approved,2.07,0.13,0.3,3.15,204,2.1,0.55
,R28216,932-029,09-02-2021 07:42,Glu,1,11,Approved,2.08,0.2,0.2,4.24,234,1.5,0.17
,R28216,932-029,09-02-2021 07:42,Glu,3,12,Approved,2.13,0.18,1.1,4.6,270,0.2,0.74
,R28216,932-029,09-02-2021 07:42,Glu,2,7,Approved,1.85,0.11,0.4,2.14,67,1.9,1.58
,R28216,932-029,09-02-2021 07:42,Glu,8,12,Approved,1.9,0.23,1.1,4.51,191,0.7,0.66
,R28228,932-029,09-02-2021 07:42,Glu,8,14,Approved,1.92,0.15,0,5.05,1,0.6,0.89
,R28228,932-029,09-02-2021 07:42,Glu,3,7,Approved,1.95,0.22,0.4,4.41,292,2.8,0.5
,R28228,932-029,09-02-2021 07:42,Glu,1,12,Approved,2.07,0.13,0.2,4.86,24,0,0.73
,R28228,932-029,09-02-2021 07:42,Glu,2,4,Approved,2,0.22,0.2,4.76,201,1.2,0.35
,R28233,932-029,09-02-2021 07:39,Glu,8,13,Approved,1.78,0.09,0.3,2.55,138,1.8,0.05
,R28233,932-029,09-02-2021 07:39,Glu,1,12,Approved,1.87,0.15,0.8,3.2,50,1.2,0.13
,R28233,932-029,09-02-2021 07:39,Glu,2,2,Approved,1.85,0.15,0,3.19,2,2,0.43
,R28172,932-029,09-02-2021 07:37,Glu,8,3,Approved,2.05,0.13,0.3,3.89,40,2,0.59
,R28172,932-029,09-02-2021 07:37,Glu,3,13,Approved,2.07,0.12,0.1,4.11,68,0.7,0.16
,R28172,932-029,09-02-2021 07:37,Glu,1,13,Approved,2.07,0.14,0.2,5.12,23,0.5,0.57
,R28172,932-029,09-02-2021 07:37,Glu,2,9,Approved,2.07,0.16,0,4.09,151,0.6,0.04
,R28233,932-029,09-02-2021 00:00,Glu,2,2,Approved,1.85,0.15,0,3.19,2,2,0.43
,R28172,932-029,09-02-2021 00:00,Glu,1,13,Approved,2.07,0.14,0.2,5.12,23,0.5,0.57
,R28213,932-029,09-02-2021 00:00,Glu,8,5,Approved,1.75,0.14,0.5,4.22,264,0.8,0.38
,R28217,932-029,09-02-2021 00:00,Glu,3,5,Approved,0.18,0.23,0.5,2.51,159,2.5,0.19
,R28220,932-029,09-02-2021 00:00,Glu,2,16,Approved,1.98,0.14,0.4,4.04,25,1.6,0.76
,R28151,932-029,09-02-2021 00:00,Glu,2,3,Approved,2.1,0.04,0.5,1.86,4,4,1.63
,R28172,932-029,09-02-2021 00:00,Glu,2,9,Approved,2.07,0.16,0,4.09,151,0.6,0.04
,R28160,932-029,09-02-2021 00:00,Glu,1,4,Approved,0.12,0.14,0,2.33,64,1.9,0.62
,R28216,932-029,09-02-2021 00:00,Glu,1,11,Approved,2.08,0.2,0.2,4.24,234,1.5,0.17
,R28189,932-029,09-02-2021 00:00,Glu,8,14,Approved,0.17,0.17,0.2,1.84,55,4.7,1.88
,R28158,932-029,09-02-2021 00:00,Glu,3,6,Approved,2.07,0.13,0.3,3.15,204,2.1,0.55
,R28181,932-029,09-02-2021 00:00,Glu,2,3,Approved,0.15,0.17,1.1,3.82,109,1.7,1.2
,R28220,932-029,09-02-2021 00:00,Glu,3,9,Approved,1.93,0.06,1.4,6.46,67,1.3,0.92
,R28181,932-029,09-02-2021 00:00,Glu,1,11,Approved,0.25,0.2,1.3,3.22,274,3.5,0.62
,R28220,932-029,09-02-2021 00:00,Glu,7,13,Approved,2.15,0.17,0.6,4.37,152,0.3,0.13
,R28203,932-029,09-02-2021 00:00,Glu,2,13,Approved,2.08,0.19,0.7,3.57,98,1.5,0.62
,R28203,932-029,09-02-2021 00:00,Glu,8,14,Approved,2.13,0.18,0.5,4.75,28,0,0.11
,R28228,932-029,09-02-2021 00:00,Glu,3,7,Approved,1.95,0.22,0.4,4.41,292,2.8,0.5
,R28213,932-029,09-02-2021 00:00,Glu,2,13,Approved,1.72,0.19,0.9,4.46,250,1.5,0.64
,R28151,932-029,09-02-2021 00:00,Glu,8,16,Approved,2.15,0.11,0.7,2.46,49,2.3,0.39
,R28160,932-029,09-02-2021 00:00,Glu,3,2,Approved,0.08,0.07,0.3,2.08,47,3.3,0.06
,R28182,932-029,09-02-2021 00:00,Glu,2,13,Approved,2.1,0.13,0.3,3.53,319,2.2,0.31
,R28182,932-029,09-02-2021 00:00,Glu,8,4,Approved,2.08,0.12,0.6,4.17,151,4,0.06
,R28217,932-029,09-02-2021 00:00,Glu,2,4,Approved,0.23,0.22,0.2,4.21,97,0,0.97
,R28228,932-029,09-02-2021 00:00,Glu,2,4,Approved,2,0.22,0.2,4.76,201,1.2,0.35
,R28181,932-029,09-02-2021 00:00,Glu,3,5,Approved,0.12,0.15,1.1,4.09,74,1.2,0.21
,R28213,932-029,09-02-2021 00:00,Glu,1,4,Approved,1.78,0.11,0.1,3.85,26,0.8,0.17
,R28189,932-029,09-02-2021 00:00,Glu,3,8,Approved,0.15,0.14,0,2.51,156,2,0.14
,R28158,932-029,09-02-2021 00:00,Glu,1,12,Approved,1.93,0.18,0.6,3.97,54,1.7,1.88
,R28182,932-029,09-02-2021 00:00,Glu,3,5,Approved,2.08,0.11,0,3.8,238,1.6,0.1
,R28217,932-029,09-02-2021 00:00,Glu,8,10,Approved,0.17,0.18,0.1,4.03,97,0.6,0.98
,R28158,932-029,09-02-2021 00:00,Glu,8,11,Approved,1.98,0.16,0.2,3.37,295,2.3,3.59
,R28203,932-029,09-02-2021 00:00,Glu,1,3,Approved,2.17,0.14,0.7,3.6,76,1.3,0.17
,R28151,932-029,09-02-2021 00:00,Glu,1,7,Approved,2.13,0.15,0.3,3.93,130,1,0.02
,R28203,932-029,09-02-2021 00:00,Glu,3,15,Approved,2.18,0.18,0.3,4.21,25,1.6,0.04
,R28220,932-029,09-02-2021 00:00,Glu,1,12,Approved,2.1,0.17,0.1,4.31,114,0.4,0.52
,R28216,932-029,09-02-2021 00:00,Glu,3,12,Approved,2.13,0.18,1.1,4.6,270,0.2,0.74
,R28216,932-029,09-02-2021 00:00,Glu,2,7,Approved,1.85,0.11,0.4,2.14,67,1.9,1.58
,R28217,932-029,09-02-2021 00:00,Glu,1,11,Approved,0.13,0.18,0,4.52,164,0.3,0.91
,R28160,932-029,09-02-2021 00:00,Glu,8,16,Approved,0.13,0.16,0.6,3.14,71,1.2,0.32
,R28189,932-029,09-02-2021 00:00,Glu,1,5,Approved,0.17,0.27,0.4,4.32,249,2,0.66
,R28213,932-029,09-02-2021 00:00,Glu,3,14,Approved,1.78,0.15,0.5,4.62,77,0.6,0.91
,R28167,932-029,09-02-2021 00:00,Glu,1,11,Approved,2.07,0.21,0.5,3.98,260,0.3,0.79
,R28172,932-029,09-02-2021 00:00,Glu,8,3,Approved,2.05,0.13,0.3,3.89,40,2,0.59
,R28228,932-029,09-02-2021 00:00,Glu,1,12,Approved,2.07,0.13,0.2,4.86,24,0,0.73
,R28172,932-029,09-02-2021 00:00,Glu,3,13,Approved,2.07,0.12,0.1,4.11,68,0.7,0.16
,R28167,932-029,09-02-2021 00:00,Glu,2,5,Approved,2.1,0.18,0.4,4.02,137,0.5,0.55
,R28151,932-029,09-02-2021 00:00,Glu,3,13,Approved,2.12,0.13,0.6,3.2,67,1.3,0
,R28181,932-029,09-02-2021 00:00,Glu,8,12,Approved,0.13,0.15,1.1,3.79,148,1.8,0.42
,R28182,932-029,09-02-2021 00:00,Glu,1,2,Approved,2.17,0.1,0.1,3.8,127,2.1,0.29
,R28233,932-029,09-02-2021 00:00,Glu,1,12,Approved,1.87,0.15,0.8,3.2,50,1.2,0.13
,R28228,932-029,09-02-2021 00:00,Glu,8,14,Approved,1.92,0.15,0,5.05,1,0.6,0.89
,R28189,932-029,09-02-2021 00:00,Glu,2,14,Approved,0.25,0.15,0.4,2.85,10,0.8,0.24
,R28158,932-029,09-02-2021 00:00,Glu,2,10,Approved,1.97,0.16,0.6,3.08,227,0.8,0.52
,R28167,932-029,09-02-2021 00:00,Glu,3,10,Approved,2.17,0.22,1.8,4.32,341,2.6,0.85
,R28160,932-029,09-02-2021 00:00,Glu,2,11,Approved,0.27,0.11,0.7,2.84,81,1.7,0.26
,R28233,932-029,09-02-2021 00:00,Glu,8,13,Approved,1.78,0.09,0.3,2.55,138,1.8,0.05
,R28216,932-029,09-02-2021 00:00,Glu,8,12,Approved,1.9,0.23,1.1,4.51,191,0.7,0.66
,R28195,932-029,08-02-2021 07:48,Glu,2,9,Approved,4.82,0.16,0.2,5.26,88,1,0
,R28195,932-029,08-02-2021 07:48,Glu,8,14,Approved,4.87,0.13,0.5,4.89,6,2,1.13
,R28195,932-029,08-02-2021 07:48,Glu,3,1,Approved,4.83,0.16,0.4,5.37,126,1.6,0.07
,R28195,932-029,08-02-2021 07:48,Glu,1,5,Approved,4.85,0.15,0.7,5.67,276,0.1,0.07
,R28121,932-029,08-02-2021 07:47,Glu,1,4,Approved,4.83,0.2,1,5.35,198,2.6,0.01
,R28121,932-029,08-02-2021 07:47,Glu,8,12,Approved,4.8,0.16,0.1,5.49,21,0.6,0.11
,R28121,932-029,08-02-2021 07:47,Glu,2,11,Approved,4.78,0.13,1,5.13,144,3,0.02
